epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,58.10239458084106,,469.0,,,,,False,128.0,128.0,2.2645769519805907,0.2041
2,eval,,,,,,,115.46454620361328,,938.0,,,,,False,128.0,128.0,2.2118245193481445,0.2684
3,eval,,,,,,,171.09795379638672,,1407.0,,,,,False,128.0,128.0,2.1601888832092286,0.3437
4,eval,,,,,,,225.3217442035675,,1876.0,,,,,False,128.0,128.0,2.1093460624694824,0.4136
5,eval,,,,,,,281.5691194534302,,2345.0,,,,,False,128.0,128.0,2.05902829284668,0.4766
6,eval,,,,,,,342.0261900424957,,2814.0,,,,,False,128.0,128.0,2.009219764328003,0.532
7,eval,,,,,,,399.6140909194946,,3283.0,,,,,False,128.0,128.0,1.959771476364136,0.574
8,eval,,,,,,,454.2435348033905,,3752.0,,,,,False,128.0,128.0,1.9103608057022092,0.6035
9,eval,,,,,,,510.1338288784027,,4221.0,,,,,False,128.0,128.0,1.861624974822998,0.6265
10,eval,,,,,,,572.1636402606964,,4690.0,,,,,False,128.0,128.0,1.8132386116027832,0.6507
