epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,18.70615792274475,,469.0,,,,,False,128.0,128.0,1.0278167101860047,0.804
2,eval,,,,,,,37.400490283966064,,938.0,,,,,False,128.0,128.0,0.5762198216915131,0.8679
3,eval,,,,,,,56.43521475791931,,1407.0,,,,,False,128.0,128.0,0.4441018421173096,0.8891
4,eval,,,,,,,75.9368634223938,,1876.0,,,,,False,128.0,128.0,0.3861970759868622,0.8971
5,eval,,,,,,,95.65947937965392,,2345.0,,,,,False,128.0,128.0,0.3534721447706223,0.902
6,eval,,,,,,,115.46714806556702,,2814.0,,,,,False,128.0,128.0,0.3326790786743164,0.9067
7,eval,,,,,,,135.5726706981659,,3283.0,,,,,False,128.0,128.0,0.3167420618772507,0.9101
8,eval,,,,,,,156.29774236679077,,3752.0,,,,,False,128.0,128.0,0.3039272248983383,0.9127
9,eval,,,,,,,176.6069324016571,,4221.0,,,,,False,128.0,128.0,0.2935121913194656,0.9158
10,eval,,,,,,,197.19465589523315,,4690.0,,,,,False,128.0,128.0,0.2841048771619797,0.9187
