epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,64.51155638694763,,469.0,,,,,False,128.0,128.0,1.8134555997848512,0.6505
2,eval,,,,,,,131.25078058242798,,938.0,,,,,False,128.0,128.0,1.364411365699768,0.7515
3,eval,,,,,,,195.369966506958,,1407.0,,,,,False,128.0,128.0,1.0264442972183228,0.8051
4,eval,,,,,,,259.7837610244751,,1876.0,,,,,False,128.0,128.0,0.8054539867401123,0.8342
5,eval,,,,,,,321.6571099758148,,2345.0,,,,,False,128.0,128.0,0.6664035826683045,0.8543
6,eval,,,,,,,383.7648198604584,,2814.0,,,,,False,128.0,128.0,0.5781025443077087,0.8659
7,eval,,,,,,,450.86137771606445,,3283.0,,,,,False,128.0,128.0,0.5189421899795532,0.8744
8,eval,,,,,,,522.017894744873,,3752.0,,,,,False,128.0,128.0,0.4767768763542175,0.88
9,eval,,,,,,,604.0765495300293,,4221.0,,,,,False,128.0,128.0,0.4459323520183563,0.8859
10,eval,,,,,,,685.9786546230316,,4690.0,,,,,False,128.0,128.0,0.4223469905853271,0.89
