epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,47.857805490493774,,469.0,,,,,False,128.0,128.0,0.2879952865362167,0.9201
2,eval,,,,,,,94.71610498428343,,938.0,,,,,False,128.0,128.0,0.2285046620965004,0.936
3,eval,,,,,,,142.37643122673035,,1407.0,,,,,False,128.0,128.0,0.1895504588484764,0.9455
4,eval,,,,,,,191.06220865249637,,1876.0,,,,,False,128.0,128.0,0.1628912864506244,0.9526
5,eval,,,,,,,250.6520636081696,,2345.0,,,,,False,128.0,128.0,0.1437846108138561,0.9576
6,eval,,,,,,,315.2719316482544,,2814.0,,,,,False,128.0,128.0,0.130317334100604,0.9616
7,eval,,,,,,,366.4373338222504,,3283.0,,,,,False,128.0,128.0,0.1188269709140062,0.9662
8,eval,,,,,,,421.04085206985474,,3752.0,,,,,False,128.0,128.0,0.1092464285463094,0.9671
9,eval,,,,,,,476.1013715267181,,4221.0,,,,,False,128.0,128.0,0.102952315351367,0.9693
10,eval,,,,,,,532.0646259784698,,4690.0,,,,,False,128.0,128.0,0.0982506786078214,0.9709
