dataset,model,optimizer,seed,final_test_acc,final_loss,run_signature,completed
Robustness,Rosenbrock,SGD_start0,789,,0.16634926199913025,7a1568cdbe318ee01736e8af68c7747fd37b39c8c1e42e6d6220e81fba7864c1,True
Robustness,Rosenbrock,SGD_start1,789,,0.013803161680698395,a768fa09d2a85007950c88f6c73ae3d6ed5bda00f5fe97ea5a87a0a20cedf942,True
Robustness,Rosenbrock,SGD_start2,789,,0.09303910285234451,1e9327ee891f95083a5367479cf4e19d4c187a9677fac435b3e8ee76e1e9623e,True
Robustness,Rosenbrock,SGD_start3,789,,1.29073965549469,93439096e220785cb5cecaf713a86054b12b7dbfd96928c274d61443d6555127,True
Robustness,Rosenbrock,SGD_Momentum_start0,789,,0.10061393678188324,27c997fc3b507b53311549630ae360bb641301e1b5b72249bdbb6afb52518226,True
Robustness,Rosenbrock,SGD_Momentum_start1,789,,2.479414939880371,c25726cebd514fbc3ad3ec0249b3e71f8052d981d8ddb91cafeb2d400264f082,True
Robustness,Rosenbrock,SGD_Momentum_start2,789,,0.28252679109573364,d9f9dc18fcc4c953e10ac1787ced5e2540d005ea56a1da88ef4715ade274c79c,True
Robustness,Rosenbrock,SGD_Momentum_start3,789,,0.7001928091049194,b6fd0447475e59f2931184373a184e550d660eeb3e759cbbf416e7728920fc26,True
Robustness,Rosenbrock,Adam_start0,789,,3.7463755688804667e-06,0191cbd4f56bd716169ac9de129b43b6a5adebeafe32a18c68af4923b8c96e22,True
Robustness,Rosenbrock,Adam_start1,789,,8.86163252289407e-05,ae9a0afad8a779d8fe8bc452c18051d6068268585ae39d86bc53ac6c0a710b2e,True
Robustness,Rosenbrock,Adam_start2,789,,0.015074608847498894,45c3cc78ab17989164b46eac36fdb7dcbdb0ffef84b2d1b860d0de76f7e06e6c,True
Robustness,Rosenbrock,Adam_start3,789,,6.38204364804551e-05,52b24ddb104f4888be8a51d5dc95fd4fda95344a8e0a6f5abcb1a09595bde777,True
Robustness,Rosenbrock,SAM_SGD_start0,789,,0.17784146964550018,34ff3871916b6e0f0680593bebc8e9884bb6ca6d821cea13517b6b86e97a445b,True
Robustness,Rosenbrock,SAM_SGD_start1,789,,0.272540807723999,60c6c14e9cf006b575463456fc8a710e47b696afc603de7601e8730202f1d582,True
Robustness,Rosenbrock,SAM_SGD_start2,789,,0.04960319772362709,d6678e6f060d1da942108fd3a3273372ad8d585933e50c8965df85a3bad25291,True
Robustness,Rosenbrock,SAM_SGD_start3,789,,0.600864589214325,25122d28a1aa69c32e7a729cbf8d535aa60874005c3fecfd2e1bf922393ab60c,True
Robustness,Rosenbrock,SAM_Adam_start0,789,,0.10289748013019562,4c8a23a66723e35a47a4a5344c7935e0255f98be2dd1f0d71fb05bb72cfb6d29,True
Robustness,Rosenbrock,SAM_Adam_start1,789,,0.009371069259941578,3e694e8415769ed39e6da549594674b7168a0e9bb96665130119aa4011b38036,True
Robustness,Rosenbrock,SAM_Adam_start2,789,,0.014369637705385685,0432907b3865a8dd1cf7c27b939d3aaca50c7d2f4f8aab9c3930504699d8889d,True
Robustness,Rosenbrock,SAM_Adam_start3,789,,0.07273547351360321,72c773cb80e1ec142f8c483b84016820519357c42775040bce524fd49cb6f355,True
Robustness,Rosenbrock,SGD_start0,1011,,0.16634926199913025,77151015ea056dbbe433383d65259e4b6937210d9dedac72c8e81af18e4a0b33,True
Robustness,Rosenbrock,SGD_start1,1011,,0.013803161680698395,ae32c21fb2ee71419d1ba4d5dba453db7b4e7596d624beb9a0e57909bb5d1b52,True
Robustness,Rosenbrock,SGD_start2,1011,,0.09303910285234451,7983f4ef5dd8d1795ba405059573ba11f0c258c475e85dc50301edc8309260db,True
Robustness,Rosenbrock,SGD_start3,1011,,1.29073965549469,86e648737e977ead39c9e6381da58eeeedf556c11a2705877fdce38f1e2966b9,True
Robustness,Rosenbrock,SGD_Momentum_start0,1011,,0.10061393678188324,f4da784b760faa1f9df1449e75e76e4b837d8c0d458c80e2fea63d63f25791b8,True
Robustness,Rosenbrock,SGD_Momentum_start1,1011,,2.479414939880371,4b4de2212535fe4521bcb5f36190f5e18a8ca87785e4e27c75314712db76f189,True
Robustness,Rosenbrock,SGD_Momentum_start2,1011,,0.28252679109573364,75a8701b8dc6b7c9de57a72422c7584c405c53f51d2c8ef024ec678dace69cf4,True
Robustness,Rosenbrock,SGD_Momentum_start3,1011,,0.7001928091049194,98d4786a8c5af3faa7f74aee9466627ada638059d6344ab07a113794efec81ce,True
Robustness,Rosenbrock,Adam_start0,1011,,3.7463755688804667e-06,375482361794cf73e30299c3dd2ac58cb67f87ac5983e2427fbcb81caedd289a,True
Robustness,Rosenbrock,Adam_start1,1011,,8.86163252289407e-05,dd67a608641418c216cca4e13b8a8189369169fca5076541277de3b614ca7e4f,True
Robustness,Rosenbrock,Adam_start2,1011,,0.015074608847498894,224f1a28d6674954593c4969149dfa4f60c8871aa7c3a0a7cea49fabe3cfdd1f,True
Robustness,Rosenbrock,Adam_start3,1011,,6.38204364804551e-05,446055f53a96b5d6e524cd85382ae8f1f6d2b70cec83bbf6c516b4912741734b,True
Robustness,Rosenbrock,SAM_SGD_start0,1011,,0.17784146964550018,223e30f1151bdb32a5220754fe710d16e52c6b49d14e69d27c1d334d562e6580,True
Robustness,Rosenbrock,SAM_SGD_start1,1011,,0.272540807723999,9f200c08c5d6a828232bcdb3c35400c9c915f2e06840caaf40505556c0e27128,True
Robustness,Rosenbrock,SAM_SGD_start2,1011,,0.04960319772362709,80fe20066c88c66e99f46d1a43e1086564d5df512f7ecc0921e79aaef2327a3c,True
Robustness,Rosenbrock,SAM_SGD_start3,1011,,0.600864589214325,453c3eddb3ab22091da1070ba9cbd6b76b7ac1d617f39d4fac7bfdfeadd12ccc,True
Robustness,Rosenbrock,SAM_Adam_start0,1011,,0.10289748013019562,483daa7de937a1f5da37635007ee52cc8b86ee65555ca582fd85b6c1c07188bc,True
Robustness,Rosenbrock,SAM_Adam_start1,1011,,0.009371069259941578,e099f98772fddbaaee0117d04aaf26dc437166654ec8ff87f62ea26c33de4a7b,True
Robustness,Rosenbrock,SAM_Adam_start2,1011,,0.014369637705385685,5150bc96aacdc2e7cb45c0e3c274535e39b52016e77f53d6ef26a4e8e6fd799e,True
Robustness,Rosenbrock,SAM_Adam_start3,1011,,0.07273547351360321,3321b3940e9bfb89a3cfaf86cd9aa2e17380cad50e257d7d876c1ba213e9c67c,True
Robustness,Rosenbrock,SGD_start0,1213,,0.16634926199913025,3697d4c901f83dbabc17ac49fd0129fbcc3a487c190e001a88435facd9fdf855,True
Robustness,Rosenbrock,SGD_start1,1213,,0.013803161680698395,101d330935f621c41d5d531a449cfca85b0f1bde4b2e3ab79673a29ccfc4f3cb,True
Robustness,Rosenbrock,SGD_start2,1213,,0.09303910285234451,3ab5371ec2f326f06682542be6a41bf8e3037f6a15e2201f1df09c0404f7f915,True
Robustness,Rosenbrock,SGD_start3,1213,,1.29073965549469,aab2632952768c78aec988476209c36baccb3813fe58322ca482b481658455e2,True
Robustness,Rosenbrock,SGD_Momentum_start0,1213,,0.10061393678188324,d7d5aa74d18df81fc7071aeceeea145819d80996e2c0a698bc64eaccbd85901f,True
Robustness,Rosenbrock,SGD_Momentum_start1,1213,,2.479414939880371,a8ed65b0fff54c5446f8d173c4ddb2245aeb0a87c1ccefa906bc35c716766b8f,True
Robustness,Rosenbrock,SGD_Momentum_start2,1213,,0.28252679109573364,f57046178522cb7ba520ed053af48c1e90d5946779a22e20b627c35023658646,True
Robustness,Rosenbrock,SGD_Momentum_start3,1213,,0.7001928091049194,efe6a878870a36d9a905aa4cc87d2eddf7d42f87178c1469cafbf6149dcce0b7,True
Robustness,Rosenbrock,Adam_start0,1213,,3.7463755688804667e-06,7f0ccebab2fd17d4e1e67c2810d0df57d5b2ed01fa5076da4ae3f6d393a37c19,True
Robustness,Rosenbrock,Adam_start1,1213,,8.86163252289407e-05,cd670a6e8ea556f83d0650653cab8f135a0bd00cf49b3a8a5c58b6d62801ea44,True
Robustness,Rosenbrock,Adam_start2,1213,,0.015074608847498894,1102aed988018e40099b7eed138543891d0dc45d9cab43bfd46f9539653a1338,True
Robustness,Rosenbrock,Adam_start3,1213,,6.38204364804551e-05,ea7ea1a4e3569873cd87dd2e73a1aadbfaf0679ff8411f15311e0c48249d4d18,True
Robustness,Rosenbrock,SAM_SGD_start0,1213,,0.17784146964550018,3751e7611cc96d54d266d249ee790fbce748e7f7c0bd6bee64b9064fc011293b,True
Robustness,Rosenbrock,SAM_SGD_start1,1213,,0.272540807723999,6dc11536b06452975beea804c3d6adc44b28602144d0d45dcf50dc80e3187c75,True
Robustness,Rosenbrock,SAM_SGD_start2,1213,,0.04960319772362709,1def6a1ecbf3592f4645c3e71013a8e0a94bdcf7229053ca35c39c87ce226447,True
Robustness,Rosenbrock,SAM_SGD_start3,1213,,0.600864589214325,4d24b3e810cae1fe8c3086d3cd70c1482522d37b9d9f17606af542eca784fc42,True
Robustness,Rosenbrock,SAM_Adam_start0,1213,,0.10289748013019562,9d020cc68ca42d1398424701b436c7998c897fcd5384c41e525e08f7da0af426,True
Robustness,Rosenbrock,SAM_Adam_start1,1213,,0.009371069259941578,385c6d97f76f4a29eef1a3223a971cc90d3f0f77e49f951e5ee7a44c536a57eb,True
Robustness,Rosenbrock,SAM_Adam_start2,1213,,0.014369637705385685,a659f07c84d37e044beca5cff40a7aa3a7c2113e8978650a6fd6e9a419ee8730,True
Robustness,Rosenbrock,SAM_Adam_start3,1213,,0.07273547351360321,de18a67205aa399b554af30168eb4dc3cf710ddfb4dda6b2234bea513e789598,True
Robustness,Rosenbrock,SGD_start0,1415,,0.16634926199913025,d46c02497588441989d2543e2293ec9072ac73799f2337c2adabbf6f39ace505,True
Robustness,Rosenbrock,SGD_start1,1415,,0.013803161680698395,cfe4c42c2a891abfbecb42b2abb5cb70cc56d595d2553ec17998a866749fec15,True
Robustness,Rosenbrock,SGD_start2,1415,,0.09303910285234451,dcd7668492066bd1f585de195ed121c42dcfee333ea77b8e826c6f0d9fdae709,True
Robustness,Rosenbrock,SGD_start3,1415,,1.29073965549469,e501839844cc614aa515aed37d0d4257a26ba08d833d9251bc112b760f79721e,True
Robustness,Rosenbrock,SGD_Momentum_start0,1415,,0.10061393678188324,c0cbb73765705bfde47c702acc30b564002aaa596a38636728e1e5bdb986daaf,True
Robustness,Rosenbrock,SGD_Momentum_start1,1415,,2.479414939880371,6f1f953ede41cfcf94252854dfe495ea64af017f83685e7682bfa199d00b82da,True
Robustness,Rosenbrock,SGD_Momentum_start2,1415,,0.28252679109573364,42c21801633cdeee1cb8878cc4e063d4c369c98acdd4d9ee4a5fafa35b208d69,True
Robustness,Rosenbrock,SGD_Momentum_start3,1415,,0.7001928091049194,6bc263d56e5b1ed6dbdf7dcc82da5530415e130e70d5a3fa794e170637531c71,True
Robustness,Rosenbrock,Adam_start0,1415,,3.7463755688804667e-06,c3ccb759f9300d7e0d4626942950f5a36aaca217c09147630983a303e6ba30be,True
Robustness,Rosenbrock,Adam_start1,1415,,8.86163252289407e-05,6e1f84ecb7089982642deb047be9f46a5b75ab298d03e4e75df4005c4032ea15,True
Robustness,Rosenbrock,Adam_start2,1415,,0.015074608847498894,f30a1f00e73ef369cf60182259d9f55d0e13f5f5c3f4f4e8e659d2aca4a222b0,True
Robustness,Rosenbrock,Adam_start3,1415,,6.38204364804551e-05,ee5cd9edbf014fb64a856c9f5e68e333f3f5764f754918f341bfcd21cfbf7bda,True
Robustness,Rosenbrock,SAM_SGD_start0,1415,,0.17784146964550018,8dc397e807f1ed4eb9e90052cedca8a3533f191c57d8f2ee0497c53760a73c5b,True
Robustness,Rosenbrock,SAM_SGD_start1,1415,,0.272540807723999,4836bc51e8408bf6cfbf0d1250bebd72e13ead3eb118c393bf76b35e36c62303,True
Robustness,Rosenbrock,SAM_SGD_start2,1415,,0.04960319772362709,ef5fb19180d06d186938cc3d8d43b156a6b2c15b95164cab4fb99ae55daaccd0,True
Robustness,Rosenbrock,SAM_SGD_start3,1415,,0.600864589214325,5bb053ef6b3650c9720960f46bedd9b052e78d0fada1a75e76bbd578e4a31cc3,True
Robustness,Rosenbrock,SAM_Adam_start0,1415,,0.10289748013019562,227f7c389570c6d5ea04ffc8bb10e5cf4b370f4eea9493ce35fe893282496488,True
Robustness,Rosenbrock,SAM_Adam_start1,1415,,0.009371069259941578,8a95c034ad1d4f2358fc1db83a51eb29abc873dd5d8f972ca127bc6914ae6b9c,True
Robustness,Rosenbrock,SAM_Adam_start2,1415,,0.014369637705385685,102f9b3797c6956408a349f4e3f326d6588470fc284b5cf9c0d907f37c90085f,True
Robustness,Rosenbrock,SAM_Adam_start3,1415,,0.07273547351360321,a18a15fce9045ebdb8e1722ed5bdc274f071aff801566fae13a4bed2db487c42,True
Robustness,Rosenbrock,SGD_start0,1617,,0.16634926199913025,b5aa2ca7480b5341d960c394202a696140e18f219e0ba093af45a311eab64add,True
Robustness,Rosenbrock,SGD_start1,1617,,0.013803161680698395,59904245556326a2cbc09629cbd6c0f75cda4acac337af2e9d7c5fb44772f94b,True
Robustness,Rosenbrock,SGD_start2,1617,,0.09303910285234451,291abc4c3e462dbe7a7e5bf65d42ab70ca995785974e092742c9c0fe15089cc0,True
Robustness,Rosenbrock,SGD_start3,1617,,1.29073965549469,1813904bc18be15b6084da4390c59b923b3263b1a03b23a8e7129640193711d3,True
Robustness,Rosenbrock,SGD_Momentum_start0,1617,,0.10061393678188324,561dc8739ec8d78dd57b429a7156ab053498130569348c95e1a327ce36fa27b2,True
Robustness,Rosenbrock,SGD_Momentum_start1,1617,,2.479414939880371,749e37dc64093768a404e8347c5d6117c5236327d59107224ef30f149e6861ac,True
Robustness,Rosenbrock,SGD_Momentum_start2,1617,,0.28252679109573364,64bf76c001a9bfb09fde36bea7359063323961966e6d23ad19a35a2f37156587,True
Robustness,Rosenbrock,SGD_Momentum_start3,1617,,0.7001928091049194,c5fd5ce9e7b1734846a95adceccbcac867794d03ba4dbd33543f5762be073cdf,True
Robustness,Rosenbrock,Adam_start0,1617,,3.7463755688804667e-06,cdf938819dbfa3c40ad404aead2c5ca35ce4029b146f0f7323f89b29bfa0e2e4,True
Robustness,Rosenbrock,Adam_start1,1617,,8.86163252289407e-05,2a51971b1bfc3011c4f1c106201fc4d30a9ea8cfb7c8e72a92061cf95180c9c5,True
Robustness,Rosenbrock,Adam_start2,1617,,0.015074608847498894,d71b74fe04293bd5eef4f9c082762bcb38af97f297c2a15137e1b9fad8df3c6a,True
Robustness,Rosenbrock,Adam_start3,1617,,6.38204364804551e-05,0741b2fec4159ae0ffd7252758cc33247fddecb177fd42786d20770a7486c79c,True
Robustness,Rosenbrock,SAM_SGD_start0,1617,,0.17784146964550018,6ea9a0a6d8b222007f299571590c10ff788f47fec0073192cbac8856a4442c2e,True
Robustness,Rosenbrock,SAM_SGD_start1,1617,,0.272540807723999,d42cb5dc4036221db3f865e4151940716be32044fd434e4a8dc69cd78b89c5ab,True
Robustness,Rosenbrock,SAM_SGD_start2,1617,,0.04960319772362709,a20d7ec8199f290e42ed56c582574c0e3347d447cf70de6fe69940d388807894,True
Robustness,Rosenbrock,SAM_SGD_start3,1617,,0.600864589214325,c472c3e9cd890cdccca57528fc71f78f8c1e58ec28fbfc2161cbce302acce6bc,True
Robustness,Rosenbrock,SAM_Adam_start0,1617,,0.10289748013019562,4fd2944c226be31356d803055ea6b2397f51a08d7e90e64e838e07f8bba8a563,True
Robustness,Rosenbrock,SAM_Adam_start1,1617,,0.009371069259941578,0fb9f8bde1536c2904f65419e33688e552746aa0a48dfda969ce8773f4a9144e,True
Robustness,Rosenbrock,SAM_Adam_start2,1617,,0.014369637705385685,a7c586b1eb6a02e831256c9d1247bee4875997df9117cf6f247cd223a1e7d785,True
Robustness,Rosenbrock,SAM_Adam_start3,1617,,0.07273547351360321,eb10196afbdcb09b9672cfd67e1580de188eff6ad5cc9d5c7e9e96b9d6dd3e93,True
Robustness,Rosenbrock,SGD_start0,1819,,0.16634926199913025,81485c9d096bb17e81c1dfa04ab1edcf2156bb33ef9b87c704edb45c17ec8e9b,True
Robustness,Rosenbrock,SGD_start1,1819,,0.013803161680698395,437315aa160812ad04f3089c44980fc784dbcd881e801d6d16ee4f34c2d1505b,True
Robustness,Rosenbrock,SGD_start2,1819,,0.09303910285234451,56ce19d96faca069cd645b144e52bb30cb71b82fab85373d8a01fd547f320895,True
Robustness,Rosenbrock,SGD_start3,1819,,1.29073965549469,30ebc112c78135faa788d78cd8cf65b2c5c4b04ce944584746e649d6b82f53c5,True
Robustness,Rosenbrock,SGD_Momentum_start0,1819,,0.10061393678188324,880fc49a0bcad2b9b918ddc176b328949b8a774750af302bef23ff3867be0932,True
Robustness,Rosenbrock,SGD_Momentum_start1,1819,,2.479414939880371,6dd88affeec7b2e91337ed468ddbbcb6ca6c02613d64a5685474defda718767d,True
Robustness,Rosenbrock,SGD_Momentum_start2,1819,,0.28252679109573364,88e34c63c7a6c3a5807427b7c447dde65f52bde1e439c4c78d0ed50e4881fb26,True
Robustness,Rosenbrock,SGD_Momentum_start3,1819,,0.7001928091049194,63eb73ae18eabb35c89745eacf8da330d08b179ead66785f35ba01cfb519e9ef,True
Robustness,Rosenbrock,Adam_start0,1819,,3.7463755688804667e-06,8d9de9f054cedf142d4ceafe2033d3c010383e732e0dc3da6ae59e8c2864139c,True
Robustness,Rosenbrock,Adam_start1,1819,,8.86163252289407e-05,d7db2533779b4080f36c162ea89c3bc5125e8bcfc5d30971d930c1ae687fe0d5,True
Robustness,Rosenbrock,Adam_start2,1819,,0.015074608847498894,7442c66ab235aebd94c2b6286b54437d3f5d20c949061e57d7c5dd7e8bbeb944,True
Robustness,Rosenbrock,Adam_start3,1819,,6.38204364804551e-05,bd388272d4bdafb644a6a4ef7a6263e47de81c23f12182ce3010e9873b6b5ae0,True
Robustness,Rosenbrock,SAM_SGD_start0,1819,,0.17784146964550018,a810f1b178c8b09295ddf2fe912fa422ed65eae6b3d1d0462fcae2dd29cb1087,True
Robustness,Rosenbrock,SAM_SGD_start1,1819,,0.272540807723999,ff86863bb38839a7d80403b710ffdf7452152889b30deafb920ff405e4a7966f,True
Robustness,Rosenbrock,SAM_SGD_start2,1819,,0.04960319772362709,3b34f22612c1ced6e24b3b5fb456931fe369c0342cbdf3a4cca5c32e0de32a16,True
Robustness,Rosenbrock,SAM_SGD_start3,1819,,0.600864589214325,8a3159f513d71e5b5a53c7c4cc65ca2125e70a07db3df5f9dae042414cf95e24,True
Robustness,Rosenbrock,SAM_Adam_start0,1819,,0.10289748013019562,ab95f5b0caef566df403ae4bbdf24c936598d0ac5b17a1a3d08988e8fe29102a,True
Robustness,Rosenbrock,SAM_Adam_start1,1819,,0.009371069259941578,f6470028ace68052d9950d236bc3a3014e5dba94ebdebc761eaa86e936cfc6bc,True
Robustness,Rosenbrock,SAM_Adam_start2,1819,,0.014369637705385685,1922171834e0c4d02b54ce2115966a57dd27f4ae748ae206b82ab843a0ccb683,True
Robustness,Rosenbrock,SAM_Adam_start3,1819,,0.07273547351360321,db86631923843dfefeb521efc0d950c99c7875af8ab0fd738a3b541d5e3595bc,True
Robustness,Rosenbrock,SGD_start0,2021,,0.16634926199913025,10fcd5e7c4cd8720d95e0fa980e18ff90572084e65549d7623198b768ddc2c78,True
Robustness,Rosenbrock,SGD_start1,2021,,0.013803161680698395,fb8c53b587f546dc6605cf322241ed7febcb71d83a56853897ac04150a926374,True
Robustness,Rosenbrock,SGD_start2,2021,,0.09303910285234451,5793cba0c9dc62e8110e568efa51affd7778518c9a7f5097751e19916a760ed1,True
Robustness,Rosenbrock,SGD_start3,2021,,1.29073965549469,91afed4d525b843d69bd20e38e0cad7d9bad0883af4a136773aa58235da96b91,True
Robustness,Rosenbrock,SGD_Momentum_start0,2021,,0.10061393678188324,2b2c1f5f93afafd4de301e9f40f00100914cabfc085a4cb42d9a41fe0d5e655f,True
Robustness,Rosenbrock,SGD_Momentum_start1,2021,,2.479414939880371,052bee26ea0a68979e5af9389e4e0e3fa1d6b47ca27af98da26ab52fffd9d332,True
Robustness,Rosenbrock,SGD_Momentum_start2,2021,,0.28252679109573364,8e8e4314584b0d4cf759386fb3e16ec68c9a53e0c70ba0fccac3469426a6d3ab,True
Robustness,Rosenbrock,SGD_Momentum_start3,2021,,0.7001928091049194,042142365c0f4b176e161954b202e308ab78ece90486a4b7b8c679791f1f87e8,True
Robustness,Rosenbrock,Adam_start0,2021,,3.7463755688804667e-06,084b26c9b7da3cb025a60344fc8a331e5cc26f53ea785ee318443c89df9d4565,True
Robustness,Rosenbrock,Adam_start1,2021,,8.86163252289407e-05,911967d3df16a9962678bb43c1d64910ac8230e1667facb00f0151cb14ad25c8,True
Robustness,Rosenbrock,Adam_start2,2021,,0.015074608847498894,f130b632b7611a908b3c8364d01e0817d457d9e5f3c98f3eeb70d7ee95c6da20,True
Robustness,Rosenbrock,Adam_start3,2021,,6.38204364804551e-05,8170302f4c6f269fc37944f69f557cc373d18a97c0bb697b7bfc8f559f0ec6a4,True
Robustness,Rosenbrock,SAM_SGD_start0,2021,,0.17784146964550018,76d67df6c4cbfaf965c4bbf9ccae10b9821d62aee739331d35812f3f0ae1e638,True
Robustness,Rosenbrock,SAM_SGD_start1,2021,,0.272540807723999,45a0f96ec6ffaeab0f66de886549a44b7584a5abf93eeeb9ff4961c30011bfc8,True
Robustness,Rosenbrock,SAM_SGD_start2,2021,,0.04960319772362709,ec6fde7cf5b0f8f6ce369f72ab21e72c0a7ef7996dfc00fe50bdbe11bf2a0f64,True
Robustness,Rosenbrock,SAM_SGD_start3,2021,,0.600864589214325,d793f033910c94855f56f8c3fa085a3ecfb8af2a6c447ffaa96bd74bb6a2eef3,True
Robustness,Rosenbrock,SAM_Adam_start0,2021,,0.10289748013019562,fbe8539ab8e18d1fa59d13b1ff6779ee5ddbadc528b948988c4787a2c19c80b3,True
Robustness,Rosenbrock,SAM_Adam_start1,2021,,0.009371069259941578,53f0306461dbacf650fd9f9df43c45cf2f59892253ab8ecbee90fddd8682229f,True
Robustness,Rosenbrock,SAM_Adam_start2,2021,,0.014369637705385685,d8ef381164ba6182584aecf58aeade9a0d7a57884d8eb595ca0da85fe69b21d7,True
Robustness,Rosenbrock,SAM_Adam_start3,2021,,0.07273547351360321,f7b2500c220094e1ff07b915178570433886300c036deace029c29e8d984dee6,True
Robustness,Rosenbrock,SGD_start0,42,,0.022134898230433464,b8b936013fe4c868849a0a193ea9bb538d8d00c56ddabccb06193caad63a32b9,True
Robustness,Rosenbrock,SGD_start1,42,,0.1313064843416214,69c167779f5fbd2a78f8313d206608c2b545362aac8b1b2a7892338ec69139bd,True
Robustness,Rosenbrock,SGD_start2,42,,0.010314838960766792,a64f0c9bfc46641b4925eb5d6023114c66f54c706661f1206ebd6737eb823b24,True
Robustness,Rosenbrock,SGD_start3,42,,0.8264845609664917,508ed730d22a0c520944466cc07e0a2a1649417f037953fcdf35218f7caba6d3,True
Robustness,Rosenbrock,SGD_start4,42,,0.05633147433400154,6638725b6f15278b615fbfa7aaf986138552f959c09648c1744e46a1ecf1ff14,True
Robustness,Rosenbrock,SGD_start5,42,,0.8297846913337708,b058f2b63666c8bbc6df89493b146e3635a4b64a8119595ecf74a013122eb1e0,True
Robustness,Rosenbrock,SGD_start6,42,,1.0593403577804565,5df5962bd4b5472484e3662f29855b4224ba704a86743c359aab5a21b22dfa0c,True
Robustness,Rosenbrock,SGD_start7,42,,0.0,65ebdabf6bf9ecaebc07668b1add206193fe9d8ba31b5a2f50184886f1228fc2,True
Robustness,Rosenbrock,SGD_start8,42,,0.010028282180428505,16e204bff1318731691f31b12e0df1b0cb0a586bb6a256dd195b1c9dd89d044e,True
Robustness,Rosenbrock,SGD_start9,42,,0.12084688991308212,f5bba74f0b00d83750e63f885606b4dd406210f80934061ba3e3fc04e30f7521,True
Robustness,Rosenbrock,SGD_Momentum_start0,42,,0.6433355808258057,5e4ced182b6c518e2afabf6e864ef3d14c063e60c35548ee13a7368d382e3569,True
Robustness,Rosenbrock,SGD_Momentum_start1,42,,7.090969302225858e-05,fcd3f4de6f22aa41947fbd7ce9223b771517fcd06b8c948d7d89e1fad32f32e7,True
Robustness,Rosenbrock,SGD_Momentum_start2,42,,2.017696351686027e-05,75107e17456388f0198d05bd011b6fcfca9e48ff893539a5f59f7e0a4618c52a,True
Robustness,Rosenbrock,SGD_Momentum_start3,42,,1.0817513465881348,5fd8d0354e4994c61a42ea798fe9eeffcffa57c62baef0294be54909bca234a7,True
Robustness,Rosenbrock,SGD_Momentum_start4,42,,0.5307701826095581,8da312f77e8703d97a3ef356779655c29285ace7a9f12202946c76bbdc90b71f,True
Robustness,Rosenbrock,SGD_Momentum_start5,42,,8.017530490178615e-05,412f3ba2cd2d4b5efdf18324f854d22ef73e6b5eb7ae87ee1245a4021dc2c495,True
Robustness,Rosenbrock,SGD_Momentum_start6,42,,0.7878424525260925,b40bb39a78cf38798650f521aad02acf2bbf47683f6e103947d7e3134bc1e2ce,True
Robustness,Rosenbrock,SGD_Momentum_start7,42,,0.0,d1583644bac82d2c31af30493626b74ccdb3c74d1c0de0f67085df6799dca50c,True
Robustness,Rosenbrock,SGD_Momentum_start8,42,,0.3108105957508087,49bc4daf7e57a15b5124e10a5cb027f701a91545f3a09a77c1f1c35e1153dc23,True
Robustness,Rosenbrock,SGD_Momentum_start9,42,,0.13423816859722137,a261092cfc98327cbc2cb983e4cfdbc06cb2403a9b8030c2b4c27b46b846a63d,True
Robustness,Rosenbrock,Adam_start0,42,,3.7463755688804667e-06,c06771a1c9335494aa12598b56b3522be3cd7c77cfa80fe1c751b849a1ef9796,True
Robustness,Rosenbrock,Adam_start1,42,,8.86163252289407e-05,2a691d110e89dfd8ab67f610bc788ef26bbd19bf4d6dd59e24b24f9ae92fc90b,True
Robustness,Rosenbrock,Adam_start2,42,,0.015473945997655392,4266dae93f51396895613089bf072d207abf297d593811ceb684b7db00b587ee,True
Robustness,Rosenbrock,Adam_start3,42,,6.38204364804551e-05,766c1d3936334f82f682aec53fc3e80ef02d4056e90f69d7f4aefe898b7fd1e1,True
Robustness,Rosenbrock,Adam_start4,42,,8.167057239916176e-05,aa9003f17d94d2de6a3578e91f3dea97091c32710184ebe83b52e12c735a85fb,True
Robustness,Rosenbrock,Adam_start5,42,,7.800068124197423e-05,ca3d5b4ab9137a62651dc96725c54deae223c6018aa6da67d507feccc538e8a9,True
Robustness,Rosenbrock,Adam_start6,42,,6.162800127640367e-05,05c3513b27063e517473a915c5fcd17145a4bbe0157db9de83b7fa9b19225c21,True
Robustness,Rosenbrock,Adam_start7,42,,0.0,a8150b2f5db292f89d322b1cdbd9f7024915772262479936a780fad21ace5f38,True
Robustness,Rosenbrock,Adam_start8,42,,0.006157862488180399,6b8b26d0683bd38342ed5b771b5456f9b477928dce8781fea4f34b14f0983f4f,True
Robustness,Rosenbrock,Adam_start9,42,,6.70250883558765e-05,f78274d8625a64edbc7a7ec29b2cb0de91ad2f62f6e835c2a9f2d6ef068a7e9a,True
Robustness,Rosenbrock,SAM_SGD_start0,42,,0.3039582371711731,431757412480da30aaad63aa7c0912e315939e79a760e498bf806ecb9a044270,True
Robustness,Rosenbrock,SAM_SGD_start1,42,,0.05171332508325577,3142fb0bfd60ac3780c58c5bf55a90f95912326dc7419240428a0b9cab505471,True
Robustness,Rosenbrock,SAM_SGD_start2,42,,0.06731434911489487,5fe21a467aecfb4583e5a105f12b9a186205fc4bda44f1195d731a00b7c5f408,True
Robustness,Rosenbrock,SAM_SGD_start3,42,,0.0873548686504364,f38f252629afff2c1347c437a89facce7c9504e68e3a85ad01ec379040877a6a,True
