epoch,train_loss,train_acc,test_loss,test_acc
1,1.219052942704036,70.485,0.49849147349596024,87.28
2,0.4239987379579402,88.41,0.3475676619447768,90.01
3,0.34082755379712404,90.24666666666667,0.30291454484686253,91.0
4,0.30433737780493714,91.19833333333334,0.27700194832868874,91.95
5,0.2808746492811866,91.82666666666667,0.25973368869163094,92.42
6,0.26408400650281133,92.39666666666666,0.24726323341019452,92.9
7,0.2520725840666909,92.65,0.2379898044746369,92.96
8,0.2438555609728736,92.945,0.23198284893296658,93.17
9,0.2382542383251414,93.105,0.22847052002325655,93.2
10,0.2351986016037622,93.14,0.22670482662506403,93.26
