beta,lr,iterations_to_converge,converged,optimizer,run_status,converged_epoch,converged_iteration
0.0,0.0001,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0001637893706954,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0002682695795279,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.000439397056076,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0007196856730011,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0011787686347935,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0019306977288832,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0031622776601683,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0051794746792312,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0084834289824407,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0138949549437313,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0227584592607478,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0372759372031493,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.0610540229658532,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0,0.1,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0001,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0001637893706954,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0002682695795279,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.000439397056076,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0007196856730011,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0011787686347935,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0019306977288832,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0031622776601683,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0051794746792312,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0084834289824407,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0138949549437313,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0227584592607478,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0372759372031493,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.0610540229658532,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.0521052631578947,0.1,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.1042105263157894,0.0001,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.1042105263157894,0.0001637893706954,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.1042105263157894,0.0002682695795279,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.1042105263157894,0.000439397056076,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.1042105263157894,0.0007196856730011,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
0.1042105263157894,0.0011787686347935,5000,False,SGD,max_iters_or_stalled,5000.0,5000.0
