iteration,x,y,loss,grad_norm,lambda_min,lambda_max
0,1e-06,0.0,5e-13,0.010744145063270972,-1.0,1.0
1,-8.219358972528313e-07,-0.00010742600180425268,-5.769835142514054e-09,0.017394271260837004,-1.0,1.0
2,8.115396744836316e-05,4.598852990714759e-05,2.2355107747946897e-09,0.011852730258289135,-1.0,1.0
3,0.0001610548302644515,0.0001335360802944709,4.053386805549951e-09,0.014153352778266653,-1.0,1.0
4,8.061479854571714e-05,0.0002499883914939308,-2.7997725068578125e-08,0.015107239406901079,-1.0,1.0
5,9.600709826025135e-05,0.0004002746029680392,-7.550119743243394e-08,0.004859026231842924,-1.0,1.0
6,0.0001029734255289435,0.0004483628954783711,-9.521287983829192e-08,0.0065565808149912475,-1.0,1.0
7,0.00010853535420234903,0.0003830334216722621,-6.74673395030658e-08,0.017989016659637164,-1.0,1.0
8,0.00021696209487461732,0.00023949208983623996,-5.141955240873594e-09,0.006393484810271514,-1.0,1.0
9,0.00016522267412006202,0.00020193284141590612,-6.739170199458641e-09,0.033287554324944665,-1.0,1.0
10,0.0004972675048407607,0.0002254351324803279,9.822698620706648e-08,0.008868720396976067,-1.0,1.0
11,0.0004825983048718311,0.00031290075269904867,6.749712141276682e-08,0.008958717697533689,-1.0,1.0
12,0.000542379608622196,0.000379624496601178,7.503044071473434e-08,0.014336099580349405,-1.0,1.0
13,0.0006439416175068442,0.0004808051937181878,9.174358622547338e-08,0.01665997671131896,-1.0,1.0
14,0.0007304688341675924,0.000623172757366348,7.26202160832922e-08,0.017731779883037858,-1.0,1.0
15,0.0008356948903612637,0.0007658930393166614,5.5896901051105785e-08,0.0032834860695499296,-1.0,1.0
16,0.0008087831869434998,0.0007470811203277023,4.80000215661947e-08,0.008881185119512488,-1.0,1.0
17,0.0007213824398731154,0.0007313123434492091,-7.212559561942557e-09,0.0019536545728804184,-1.0,1.0
18,0.0007399620227541713,0.0007373518565901527,1.9280173507498563e-09,0.009302830597857538,-1.0,1.0
