iteration,loss,grad_norm,optimizer,elapsed_seconds,test_acc
0,404.0,10.0,SAM_SGD_start8,0.0,0.5
1,119.7134780883789,10.000000953674316,SAM_SGD_start8,0.001,0.5
2,24.341028213500977,10.0,SAM_SGD_start8,0.002,0.5
3,1.0297406911849976,5.862723350524902,SAM_SGD_start8,0.003,0.5
4,7.960649490356445,10.0,SAM_SGD_start8,0.004,0.5
5,6.500143051147461,10.000000953674316,SAM_SGD_start8,0.005,0.5
6,7.971971035003662,10.0,SAM_SGD_start8,0.006,0.5
7,6.499950408935547,10.0,SAM_SGD_start8,0.007,0.5
8,7.971743583679199,10.0,SAM_SGD_start8,0.008,0.5
9,6.4999589920043945,10.0,SAM_SGD_start8,0.009,0.5
10,7.971758842468262,10.0,SAM_SGD_start8,0.01,0.5
11,6.499958038330078,10.000000953674316,SAM_SGD_start8,0.011,0.5
12,7.971761703491211,10.0,SAM_SGD_start8,0.012,0.5
13,6.499952793121338,10.000000953674316,SAM_SGD_start8,0.013,0.5
14,7.971766471862793,10.000001907348633,SAM_SGD_start8,0.014,0.5
15,6.4999542236328125,10.0,SAM_SGD_start8,0.015,0.5
16,7.971761226654053,10.0,SAM_SGD_start8,0.016,0.5
17,6.4999542236328125,10.0,SAM_SGD_start8,0.017,0.5
18,7.971761226654053,10.0,SAM_SGD_start8,0.018,0.5
19,6.4999542236328125,10.0,SAM_SGD_start8,0.019,0.5
20,7.971761226654053,10.0,SAM_SGD_start8,0.02,0.5
21,6.4999542236328125,10.0,SAM_SGD_start8,0.021,0.5
22,7.971761226654053,10.0,SAM_SGD_start8,0.022,0.5
23,6.4999542236328125,10.0,SAM_SGD_start8,0.023,0.5
24,7.971761226654053,10.0,SAM_SGD_start8,0.024,0.5
25,6.4999542236328125,10.0,SAM_SGD_start8,0.025,0.5
26,7.971761226654053,10.0,SAM_SGD_start8,0.026,0.5
27,6.4999542236328125,10.0,SAM_SGD_start8,0.027,0.5
28,7.971761226654053,10.0,SAM_SGD_start8,0.028,0.5
29,6.4999542236328125,10.0,SAM_SGD_start8,0.029,0.5
30,7.971761226654053,10.0,SAM_SGD_start8,0.03,0.5
31,6.4999542236328125,10.0,SAM_SGD_start8,0.031,0.5
32,7.971761226654053,10.0,SAM_SGD_start8,0.032,0.5
33,6.4999542236328125,10.0,SAM_SGD_start8,0.033,0.5
34,7.971761226654053,10.0,SAM_SGD_start8,0.034,0.5
35,6.4999542236328125,10.0,SAM_SGD_start8,0.035,0.5
36,7.971761226654053,10.0,SAM_SGD_start8,0.036,0.5
37,6.4999542236328125,10.0,SAM_SGD_start8,0.037,0.5
38,7.971761226654053,10.0,SAM_SGD_start8,0.038,0.5
39,6.4999542236328125,10.0,SAM_SGD_start8,0.039,0.5
40,7.971761226654053,10.0,SAM_SGD_start8,0.04,0.5
41,6.4999542236328125,10.0,SAM_SGD_start8,0.041,0.5
42,7.971761226654053,10.0,SAM_SGD_start8,0.042,0.5
43,6.4999542236328125,10.0,SAM_SGD_start8,0.043,0.5
44,7.971761226654053,10.0,SAM_SGD_start8,0.044,0.5
45,6.4999542236328125,10.0,SAM_SGD_start8,0.045,0.5
46,7.971761226654053,10.0,SAM_SGD_start8,0.046,0.5
47,6.4999542236328125,10.0,SAM_SGD_start8,0.047,0.5
48,7.971761226654053,10.0,SAM_SGD_start8,0.048,0.5
49,6.4999542236328125,10.0,SAM_SGD_start8,0.049,0.5
50,7.971761226654053,10.0,SAM_SGD_start8,0.05,0.5
51,6.4999542236328125,10.0,SAM_SGD_start8,0.051,0.5
52,7.971761226654053,10.0,SAM_SGD_start8,0.052,0.5
53,6.4999542236328125,10.0,SAM_SGD_start8,0.053,0.5
54,7.971761226654053,10.0,SAM_SGD_start8,0.054,0.5
55,6.4999542236328125,10.0,SAM_SGD_start8,0.055,0.5
56,7.971761226654053,10.0,SAM_SGD_start8,0.056,0.5
57,6.4999542236328125,10.0,SAM_SGD_start8,0.057,0.5
58,7.971761226654053,10.0,SAM_SGD_start8,0.058,0.5
59,6.4999542236328125,10.0,SAM_SGD_start8,0.059,0.5
60,7.971761226654053,10.0,SAM_SGD_start8,0.06,0.5
61,6.4999542236328125,10.0,SAM_SGD_start8,0.061,0.5
62,7.971761226654053,10.0,SAM_SGD_start8,0.062,0.5
63,6.4999542236328125,10.0,SAM_SGD_start8,0.063,0.5
64,7.971761226654053,10.0,SAM_SGD_start8,0.064,0.5
65,6.4999542236328125,10.0,SAM_SGD_start8,0.065,0.5
66,7.971761226654053,10.0,SAM_SGD_start8,0.066,0.5
67,6.4999542236328125,10.0,SAM_SGD_start8,0.067,0.5
68,7.971761226654053,10.0,SAM_SGD_start8,0.068,0.5
69,6.4999542236328125,10.0,SAM_SGD_start8,0.069,0.5
70,7.971761226654053,10.0,SAM_SGD_start8,0.07,0.5
71,6.4999542236328125,10.0,SAM_SGD_start8,0.071,0.5
72,7.971761226654053,10.0,SAM_SGD_start8,0.072,0.5
