iteration,loss,grad_norm,optimizer,elapsed_seconds,test_acc
0,6.5,10.0,SAM_Adam_start2,0.0,0.5
1,2.3781237602233887,10.0,SAM_Adam_start2,0.001,0.5
2,0.3202054798603058,9.999999046325684,SAM_Adam_start2,0.002,0.5
3,0.6460184454917908,9.999998092651367,SAM_Adam_start2,0.003,0.5
4,1.5698835849761963,10.0,SAM_Adam_start2,0.004,0.5
5,1.7817033529281616,10.000000953674316,SAM_Adam_start2,0.005,0.5
6,1.3521440029144287,10.0,SAM_Adam_start2,0.006,0.5
7,0.685444712638855,9.999999046325684,SAM_Adam_start2,0.007,0.5
8,0.2075492143630981,9.999999046325684,SAM_Adam_start2,0.008,0.5
9,0.2732002735137939,9.999999046325684,SAM_Adam_start2,0.009,0.5
10,0.5972119569778442,9.999998092651367,SAM_Adam_start2,0.01,0.5
11,0.7598658204078674,9.999999046325684,SAM_Adam_start2,0.011,0.5
12,0.6793921589851379,9.999999046325684,SAM_Adam_start2,0.012,0.5
13,0.4386292695999145,9.999999046325684,SAM_Adam_start2,0.013,0.5
14,0.2048437446355819,9.999998092651367,SAM_Adam_start2,0.014,0.5
15,0.1920059323310852,9.999999046325684,SAM_Adam_start2,0.015,0.5
16,0.3324817419052124,9.999998092651367,SAM_Adam_start2,0.016,0.5
17,0.3941181004047394,10.0,SAM_Adam_start2,0.017,0.5
18,0.3283486664295196,9.999998092651367,SAM_Adam_start2,0.018,0.5
19,0.2050114870071411,10.0,SAM_Adam_start2,0.019,0.5
20,0.1616088151931762,7.148796558380127,SAM_Adam_start2,0.02,0.5
21,0.2185760587453842,9.999999046325684,SAM_Adam_start2,0.021,0.5
22,0.2357890605926513,9.999998092651367,SAM_Adam_start2,0.022,0.5
23,0.1916570514440536,10.0,SAM_Adam_start2,0.023,0.5
24,0.1547679901123047,3.145545482635498,SAM_Adam_start2,0.024,0.5
25,0.1795617341995239,9.999999046325684,SAM_Adam_start2,0.025,0.5
26,0.1818747818470001,9.999999046325684,SAM_Adam_start2,0.026,0.5
27,0.1556326299905777,6.571434497833252,SAM_Adam_start2,0.027,0.5
28,0.1680070757865905,8.879032135009766,SAM_Adam_start2,0.028,0.5
29,0.1847917139530182,9.999999046325684,SAM_Adam_start2,0.029,0.5
30,0.1632382571697235,8.5396146774292,SAM_Adam_start2,0.03,0.5
31,0.1512961685657501,6.389822483062744,SAM_Adam_start2,0.031,0.5
32,0.1624276041984558,8.962774276733398,SAM_Adam_start2,0.032,0.5
33,0.1524762064218521,7.444085121154785,SAM_Adam_start2,0.033,0.5
34,0.1486836373805999,6.638543128967285,SAM_Adam_start2,0.034,0.5
35,0.1532446891069412,7.954611778259277,SAM_Adam_start2,0.035,0.5
36,0.1441562622785568,5.661069869995117,SAM_Adam_start2,0.036,0.5
37,0.1507836133241653,8.175094604492188,SAM_Adam_start2,0.037,0.5
38,0.1519501209259033,8.614593505859375,SAM_Adam_start2,0.038,0.5
39,0.1393998265266418,2.8861708641052246,SAM_Adam_start2,0.039,0.5
40,0.1510289758443832,8.710237503051758,SAM_Adam_start2,0.04,0.5
41,0.1503855735063552,8.832663536071777,SAM_Adam_start2,0.041,0.5
42,0.1353537142276764,3.5312201976776123,SAM_Adam_start2,0.042,0.5
43,0.1516809314489364,9.653313636779783,SAM_Adam_start2,0.043,0.5
44,0.1517697870731353,9.859307289123535,SAM_Adam_start2,0.044,0.5
45,0.1315336376428604,4.557451248168945,SAM_Adam_start2,0.045,0.5
46,0.152596965432167,9.999998092651367,SAM_Adam_start2,0.046,0.5
47,0.1590986102819442,9.999998092651367,SAM_Adam_start2,0.047,0.5
48,0.1321137994527816,7.445347785949707,SAM_Adam_start2,0.048,0.5
49,0.1405348181724548,9.386625289916992,SAM_Adam_start2,0.049,0.5
50,0.1542742997407913,10.0,SAM_Adam_start2,0.05,0.5
51,0.1314048767089843,8.339643478393555,SAM_Adam_start2,0.051,0.5
52,0.130842313170433,8.305079460144043,SAM_Adam_start2,0.052,0.5
53,0.1436712145805359,9.999998092651367,SAM_Adam_start2,0.053,0.5
54,0.1254490911960601,7.760482311248779,SAM_Adam_start2,0.054,0.5
55,0.1272893399000167,8.575798034667969,SAM_Adam_start2,0.055,0.5
56,0.1353836059570312,10.0,SAM_Adam_start2,0.056,0.5
