iteration,loss,grad_norm,optimizer,elapsed_seconds,test_acc
0,1.0,2.020498991012573,SAM_SGD_start6,0.0,0.5
1,0.8166383504867554,3.4031662940979004,SAM_SGD_start6,0.001,0.5
2,2.5011839866638184,10.0,SAM_SGD_start6,0.002,0.5
3,18.197885513305664,9.999999046325684,SAM_SGD_start6,0.003,0.5
4,1.9679548740386963,9.999999046325684,SAM_SGD_start6,0.004,0.5
5,17.291826248168945,10.0,SAM_SGD_start6,0.005,0.5
6,1.8989286422729488,10.0,SAM_SGD_start6,0.006,0.5
7,17.292259216308594,10.0,SAM_SGD_start6,0.007,0.5
8,1.8992903232574463,9.999998092651367,SAM_SGD_start6,0.008,0.5
9,17.29353141784668,10.0,SAM_SGD_start6,0.009,0.5
10,1.8992764949798584,10.0,SAM_SGD_start6,0.01,0.5
11,17.29351043701172,10.000000953674316,SAM_SGD_start6,0.011,0.5
12,1.8992774486541748,10.0,SAM_SGD_start6,0.012,0.5
13,17.29350471496582,10.0,SAM_SGD_start6,0.013,0.5
14,1.8992769718170168,9.999999046325684,SAM_SGD_start6,0.014,0.5
15,17.29350471496582,10.0,SAM_SGD_start6,0.015,0.5
16,1.8992780447006223,10.0,SAM_SGD_start6,0.016,0.5
17,17.29350471496582,10.0,SAM_SGD_start6,0.017,0.5
18,1.8992780447006223,10.0,SAM_SGD_start6,0.018,0.5
19,17.29350471496582,10.0,SAM_SGD_start6,0.019,0.5
20,1.8992780447006223,10.0,SAM_SGD_start6,0.02,0.5
21,17.29350471496582,10.0,SAM_SGD_start6,0.021,0.5
22,1.8992780447006223,10.0,SAM_SGD_start6,0.022,0.5
23,17.29350471496582,10.0,SAM_SGD_start6,0.023,0.5
24,1.8992780447006223,10.0,SAM_SGD_start6,0.024,0.5
25,17.29350471496582,10.0,SAM_SGD_start6,0.025,0.5
26,1.8992780447006223,10.0,SAM_SGD_start6,0.026,0.5
27,17.29350471496582,10.0,SAM_SGD_start6,0.027,0.5
28,1.8992780447006223,10.0,SAM_SGD_start6,0.028,0.5
29,17.29350471496582,10.0,SAM_SGD_start6,0.029,0.5
30,1.8992780447006223,10.0,SAM_SGD_start6,0.03,0.5
31,17.29350471496582,10.0,SAM_SGD_start6,0.031,0.5
32,1.8992780447006223,10.0,SAM_SGD_start6,0.032,0.5
33,17.29350471496582,10.0,SAM_SGD_start6,0.033,0.5
34,1.8992780447006223,10.0,SAM_SGD_start6,0.034,0.5
35,17.29350471496582,10.0,SAM_SGD_start6,0.035,0.5
36,1.8992780447006223,10.0,SAM_SGD_start6,0.036,0.5
37,17.29350471496582,10.0,SAM_SGD_start6,0.037,0.5
38,1.8992780447006223,10.0,SAM_SGD_start6,0.038,0.5
39,17.29350471496582,10.0,SAM_SGD_start6,0.039,0.5
40,1.8992780447006223,10.0,SAM_SGD_start6,0.04,0.5
41,17.29350471496582,10.0,SAM_SGD_start6,0.041,0.5
42,1.8992780447006223,10.0,SAM_SGD_start6,0.042,0.5
43,17.29350471496582,10.0,SAM_SGD_start6,0.043,0.5
44,1.8992780447006223,10.0,SAM_SGD_start6,0.044,0.5
45,17.29350471496582,10.0,SAM_SGD_start6,0.045,0.5
46,1.8992780447006223,10.0,SAM_SGD_start6,0.046,0.5
47,17.29350471496582,10.0,SAM_SGD_start6,0.047,0.5
48,1.8992780447006223,10.0,SAM_SGD_start6,0.048,0.5
49,17.29350471496582,10.0,SAM_SGD_start6,0.049,0.5
50,1.8992780447006223,10.0,SAM_SGD_start6,0.05,0.5
51,17.29350471496582,10.0,SAM_SGD_start6,0.051,0.5
52,1.8992780447006223,10.0,SAM_SGD_start6,0.052,0.5
53,17.29350471496582,10.0,SAM_SGD_start6,0.053,0.5
54,1.8992780447006223,10.0,SAM_SGD_start6,0.054,0.5
55,17.29350471496582,10.0,SAM_SGD_start6,0.055,0.5
56,1.8992780447006223,10.0,SAM_SGD_start6,0.056,0.5
57,17.29350471496582,10.0,SAM_SGD_start6,0.057,0.5
58,1.8992780447006223,10.0,SAM_SGD_start6,0.058,0.5
59,17.29350471496582,10.0,SAM_SGD_start6,0.059,0.5
60,1.8992780447006223,10.0,SAM_SGD_start6,0.06,0.5
61,17.29350471496582,10.0,SAM_SGD_start6,0.061,0.5
62,1.8992780447006223,10.0,SAM_SGD_start6,0.062,0.5
63,17.29350471496582,10.0,SAM_SGD_start6,0.063,0.5
