iteration,loss,grad_norm,optimizer,elapsed_seconds,test_acc
0,6.5,10.0,SGD_Momentum_start2,0.0,0.5
1,34.189979553222656,9.999999046325684,SGD_Momentum_start2,0.001,0.5
2,22.18492317199707,10.0,SGD_Momentum_start2,0.002,0.5
3,7.120824337005615,9.999999046325684,SGD_Momentum_start2,0.003,0.5
4,1.3953088521957395,9.999999046325684,SGD_Momentum_start2,0.004,0.5
5,47.57026290893555,9.999999046325684,SGD_Momentum_start2,0.005,0.5
6,72.4611587524414,10.000000953674316,SGD_Momentum_start2,0.006,0.5
7,25.805219650268555,10.0,SGD_Momentum_start2,0.007,0.5
8,8.352555274963379,10.0,SGD_Momentum_start2,0.008,0.5
9,13.834741592407228,10.000000953674316,SGD_Momentum_start2,0.009,0.5
10,33.66584777832031,10.000000953674316,SGD_Momentum_start2,0.01,0.5
11,38.97854995727539,10.000000953674316,SGD_Momentum_start2,0.011,0.5
12,10.90361213684082,10.0,SGD_Momentum_start2,0.012,0.5
13,5.355464935302734,10.000000953674316,SGD_Momentum_start2,0.013,0.5
14,81.2876205444336,10.000001907348633,SGD_Momentum_start2,0.014,0.5
15,75.38809204101562,10.000000953674316,SGD_Momentum_start2,0.015,0.5
16,0.7805285453796387,9.999999046325684,SGD_Momentum_start2,0.016,0.5
17,0.6052107810974121,10.0,SGD_Momentum_start2,0.017,0.5
18,13.181760787963867,10.0,SGD_Momentum_start2,0.018,0.5
19,1.3886497020721436,2.232593774795532,SGD_Momentum_start2,0.019,0.5
20,15.872116088867188,10.0,SGD_Momentum_start2,0.02,0.5
21,4.241815567016602,10.0,SGD_Momentum_start2,0.021,0.5
22,17.92862319946289,10.0,SGD_Momentum_start2,0.022,0.5
23,1.8634769916534424,10.000000953674316,SGD_Momentum_start2,0.023,0.5
24,294.5877990722656,10.000000953674316,SGD_Momentum_start2,0.024,0.5
25,631.6812744140625,10.000000953674316,SGD_Momentum_start2,0.025,0.5
26,267.7192687988281,10.0,SGD_Momentum_start2,0.026,0.5
27,0.4637633562088012,9.999999046325684,SGD_Momentum_start2,0.027,0.5
28,6.442021369934082,10.000000953674316,SGD_Momentum_start2,0.028,0.5
29,10.171679496765137,10.0,SGD_Momentum_start2,0.029,0.5
30,2.505046844482422,9.999999046325684,SGD_Momentum_start2,0.03,0.5
31,10.991128921508787,9.999999046325684,SGD_Momentum_start2,0.031,0.5
32,15.706094741821287,10.0,SGD_Momentum_start2,0.032,0.5
33,17.046710968017578,9.999999046325684,SGD_Momentum_start2,0.033,0.5
34,24.931127548217773,10.0,SGD_Momentum_start2,0.034,0.5
35,19.94579124450684,10.0,SGD_Momentum_start2,0.035,0.5
36,32.43019485473633,10.0,SGD_Momentum_start2,0.036,0.5
37,25.95675277709961,10.0,SGD_Momentum_start2,0.037,0.5
38,11.564102172851562,10.0,SGD_Momentum_start2,0.038,0.5
39,3.321178436279297,9.999999046325684,SGD_Momentum_start2,0.039,0.5
40,34.20221710205078,10.000000953674316,SGD_Momentum_start2,0.04,0.5
41,54.20820999145508,10.0,SGD_Momentum_start2,0.041,0.5
42,17.49267578125,10.0,SGD_Momentum_start2,0.042,0.5
43,15.922789573669434,10.0,SGD_Momentum_start2,0.043,0.5
44,34.51499557495117,10.0,SGD_Momentum_start2,0.044,0.5
45,1.458798885345459,10.000000953674316,SGD_Momentum_start2,0.045,0.5
46,231.0531463623047,9.999999046325684,SGD_Momentum_start2,0.046,0.5
47,442.686279296875,9.999999046325684,SGD_Momentum_start2,0.047,0.5
48,198.0837554931641,10.0,SGD_Momentum_start2,0.048,0.5
49,20.842817306518555,10.0,SGD_Momentum_start2,0.049,0.5
50,9.523360252380373,10.0,SGD_Momentum_start2,0.05,0.5
51,4.189513683319092,10.0,SGD_Momentum_start2,0.051,0.5
52,203.9891662597656,10.0,SGD_Momentum_start2,0.052,0.5
53,204.52024841308597,10.0,SGD_Momentum_start2,0.053,0.5
54,22.81872940063477,10.000000953674316,SGD_Momentum_start2,0.054,0.5
55,15.17729949951172,10.0,SGD_Momentum_start2,0.055,0.5
56,427.046142578125,10.0,SGD_Momentum_start2,0.056,0.5
57,452.0420227050781,9.999999046325684,SGD_Momentum_start2,0.057,0.5
58,11.013556480407717,10.0,SGD_Momentum_start2,0.058,0.5
59,10.281902313232422,10.0,SGD_Momentum_start2,0.059,0.5
60,307.2575378417969,9.999999046325684,SGD_Momentum_start2,0.06,0.5
61,208.15548706054688,10.0,SGD_Momentum_start2,0.061,0.5
62,145.4071807861328,10.0,SGD_Momentum_start2,0.062,0.5
63,180.40109252929688,10.0,SGD_Momentum_start2,0.063,0.5
64,92.8638916015625,10.0,SGD_Momentum_start2,0.064,0.5
65,47.40016174316406,9.999999046325684,SGD_Momentum_start2,0.065,0.5
66,480.9645690917969,10.0,SGD_Momentum_start2,0.066,0.5
67,502.0475769042969,9.999999046325684,SGD_Momentum_start2,0.067,0.5
68,17.22400665283203,9.999999046325684,SGD_Momentum_start2,0.068,0.5
69,10.723641395568848,5.763649940490723,SGD_Momentum_start2,0.069,0.5
70,110.85334777832033,10.0,SGD_Momentum_start2,0.07,0.5
71,20.328998565673828,10.0,SGD_Momentum_start2,0.071,0.5
72,64.81410217285156,10.0,SGD_Momentum_start2,0.072,0.5
73,41.86015319824219,10.000000953674316,SGD_Momentum_start2,0.073,0.5
74,37.41181182861328,10.0,SGD_Momentum_start2,0.074,0.5
75,68.09627532958984,10.0,SGD_Momentum_start2,0.075,0.5
76,21.89022445678711,10.000000953674316,SGD_Momentum_start2,0.076,0.5
77,94.8156509399414,10.0,SGD_Momentum_start2,0.077,0.5
78,13.78542709350586,10.0,SGD_Momentum_start2,0.078,0.5
79,119.68997955322266,10.0,SGD_Momentum_start2,0.079,0.5
80,10.207510948181152,10.000000953674316,SGD_Momentum_start2,0.08,0.5
81,141.3544158935547,9.999999046325684,SGD_Momentum_start2,0.081,0.5
82,9.301725387573242,10.0,SGD_Momentum_start2,0.082,0.5
83,631.8455810546875,10.0,SGD_Momentum_start2,0.083,0.5
84,806.5072021484375,10.0,SGD_Momentum_start2,0.084,0.5
85,326.2333374023437,10.0,SGD_Momentum_start2,0.085,0.5
86,160.2501983642578,10.0,SGD_Momentum_start2,0.086,0.5
87,521.3407592773438,10.000000953674316,SGD_Momentum_start2,0.087,0.5
88,106.55224609375,10.000000953674316,SGD_Momentum_start2,0.088,0.5
89,209.53097534179688,10.0,SGD_Momentum_start2,0.089,0.5
90,301.031005859375,10.0,SGD_Momentum_start2,0.09,0.5
91,78.0103530883789,10.0,SGD_Momentum_start2,0.091,0.5
92,260.0683288574219,9.999999046325684,SGD_Momentum_start2,0.092,0.5
93,561.0889892578125,10.0,SGD_Momentum_start2,0.093,0.5
94,172.28208923339844,10.0,SGD_Momentum_start2,0.094,0.5
95,16.56233787536621,10.0,SGD_Momentum_start2,0.095,0.5
