iteration,loss,grad_norm,optimizer,elapsed_seconds,test_acc
0,404.0,10.0,SAM_Adam_start8,0.0,0.5
1,346.97808837890625,10.0,SAM_Adam_start8,0.001,0.5
2,296.01422119140625,9.999999046325684,SAM_Adam_start8,0.002,0.5
3,250.67822265625,10.0,SAM_Adam_start8,0.003,0.5
4,210.55593872070312,9.999999046325684,SAM_Adam_start8,0.004,0.5
5,175.24893188476562,10.0,SAM_Adam_start8,0.005,0.5
6,144.37474060058594,10.0,SAM_Adam_start8,0.006,0.5
7,117.5666275024414,10.0,SAM_Adam_start8,0.007,0.5
8,94.4735870361328,10.0,SAM_Adam_start8,0.008,0.5
9,74.76046752929688,10.0,SAM_Adam_start8,0.009,0.5
10,58.10771560668945,10.0,SAM_Adam_start8,0.01,0.5
11,44.21164321899414,10.000000953674316,SAM_Adam_start8,0.011,0.5
12,32.78435134887695,10.0,SAM_Adam_start8,0.012,0.5
13,23.553953170776367,10.0,SAM_Adam_start8,0.013,0.5
14,16.264928817749023,10.0,SAM_Adam_start8,0.014,0.5
15,10.678643226623535,10.0,SAM_Adam_start8,0.015,0.5
16,6.5741729736328125,9.999999046325684,SAM_Adam_start8,0.016,0.5
17,3.7494537830352783,10.000000953674316,SAM_Adam_start8,0.017,0.5
18,2.022742509841919,9.999998092651367,SAM_Adam_start8,0.018,0.5
19,1.2340222597122192,7.160083293914795,SAM_Adam_start8,0.019,0.5
20,1.2371456623077393,9.472715377807615,SAM_Adam_start8,0.02,0.5
21,1.6452503204345703,10.0,SAM_Adam_start8,0.021,0.5
22,2.05853533744812,9.999999046325684,SAM_Adam_start8,0.022,0.5
23,2.29026198387146,10.0,SAM_Adam_start8,0.023,0.5
24,2.283069372177124,9.999999046325684,SAM_Adam_start8,0.024,0.5
25,2.055609703063965,9.999999046325684,SAM_Adam_start8,0.025,0.5
26,1.6713958978652954,10.0,SAM_Adam_start8,0.026,0.5
27,1.221291422843933,9.999999046325684,SAM_Adam_start8,0.027,0.5
28,0.8144368529319763,10.0,SAM_Adam_start8,0.028,0.5
29,0.5745348930358887,4.717250823974609,SAM_Adam_start8,0.029,0.5
30,0.6174694299697876,9.086294174194336,SAM_Adam_start8,0.03,0.5
31,0.8472564220428467,9.999999046325684,SAM_Adam_start8,0.031,0.5
32,1.083211898803711,10.0,SAM_Adam_start8,0.032,0.5
33,1.2137285470962524,9.999998092651367,SAM_Adam_start8,0.033,0.5
34,1.1949810981750488,9.999999046325684,SAM_Adam_start8,0.034,0.5
35,1.0407297611236572,9.999999046325684,SAM_Adam_start8,0.035,0.5
36,0.8081803321838379,9.999999046325684,SAM_Adam_start8,0.036,0.5
37,0.5825477838516235,9.999999046325684,SAM_Adam_start8,0.037,0.5
38,0.4621928334236145,3.37687087059021,SAM_Adam_start8,0.038,0.5
39,0.5160370469093323,8.533811569213867,SAM_Adam_start8,0.039,0.5
40,0.6395195722579956,10.0,SAM_Adam_start8,0.04,0.5
41,0.7139062881469727,10.0,SAM_Adam_start8,0.041,0.5
42,0.6968761682510376,10.0,SAM_Adam_start8,0.042,0.5
43,0.6002634167671204,9.999999046325684,SAM_Adam_start8,0.043,0.5
44,0.4760646224021911,8.729381561279297,SAM_Adam_start8,0.044,0.5
45,0.4086779057979584,1.0562827587127686,SAM_Adam_start8,0.045,0.5
46,0.45126873254776,8.896005630493164,SAM_Adam_start8,0.046,0.5
47,0.5181423425674438,9.999998092651367,SAM_Adam_start8,0.047,0.5
48,0.5293062329292297,9.999999046325684,SAM_Adam_start8,0.048,0.5
49,0.4752338230609894,9.999999046325684,SAM_Adam_start8,0.049,0.5
50,0.4004807770252228,6.922336101531982,SAM_Adam_start8,0.05,0.5
51,0.380152553319931,4.284837245941162,SAM_Adam_start8,0.051,0.5
52,0.4152292013168335,8.282267570495605,SAM_Adam_start8,0.052,0.5
53,0.4344426393508911,9.620654106140137,SAM_Adam_start8,0.053,0.5
54,0.4069309532642364,8.56619644165039,SAM_Adam_start8,0.054,0.5
55,0.36217200756073,5.350601196289063,SAM_Adam_start8,0.055,0.5
56,0.3534294962882995,5.281383037567139,SAM_Adam_start8,0.056,0.5
57,0.3749978244304657,8.370026588439941,SAM_Adam_start8,0.057,0.5
58,0.3746809363365173,8.785057067871094,SAM_Adam_start8,0.058,0.5
59,0.3458712100982666,6.694060802459717,SAM_Adam_start8,0.059,0.5
60,0.3272891640663147,1.857876539230347,SAM_Adam_start8,0.06,0.5
61,0.3367862701416015,6.4330735206604,SAM_Adam_start8,0.061,0.5
62,0.3389395177364349,7.218667507171631,SAM_Adam_start8,0.062,0.5
63,0.3208336532115936,5.842556476593018,SAM_Adam_start8,0.063,0.5
64,0.3061535954475403,2.3252806663513184,SAM_Adam_start8,0.064,0.5
65,0.3094860017299652,6.23211669921875,SAM_Adam_start8,0.065,0.5
66,0.3058721423149109,6.496427536010742,SAM_Adam_start8,0.066,0.5
67,0.2923449873924255,4.206238269805908,SAM_Adam_start8,0.067,0.5
68,0.2905065715312958,5.053856372833252,SAM_Adam_start8,0.068,0.5
69,0.2915360927581787,6.223729133605957,SAM_Adam_start8,0.069,0.5
70,0.2803119421005249,5.0109734535217285,SAM_Adam_start8,0.07,0.5
71,0.2727901637554168,4.171902179718018,SAM_Adam_start8,0.071,0.5
72,0.2724243998527527,5.916976451873779,SAM_Adam_start8,0.072,0.5
73,0.2643631398677826,4.765329837799072,SAM_Adam_start8,0.073,0.5
74,0.2597757577896118,4.256361961364746,SAM_Adam_start8,0.074,0.5
75,0.2577826678752899,5.322849750518799,SAM_Adam_start8,0.075,0.5
76,0.2497510462999344,2.7503364086151123,SAM_Adam_start8,0.076,0.5
77,0.2480145543813705,5.473623752593994,SAM_Adam_start8,0.077,0.5
78,0.2440692633390426,5.597908973693848,SAM_Adam_start8,0.078,0.5
79,0.2369096875190735,1.4583234786987305,SAM_Adam_start8,0.079,0.5
80,0.23549385368824,5.125017166137695,SAM_Adam_start8,0.08,0.5
81,0.2293995469808578,3.5581982135772705,SAM_Adam_start8,0.081,0.5
82,0.2269658893346786,5.357104301452637,SAM_Adam_start8,0.082,0.5
83,0.2229132354259491,5.280160427093506,SAM_Adam_start8,0.083,0.5
84,0.2180093824863433,3.8307955265045166,SAM_Adam_start8,0.084,0.5
85,0.215127095580101,4.730613231658936,SAM_Adam_start8,0.085,0.5
86,0.2102051973342895,3.232507705688477,SAM_Adam_start8,0.086,0.5
87,0.2068867981433868,4.015686988830566,SAM_Adam_start8,0.087,0.5
88,0.2036660015583038,4.010787010192871,SAM_Adam_start8,0.088,0.5
89,0.1997254490852356,2.3722939491271973,SAM_Adam_start8,0.089,0.5
90,0.197242721915245,5.036581993103027,SAM_Adam_start8,0.09,0.5
91,0.1929332315921783,1.9441982507705688,SAM_Adam_start8,0.091,0.5
92,0.1916372925043106,5.358677387237549,SAM_Adam_start8,0.092,0.5
93,0.186651661992073,2.609367847442627,SAM_Adam_start8,0.093,0.5
94,0.1862206608057022,6.190254211425781,SAM_Adam_start8,0.094,0.5
95,0.1810277700424194,4.855922222137451,SAM_Adam_start8,0.095,0.5
96,0.1818950176239013,6.421539783477783,SAM_Adam_start8,0.096,0.5
97,0.1778393536806106,6.1338324546813965,SAM_Adam_start8,0.097,0.5
98,0.1733299344778061,5.816498756408691,SAM_Adam_start8,0.098,0.5
99,0.1710737943649292,6.103858470916748,SAM_Adam_start8,0.099,0.5
100,0.1676658540964126,5.389130592346191,SAM_Adam_start8,0.1,0.5
