iteration,loss,grad_norm,optimizer,elapsed_seconds,test_acc
0,56.5,10.0,Adam_start9,0.0,0.5
1,42.87812423706055,10.0,Adam_start9,0.001,0.5
2,31.72280502319336,10.0,Adam_start9,0.002,0.5
3,22.75592422485352,10.0,Adam_start9,0.003,0.5
4,15.7128324508667,9.999999046325684,Adam_start9,0.004,0.5
5,10.3427095413208,10.0,Adam_start9,0.005,0.5
6,6.409304141998291,9.999999046325684,Adam_start9,0.006,0.5
7,3.6923017501831055,10.000000953674316,Adam_start9,0.007,0.5
8,1.9897596836090088,10.0,Adam_start9,0.008,0.5
9,1.1218451261520386,9.999998092651367,Adam_start9,0.009,0.5
10,0.9348373413085938,2.169088840484619,Adam_start9,0.01,0.5
11,1.2473204135894775,9.999999046325684,Adam_start9,0.011,0.5
12,1.6871477365493774,9.999999046325684,Adam_start9,0.012,0.5
13,2.030280590057373,9.999999046325684,Adam_start9,0.013,0.5
14,2.198357105255127,9.999999046325684,Adam_start9,0.014,0.5
15,2.189194679260254,10.0,Adam_start9,0.015,0.5
16,2.040238857269287,9.999998092651367,Adam_start9,0.016,0.5
17,1.8090178966522217,10.0,Adam_start9,0.017,0.5
18,1.5623565912246704,9.999999046325684,Adam_start9,0.018,0.5
19,1.3695111274719238,6.3929548263549805,Adam_start9,0.019,0.5
20,1.2954998016357422,2.246408224105835,Adam_start9,0.02,0.5
21,1.3428096771240234,5.04846715927124,Adam_start9,0.021,0.5
22,1.4419443607330322,8.537354469299316,Adam_start9,0.022,0.5
23,1.502873420715332,9.999999046325684,Adam_start9,0.023,0.5
24,1.4813600778579712,9.999999046325684,Adam_start9,0.024,0.5
25,1.3881298303604126,9.048779487609863,Adam_start9,0.025,0.5
26,1.2626960277557373,6.755313396453857,Adam_start9,0.026,0.5
27,1.148269534111023,4.150134086608887,Adam_start9,0.027,0.5
28,1.0675934553146362,2.199240207672119,Adam_start9,0.028,0.5
29,1.0190991163253784,2.5953025817871094,Adam_start9,0.029,0.5
30,0.984840214252472,3.8807566165924072,Adam_start9,0.03,0.5
31,0.9440141916275024,4.591550827026367,Adam_start9,0.031,0.5
32,0.8854067325592041,4.446122646331787,Adam_start9,0.032,0.5
33,0.813266396522522,3.469425916671753,Adam_start9,0.033,0.5
34,0.7445023059844971,2.022573947906494,Adam_start9,0.034,0.5
35,0.6984966397285461,1.9947646856307983,Adam_start9,0.035,0.5
36,0.683617353439331,4.01406192779541,Adam_start9,0.036,0.5
37,0.6880403161048889,6.007233142852783,Adam_start9,0.037,0.5
38,0.6845408082008362,7.137481212615967,Adam_start9,0.038,0.5
39,0.6512277722358704,6.974949359893799,Adam_start9,0.039,0.5
40,0.5917852520942688,5.48508358001709,Adam_start9,0.04,0.5
41,0.5329269170761108,3.0877225399017334,Adam_start9,0.041,0.5
42,0.4995931088924408,1.2179681062698364,Adam_start9,0.042,0.5
43,0.4923100173473358,2.755401611328125,Adam_start9,0.043,0.5
44,0.4886923432350158,4.083589553833008,Adam_start9,0.044,0.5
45,0.46724334359169,4.102221488952637,Adam_start9,0.045,0.5
