epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,grad_norm,effective_batch_size,original_batch_size,elapsed_seconds,learning_rate,grad_noise_var
1,0.5829170106146573,76.86833333333334,0.36145026981830597,89.45,0.36145026981830597,89.45,0.7047656712132733,128,128,7.8368589878082275,0.08589902259876389,
2,0.31132146242953024,82.0,0.29092439201970893,91.51666666666667,0.29092439201970893,91.51666666666667,0.7571405071970877,128,128,15.763157844543457,0.08581511905959385,
3,0.2603752903322473,83.25166666666667,0.2582595155884822,92.41666666666667,0.2582595155884822,92.41666666666667,0.8069181504586567,128,128,23.883199453353882,0.085563739571021,
4,0.22587904319943974,84.19333333333333,0.22488724688688913,93.46666666666667,0.22488724688688913,93.46666666666667,0.5832265154820586,128,128,32.266204595565796,0.0851458762130423,
5,0.19927364015748716,84.89833333333333,0.2057299433896939,94.18333333333334,0.2057299433896939,94.18333333333334,0.6325677392171026,128,128,40.21668887138367,0.08456317810142813,
6,0.1786737464615519,85.47833333333334,0.18913806043565273,94.73333333333333,0.18913806043565273,94.73333333333333,0.7066140773203967,128,128,48.085174560546875,0.0838179448794156,
7,0.16191646806295448,85.85666666666667,0.17038462838778892,95.25,0.17038462838778892,95.25,0.7534640907345078,128,128,55.96230721473694,0.08291311764206728,
8,0.14838321475197352,86.225,0.16120736673474312,95.35,0.16120736673474312,95.35,0.5623819147436411,128,128,64.26319432258606,0.08185226732911277,
9,0.13648182040707196,86.565,0.15174911636859179,95.63333333333334,0.15174911636859179,95.63333333333334,0.5325785211737133,128,128,72.27143168449402,0.08063958063208088,
10,0.1270772054685518,86.825,0.14411626321574053,96.01666666666667,0.14411626321574053,96.01666666666667,0.8289303537330336,128,128,84.70382928848267,0.07927984347134095,0.27304744720458984
11,0.11835663290738495,87.03666666666666,0.13495791951815286,96.35,0.13495791951815286,96.35,0.5354507861544311,128,128,93.01230669021606,0.07777842210826161,
12,0.11076081470008145,87.18833333333333,0.13274327479302883,96.33333333333333,0.13274327479302883,96.33333333333333,0.5250168122212182,128,128,101.04016613960266,0.07614124196702873,
13,0.1044134327091312,87.38666666666667,0.12463824078440666,96.58333333333333,0.12463824078440666,96.58333333333333,0.4373955123412915,128,128,109.16609382629395,0.07437476424970332,
14,0.09855610866682224,87.53666666666666,0.11860296875238419,96.73333333333333,0.11860296875238419,96.73333333333333,0.40069893980191656,128,128,117.18127822875977,0.07248596043680876,
15,0.09284308031907579,87.69166666666666,0.11563316360116005,96.85,0.11563316360116005,96.85,0.49688500396896473,128,128,125.1512279510498,0.07048228477408215,
16,0.08860747060645813,87.79833333333333,0.10990707545230786,97.05,0.10990707545230786,97.05,0.47351253082540273,128,128,133.40218377113342,0.06837164485397196,
17,0.0840534593433283,87.94,0.10912363945196073,96.91666666666667,0.10912363945196073,96.91666666666667,0.41353052759668874,128,128,141.3609778881073,0.06616237040798317,
18,0.07986753961839382,87.995,0.10387337254360318,97.06666666666666,0.10387337254360318,97.06666666666666,0.45320651731783795,128,128,149.28845953941345,0.06386318043303264,
19,0.0762130108207323,88.1,0.10047634737566113,97.28333333333333,0.10047634737566113,97.28333333333333,0.49516641395345445,128,128,157.1808099746704,0.06148314878155153,
20,0.07293937088683318,88.18833333333333,0.09957769870137174,97.25,0.09957769870137174,97.25,0.5572905090065136,128,128,169.66328620910645,0.05903166835113517,0.22096271812915802
21,0.0698116857611455,88.29166666666667,0.09438850342606504,97.35,0.09438850342606504,97.35,0.49496760059444844,128,128,177.69034838676453,0.05651841401506755,
22,0.06664015925643851,88.38166666666666,0.09814103040844202,97.16666666666667,0.09814103040844202,97.16666666666667,0.7845466692275294,128,128,185.6810667514801,0.05395330444001643,
23,0.0639347242659302,88.44666666666667,0.09203359919289748,97.55,0.09203359919289748,97.55,0.4261568008560528,128,128,193.63600707054138,0.05134646294158748,
24,0.061271077322098313,88.50666666666666,0.09189381031319499,97.51666666666667,0.09189381031319499,97.51666666666667,0.5221511208738294,128,128,201.94240808486938,0.04870817753222236,
25,0.05905173920200899,88.595,0.0895647369325161,97.33333333333333,0.0895647369325161,97.33333333333333,0.47860901290657476,128,128,209.89689707756042,0.0460488603191139,
26,0.05672487025082959,88.64833333333333,0.0867984580496947,97.55,0.0867984580496947,97.55,0.5644478421455452,128,128,217.76214480400085,0.04337900641237577,
27,0.054531309983176644,88.695,0.0845962471018235,97.56666666666666,0.0845962471018235,97.56666666666666,0.4715496866134914,128,128,225.8060896396637,0.04070915250563765,
28,0.052384230021334376,88.79,0.08305417917047937,97.66666666666667,0.08305417917047937,97.66666666666667,0.3982338019780361,128,128,234.0617847442627,0.03804983529252919,
29,0.05077717574180868,88.80833333333334,0.08380118058994412,97.71666666666667,0.08380118058994412,97.71666666666667,0.5381615790778721,128,128,242.1022355556488,0.03541154988316408,
30,0.048587696856302674,88.895,0.08210151518384616,97.61666666666666,0.08210151518384616,97.61666666666666,0.39641047759593034,128,128,254.27734184265137,0.03280470838473511,0.1556321680545807
31,0.04711176196369232,88.915,0.0793109832641979,97.78333333333333,0.0793109832641979,97.78333333333333,0.4219194703129097,128,128,262.32241892814636,0.030239598809684007,
32,0.04544704443647116,88.98333333333333,0.07890312567663689,97.83333333333333,0.07890312567663689,97.83333333333333,0.5593289532778262,128,128,270.54524517059326,0.027726344473616382,
33,0.04394256047710282,89.02,0.07811660692095757,97.81666666666666,0.07811660692095757,97.81666666666666,0.4180035662788475,128,128,278.4671721458435,0.025274864043200007,
34,0.04237502750662548,89.04333333333334,0.07757671767224868,97.7,0.07757671767224868,97.7,0.46012859277752305,128,128,286.4722375869751,0.022894832391718876,
35,0.04087517356667756,89.11166666666666,0.07677505320558946,97.81666666666666,0.07677505320558946,97.81666666666666,0.16693384225082009,128,128,294.4307770729065,0.020595642416768346,
36,0.03965792999165883,89.155,0.07728388703738649,97.85,0.07728388703738649,97.85,0.4918856771315136,128,128,302.71232557296753,0.018386367970779586,
37,0.03837170708765633,89.16,0.07629049165795247,97.76666666666667,0.07629049165795247,97.76666666666667,0.7005877343070578,128,128,310.66485500335693,0.016275728050669378,
38,0.0371450443544659,89.21333333333334,0.07676338249196608,97.65,0.07676338249196608,97.65,0.6445958164326018,128,128,318.6630873680115,0.014272052387942774,
39,0.035950441575516454,89.26,0.07462163253997763,97.81666666666666,0.07462163253997763,97.81666666666666,0.5515389574889434,128,128,326.5250265598297,0.01238324857504822,
40,0.03479253665778027,89.29166666666667,0.07381859530384342,97.83333333333333,0.07381859530384342,97.83333333333333,0.35320131527996335,128,128,339.2178268432617,0.010616770857722807,0.12245292216539383
41,0.03379195389201008,89.29666666666667,0.07444212958216667,97.88333333333334,0.07444212958216667,97.88333333333334,0.3514687775983577,128,128,347.211083650589,0.008979590716489932,
42,0.032831781309857186,89.33,0.07324139432360728,97.96666666666667,0.07324139432360728,97.96666666666667,0.7239326993077737,128,128,355.21211194992065,0.007478169353410585,
43,0.03182521421391676,89.37333333333333,0.07244415891667207,97.95,0.07244415891667207,97.95,0.29410603359771226,128,128,363.4780492782593,0.006118432192670645,
44,0.030792506199806786,89.40333333333334,0.07164551216798525,97.96666666666667,0.07164551216798525,97.96666666666667,0.31847648658671257,128,128,371.4350085258484,0.004905745495638764,
45,0.029975858022639818,89.40833333333333,0.07208913339612384,97.88333333333334,0.07208913339612384,97.88333333333334,0.5018732189900211,128,128,379.4835214614868,0.0038448951826842467,
46,0.02907107336561403,89.46166666666667,0.07045123943438132,97.95,0.07045123943438132,97.95,0.261211145731581,128,128,387.3855183124542,0.0029400679453359343,
47,0.02808305194769143,89.47166666666666,0.07432735959688823,97.85,0.07432735959688823,97.85,0.5525058436229443,128,128,395.70224356651306,0.002194834723323398,
48,0.0274577470611057,89.51,0.07026640589659412,97.95,0.07026640589659412,97.95,0.37076153096598474,128,128,403.8026006221771,0.001612136611709229,
