Optimizer/Config,Final Loss,Loss Std,Final Test Acc (%),Acc Std (%),Speed (iters/sec)
SchedulerAblation_MNIST_AdamW_CosineAnnealingLR,0.0180,0.0008,97.9033,0.2012,N/A
SchedulerAblation_MNIST_AdamW_StepLR,0.0451,0.0021,97.5800,0.2191,N/A
SchedulerAblation_MNIST_SGD_CosineAnnealingLR,0.2524,0.0043,92.4000,0.2931,N/A
SchedulerAblation_MNIST_SGD_StepLR,0.3068,0.0036,90.8483,0.3582,N/A
