epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,1.8565704707394948,31.926666666666666,1.620634138584137,39.6,False,128,128,,
2,1.5131752775474028,44.437777777777775,1.4719446063041688,46.8,False,128,128,,
3,1.3704527867111294,50.05111111111111,1.344674825668335,50.88,False,128,128,,
4,1.274752532893961,53.742222222222225,1.2909857392311097,54.1,False,128,128,,
5,1.2058633267879486,56.5,1.199826991558075,56.88,False,128,128,,
6,1.145207547328689,58.70444444444445,1.1525776982307434,59.4,False,128,128,,
7,1.0932178443128413,60.897777777777776,1.1295900225639344,59.24,False,128,128,,
8,1.0429292114620858,62.56444444444445,1.0706016302108765,62.56,False,128,128,,
9,1.00091181661595,64.36888888888889,1.042355364561081,63.38,False,128,128,,
10,0.9624528515745293,65.73333333333333,1.003612405061722,63.6,False,128,128,,
11,0.9276955493471839,66.88888888888889,0.979575264453888,64.72,False,128,128,,
12,0.8968109549446539,68.20222222222222,0.9429233074188232,66.36,False,128,128,,
13,0.8645846887745641,69.2688888888889,0.9932792246341705,64.56,False,128,128,,
14,0.8424803573976863,70.18888888888888,0.8889500141143799,68.04,False,128,128,,
15,0.814543505622582,71.0111111111111,0.8780713081359863,68.82,False,128,128,,
16,0.7898787669837475,72.26444444444445,0.8855551779270172,68.32,False,128,128,,
17,0.7655111530965025,73.03777777777778,0.8292715430259705,70.8,False,128,128,,
18,0.744664844464172,73.80888888888889,0.8138398706912995,71.5,False,128,128,,
19,0.7283511412414637,74.33111111111111,0.7926461458206177,71.86,False,128,128,,
20,0.7034087126905267,75.24444444444444,0.7904050767421722,72.52,False,128,128,,
21,0.6882097446783022,75.70666666666666,0.7757960736751557,72.94,False,128,128,,
22,0.6683417941358957,76.47111111111111,0.7712476789951325,73.14,False,128,128,,
23,0.6505599448626692,77.00444444444445,0.7446137607097626,73.58,False,128,128,,
24,0.6358671765774488,77.68666666666667,0.7189837574958802,74.48,False,128,128,,
25,0.6176162578842856,78.2,0.7271139323711395,74.04,False,128,128,,
26,0.6009671247818253,78.89777777777778,0.6890320003032684,76.04,False,128,128,,
27,0.5849619887091897,79.37555555555555,0.7058671057224274,74.96,False,128,128,,
28,0.5731767382134091,80.02,0.6680688798427582,76.7,False,128,128,,
29,0.5548316242003982,80.5,0.697544914484024,75.84,False,128,128,,
30,0.5447210122577169,80.95777777777778,0.6918593406677246,76.26,False,128,128,,
31,0.5318125179884109,81.53333333333333,0.6946921288967133,76.16,False,128,128,,
32,0.5182067934762348,81.82666666666667,0.6589180886745453,76.9,False,128,128,,
33,0.5104052929038351,82.17555555555556,0.6728605151176452,76.8,False,128,128,,
34,0.49502030319788237,82.61111111111111,0.6487741231918335,77.52,False,128,128,,
35,0.48812376826324244,83.06666666666666,0.6360385477542877,78.06,False,128,128,,
36,0.4765111826021563,83.44,0.6484981179237366,77.42,False,128,128,,
37,0.46509788574820216,83.76,0.6446687340736389,78.14,False,128,128,,
38,0.4538815634494478,83.98666666666666,0.6443310618400574,78.04,False,128,128,,
39,0.44633821364153514,84.27333333333333,0.5918538749217988,79.46,False,128,128,,
40,0.43892803364856675,84.61777777777777,0.6066107422113418,79.16,False,128,128,,
41,0.4278686908497052,84.98666666666666,0.6132402360439301,78.78,False,128,128,,
42,0.4163935551927848,85.2688888888889,0.6075910210609436,79.34,False,128,128,,
43,0.4085726702416485,85.60444444444444,0.6018479704856873,79.52,False,128,128,,
44,0.4028735873712735,85.9,0.5967335850000381,79.82,False,128,128,,
45,0.3911083819852634,86.31555555555556,0.6158003151416779,78.94,False,128,128,,
46,0.38307546654885466,86.62,0.5799852132797241,80.26,False,128,128,,
47,0.373282099312002,86.9,0.6058388739824295,80.06,False,128,128,,
48,0.3699046256528659,87.14888888888889,0.5840560078620911,80.42,False,128,128,,
49,0.36250653134828265,87.30222222222223,0.6143126845359802,79.38,False,128,128,,
50,0.3499203287065029,87.79333333333334,0.5834385722875595,80.86,False,128,128,81.02,0.6168104231357574
