epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.5678733745042015,0.3031979258855184,88.0,,
2,0.2821020429274615,0.4519803063074747,79.33333333333333,,
3,0.1430240731774007,0.3881229098637899,84.0,85.2,0.345697427868843
