epoch,train_loss,train_acc,val_loss,val_acc
1,0.22459133786329052,96.0,0.04344103964311736,100.0
2,0.02688881408488541,100.0,0.02013359165617398,100.0
3,0.01465431437419172,100.0,0.012960272841155529,100.0
4,0.009921729499310777,100.0,0.009452053478785924,100.0
5,0.007415248101511807,100.0,0.0073828174998717645,100.0
6,0.006031870474352648,100.0,0.005737364059314132,100.0
7,0.0049311274768817324,100.0,0.00483703999114888,100.0
8,0.004194521038842045,100.0,0.0041647303317274365,100.0
9,0.0036435620450790515,100.0,0.0036478968935885598,100.0
10,0.0031373872781139717,100.0,0.003240917909092137,100.0
11,0.002796362011219587,100.0,0.0029142097170863834,100.0
12,0.0024960629004789027,100.0,0.002645194114718054,100.0
13,0.0022766545472111097,100.0,0.0024205956807626145,100.0
14,0.0020636272751481124,100.0,0.002227582602894732,100.0
15,0.0018861858907417116,100.0,0.0020633338052513345,100.0
