function,optimizer,seed,noise_std,noise_type,final_loss,final_x,final_y,iterations,converged
Rosenbrock_Easy,SGD,42,0.0,multiplicative,0.00652030657787458,0.9193594603345261,0.844883171732817,5000,False
Rosenbrock_Easy,SGD_Momentum,42,0.0,multiplicative,9.97755940566565e-09,0.9999006063462841,0.9998008248141095,2038,True
Rosenbrock_Easy,Adam,42,0.0,multiplicative,9.895441937536623e-09,0.9999015831233663,0.9998028878417802,1631,True
Rosenbrock_Easy,RMSProp,42,0.0,multiplicative,0.022156811494146476,0.9787042801733131,0.9726944848594501,5000,False
Rosenbrock_Easy,SAM,42,0.0,multiplicative,0.32510022555149887,0.4315199783811966,0.20042237762040063,5000,False
Rosenbrock_Hard,SGD,42,0.0,multiplicative,2.8259320112235365e+38,1.5503554242684065e+27,1.0631899192951286e+18,7,False
Rosenbrock_Hard,SGD_Momentum,42,0.0,multiplicative,1.1169736425654956e+21,-137433419407815.42,2113741019.139168,5,False
Rosenbrock_Hard,Adam,42,0.0,multiplicative,6.945103983083443e-05,0.991685162727733,0.9834367253925795,5000,False
Rosenbrock_Hard,RMSProp,42,0.0,multiplicative,0.37245065186245574,0.46793555315348445,0.22851042246467188,5000,False
Rosenbrock_Hard,SAM,42,0.0,multiplicative,1.1777499998408183e+46,-8.041736264868056e+32,6.863672485906779e+21,5,False
Ackley2D,SGD,42,0.0,multiplicative,6.559645375627877,-1.9744519864841188,1.9744519864841188,5000,False
Ackley2D,SGD_Momentum,42,0.0,multiplicative,6.559645375627877,-1.9744519864841164,1.9744519864841164,5000,False
Ackley2D,Adam,42,0.0,multiplicative,6.559645375632375,-1.974451693465952,1.974451693465952,5000,False
Ackley2D,RMSProp,42,0.0,multiplicative,6.5609290034526,-1.979400247059807,1.979400247059807,5000,False
Ackley2D,SAM,42,0.0,multiplicative,6.559723712509655,-1.9737656870249054,1.9737656870249054,5000,False
SaddlePoint,SGD,42,0.0,multiplicative,0.0,0.4995,0.5005,1,True
SaddlePoint,SGD_Momentum,42,0.0,multiplicative,0.0,0.4995,0.5005,1,True
SaddlePoint,Adam,42,0.0,multiplicative,0.0,0.450000001,0.549999999,1,True
SaddlePoint,RMSProp,42,0.0,multiplicative,0.0,0.46837722539831605,0.531622774601684,1,True
SaddlePoint,SAM,42,0.0,multiplicative,0.0,0.49946464466094065,0.5004646446609406,1,True
IllConditioned_Easy,SGD,42,0.0,multiplicative,2.263191418498013e-05,1.6313501853426189e-229,0.006721111959865623,5000,False
IllConditioned_Easy,SGD_Momentum,42,0.0,multiplicative,9.997120584482843e-09,1.9114550355772796e-19,0.00013982765566075697,804,True
IllConditioned_Easy,Adam,42,0.0,multiplicative,2.4426563089029644e-09,-1.2479879269364434e-05,-1.24798184380959e-05,173,True
IllConditioned_Easy,RMSProp,42,0.0,multiplicative,6.702046697618665e-09,6.160042447979424e-06,6.160070926948711e-06,142,True
IllConditioned_Easy,SAM,42,0.0,multiplicative,6.125840620550019e-09,0.0,6.057662560550072e-05,3043,True
IllConditioned_Realistic,SGD,42,0.0,multiplicative,2.263191418498013e-05,0.0,0.006721111959865623,5000,False
IllConditioned_Realistic,SGD_Momentum,42,0.0,multiplicative,9.997120584482843e-09,2.4170877331471664e-19,0.00013982765566075697,804,True
IllConditioned_Realistic,Adam,42,0.0,multiplicative,7.171900096035319e-09,3.3782784735205505e-06,3.3782524904636393e-06,193,True
IllConditioned_Realistic,RMSProp,42,0.0,multiplicative,4.931130857883076e-09,1.516133418966329e-06,1.5161424063218667e-06,144,True
IllConditioned_Realistic,SAM,42,0.0,multiplicative,1.2500223841344353,0.04999999955186828,0.006687563145567631,5000,False
IllConditioned_Hard,SGD,42,0.0,multiplicative,3.988322153843626e+26,-2541865828329.0,0.9870777147137147,13,False
IllConditioned_Hard,SGD_Momentum,42,0.0,multiplicative,1.8470567930523478e+27,4854631662226.207,0.9305498123209882,14,False
IllConditioned_Hard,Adam,42,0.0,multiplicative,1.604538792347465e-10,-2.359340382381544e-06,-2.359329662657304e-06,213,True
IllConditioned_Hard,RMSProp,42,0.0,multiplicative,2.3802299935677713e-09,2.9361825831518497e-07,2.936205073504185e-07,146,True
IllConditioned_Hard,SAM,42,0.0,multiplicative,4.502441804128545e+26,-2700732441892.559,0.9870777091887296,13,False
