batch_size,scaled_lr,acc_mean,acc_std,loss_mean,loss_std,n,score
32,0.00125,95.563125,2.8210960488197947,0.1445231029764521,0.12475237104980917,16,92.71428254689651
256,0.01,94.9575,2.5651237786898293,0.164327374855895,0.11514574327340292,16,92.10380673393894
512,0.02,94.699375,2.4161718171520845,0.1747626820183798,0.10705615271015899,16,91.85157045356172
