function,optimizer,seed,noise_std,noise_type,final_loss,final_x,final_y,iterations,converged,run_status,converged_epoch,converged_iteration
Rosenbrock_Easy,SGD,42,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,123,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,456,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,789,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,1011,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,1213,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,1415,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,1617,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,1819,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD,2021,0.0,multiplicative,0.1954038108159362,0.5588940334645773,0.3101655502442947,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SGD_Momentum,42,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,123,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,456,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,789,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,1011,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,1213,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,1415,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,1617,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,1819,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,SGD_Momentum,2021,0.0,multiplicative,1.3686249983258182e-08,0.9998835904343294,0.999766728562488,2000,True,converged_practical,1999,1999
Rosenbrock_Easy,Adam,42,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,123,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,456,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,789,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,1011,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,1213,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,1415,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,1617,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,1819,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,Adam,2021,0.0,multiplicative,9.895441937536625e-09,0.9999015831233664,0.9998028878417802,1631,True,converged_strict,1630,1630
Rosenbrock_Easy,RMSProp,42,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,123,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,456,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,789,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,1011,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,1213,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,1415,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,1617,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,1819,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,RMSProp,2021,0.0,multiplicative,0.0240575107549302,0.9371493890978996,0.8925289628592283,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,42,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,123,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,456,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,789,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,1011,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,1213,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,1415,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,1617,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,1819,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Easy,SAM,2021,0.0,multiplicative,0.3259226383342894,0.4307851578625015,0.1997248953257616,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,SGD,42,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,123,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,456,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,789,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,1011,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,1213,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,1415,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,1617,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,1819,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD,2021,0.0,multiplicative,,,,4,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,42,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,123,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,456,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,789,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,1011,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,1213,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,1415,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,1617,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,1819,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SGD_Momentum,2021,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,Adam,42,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,123,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,456,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,789,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,1011,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,1213,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,1415,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,1617,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,1819,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,Adam,2021,0.0,multiplicative,0.097876465845258,0.6877105884811994,0.4728554659172292,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,42,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,123,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,456,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,789,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,1011,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,1213,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,1415,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,1617,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,1819,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,RMSProp,2021,0.0,multiplicative,4.912162774940962,-1.1491122948941024,1.3376624140084143,2000,False,max_iters_or_stalled,-1,-1
Rosenbrock_Hard,SAM,42,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,123,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,456,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,789,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,1011,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,1213,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,1415,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,1617,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
Rosenbrock_Hard,SAM,1819,0.0,multiplicative,,,,2,False,error_non_finite_loss,-1,-1
