epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.124648390007019,1.124648390007019,0.5355136137962341,87.49,87.49,SAM_rho_0.05,1
2,0.4678868734836578,0.4678868734836578,0.3890013931274414,89.6,89.6,SAM_rho_0.05,2
3,0.3809863151073456,0.3809863151073456,0.3388717476844787,90.65,90.65,SAM_rho_0.05,3
