epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1511600986480712,1.1511600986480712,0.5459047929763794,87.0,87.0,SAM_rho_0.1,1
2,0.4705881693681081,0.4705881693681081,0.3931223183631896,89.53,89.53,SAM_rho_0.1,2
3,0.379573264503479,0.379573264503479,0.3404657797813415,90.63,90.63,SAM_rho_0.1,3
