epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.155764607779185,1.155764607779185,0.5475614079475403,87.2,87.2,SAM_rho_0.05,1
2,0.4699567361195882,0.4699567361195882,0.3909606737136841,89.7,89.7,SAM_rho_0.05,2
3,0.3776702311992645,0.3776702311992645,0.3382551119804382,90.83,90.83,SAM_rho_0.05,3
