epoch,train_loss,loss,test_loss,test_acc,val_acc
1,1.1291795466740926,1.1291795466740926,0.5478234825134277,86.95,86.95
2,0.4724141965707143,0.4724141965707143,0.39441273517608644,89.53,89.53
3,0.38266458371480305,0.38266458371480305,0.34504940671920775,90.53,90.53
