epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1575602138201395,1.1575602138201395,0.5581469824790954,86.77,86.77,SAM_rho_0.1,1
2,0.476641250928243,0.476641250928243,0.3958195931434631,89.65,89.65,SAM_rho_0.1,2
3,0.3829539754231771,0.3829539754231771,0.343634612083435,90.65,90.65,SAM_rho_0.1,3
