epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.1221093893845877,1.1221093893845877,0.542835457611084,86.85,86.85,SAM_rho_0.01,1
2,0.4708442767302195,0.4708442767302195,0.3902218916893005,89.63,89.63,SAM_rho_0.01,2
3,0.3808918814341227,0.3808918814341227,0.3397593933105469,90.53,90.53,SAM_rho_0.01,3
