epoch,train_loss,loss,test_loss,test_acc,val_acc,optimizer,elapsed_seconds
1,1.141780081208547,1.141780081208547,0.5435660795211792,87.27,87.27,SAM_rho_0.01,1
2,0.4689567316850026,0.4689567316850026,0.3878776547431946,89.52,89.52,SAM_rho_0.01,2
3,0.3783292642752329,0.3783292642752329,0.3370063716888428,90.55,90.55,SAM_rho_0.01,3
