iteration,loss,grad_norm,update_magnitude,param_distance,learning_rate,normalized_speed
0,2.3011627197265625,1.709667859383399,0.0017096678593833,0.0,0.001,0.0
1,2.0714077949523926,1.412836647706306,0.0014128366477063,0.0,0.001,0.0
2,1.9650232791900637,1.623286822018985,0.0016232868220189,0.0,0.001,0.0
3,1.6526020765304563,1.521198607379879,0.0015211986073798,0.0,0.001,0.0
4,1.540046215057373,1.628132825621402,0.0016281328256214,0.0,0.001,0.0
5,1.3950141668319702,1.8494596408143256,0.0018494596408143,0.0,0.001,0.0
6,1.197465419769287,1.773954344361325,0.0017739543443613,0.0,0.001,0.0
7,1.105723857879639,1.5679127326963371,0.0015679127326963,0.0,0.001,0.0
8,1.015178084373474,1.443349102157626,0.0014433491021576,0.0,0.001,0.0
9,0.988804817199707,1.504594482683378,0.0015045944826833,0.0,0.001,0.0
10,0.9098290205001832,1.9349540296748449,0.0019349540296748,0.0,0.001,0.0
11,0.8554272651672363,1.9545271614911608,0.0019545271614911,0.0,0.001,0.0
12,0.6436071991920471,1.5017738668721194,0.0015017738668721,0.0,0.001,0.0
13,0.6305858492851257,1.2165123210304625,0.0012165123210304,0.0,0.001,0.0
14,0.6191858649253845,1.5306622976201008,0.0015306622976201,0.0,0.001,0.0
15,0.609578549861908,1.6312832395383232,0.0016312832395383,0.0,0.001,0.0
16,0.6718955636024475,2.208112750888704,0.0022081127508887,0.0,0.001,0.0
17,0.5588677525520325,1.6421029603041202,0.0016421029603041,0.0,0.001,0.0
18,0.6041085124015808,1.9949491509941868,0.0019949491509941,0.0,0.001,0.0
19,0.5170700550079346,1.6100664620900842,0.00161006646209,0.0,0.001,0.0
20,0.5812193751335144,1.783553882738695,0.0017835538827386,0.0,0.001,0.0
21,0.5110858082771301,1.4791184465225478,0.0014791184465225,0.0,0.001,0.0
22,0.5563074350357056,1.2597571117067772,0.0012597571117067,0.0,0.001,0.0
23,0.4786515831947326,1.3059316721282412,0.0013059316721282,0.0,0.001,0.0
24,0.569536566734314,1.237794764758805,0.0012377947647588,0.0,0.001,0.0
25,0.4471648335456848,1.622528362921542,0.0016225283629215,0.0,0.001,0.0
26,0.537907600402832,2.34397318175179,0.0023439731817517,0.0,0.001,0.0
