dataset,model,optimizer,seed,final_test_acc,final_loss,run_signature,completed
BatchAblation,MNIST,SGD,42,,0.34746409030587044,c2eb4738b65d99edd90c30a74f933a58cd5547ee3707095a5d3fea3e68680434,True
MNIST,SimpleMLP,SGD,42,91.55,0.29434836094703853,2e47149c38a486ca65367ae380569622d070ac0ce7d8450a607fd57464b2c876,True
MNIST,SimpleMLP,SGD,42,91.56,0.29449658444787885,64e078d08db8159da47b9c29fff17badb9e13df1b0de275c8b1dfec0f649b7e7,True
BatchAblation,MNIST,SGD_Momentum,42,,0.1177351837977767,86fbe0d143380eb22a00357ad32ba8bfcb287c82d25d0833032a7b64845fb7a7,True
BatchAblation,MNIST,Adam,42,,0.058764242751865786,d65a9b7ac078a3fd583675a9c723e6808b57d5400e7c6d101c4c9fea01f6b283,True
BatchAblation,MNIST,AdamW,42,,0.05248090931612432,4fcfb9d7941c0b9213fdf4abe20dbdd5a2c04821bccea41fb70293a3292c3ae3,True
BatchAblation,MNIST,SGD,42,,0.3627324902333354,cc4f593ffb959bf08dc8ec21503cfddbd47e1c756601b2887a0bd8897eb98d65,True
BatchAblation,MNIST,SGD_Momentum,42,,0.11657640682224414,24ace8919781af24dd1d78394f68a8406894b9c1aac980acd26d3dbda1e96b75,True
BatchAblation,MNIST,Adam,42,,0.09434995996231717,9ca2a4d080c9d69e5e38a282a7a05e32a4b6b0091e5ef1c8fcce1b160cc041ac,True
BatchAblation,MNIST,AdamW,42,,0.08229292346544176,d49f907777882744a05e2112e937cf3a61bf9dcc4b64069f9640e790d25b0a0e,True
BatchAblation,MNIST,SGD,42,,0.3524433579647316,6a26857dbab74f8906ea08aea3f1cf1fa62c33b7b3482af0572584fc9f7097d6,True
BatchAblation,MNIST,SGD_Momentum,42,,0.12370919309697061,62657d2452045cb9ba6d3fd24caeb25debb58de92df653f3397eb8d96c58e1a1,True
BatchAblation,MNIST,Adam,42,,0.11460234446205059,4712d57b63148ee2f98ffc1634451b4b5fb51053dcf153d8f47405241a421cc0,True
BatchAblation,MNIST,AdamW,42,,0.11207355776766562,d43159d7102cbb7e089927ce14833274f2c8f9e76e80051da3a1382f36b9203d,True
MNIST,SimpleMLP,SGD,123,91.64,0.2928416571945329,2516df49f8062aa0ce6803fa0785d5a6fbb5442891999c1a7e148f64472ee1ea,True
MNIST,SimpleMLP,SGD,123,91.64,0.2928416571945329,2516df49f8062aa0ce6803fa0785d5a6fbb5442891999c1a7e148f64472ee1ea,True
BatchAblation,MNIST,SGD,123,,0.35952842652894806,3894fbbb116f754e3618664a6e07201d93f0204de04af80723d2572972ed582e,True
BatchAblation,MNIST,SGD_Momentum,123,,0.11841361624270377,5878123750cd144a0dad61681e3f9f13c6e9b5b27b2ff9452b68b65e3c364f13,True
BatchAblation,MNIST,Adam,123,,0.057410721848354676,d53ecaba5e8dc54902d7590e938a6cf59c4a7e2c38680b317ed4b1c2606f19db,True
BatchAblation,MNIST,AdamW,123,,0.05485272574409792,4d1c88d363963cea2cf94c5d063a0aab478ad095a80c193025ff9c0bfd08fa33,True
BatchAblation,MNIST,SGD,123,,0.357336196712973,05374e9583f03333f1f7a9a71b2b5e697d6f776542ea9762b34b88032e5c267c,True
BatchAblation,MNIST,SGD_Momentum,123,,0.11786692169322786,b14dc310b685b010dc82f37d4db2e02975c5b2e75f4a2ae1928a9d9acf8ca7c3,True
BatchAblation,MNIST,Adam,123,,0.10052237298639748,52eef6208f43663a37d854945e027606d7b8ec63097cb8125145ab38d87298ae,True
BatchAblation,MNIST,AdamW,123,,0.08385012562770697,3cef71f6f86f848a876d44b26d105b9afad4add4604393b988b07dcd70273d8e,True
BatchAblation,MNIST,SGD,123,,0.35094616997916744,3ed3ace62d891b3c95d19fba37a2eaf1eff779ae03e8172f20143c36caeeae6e,True
BatchAblation,MNIST,SGD_Momentum,123,,0.12044654716298266,b7ccbce095ef35e4f848b7afe3751420691a52aa140994922dd42f69c78ab9cc,True
BatchAblation,MNIST,Adam,123,,0.12944553806534354,571f13885df4126bd3a2fd4de109803c5484dd7bc98cf8b4d70b3bb383dbb6ae,True
MNIST,SimpleMLP,SGD,456,91.63,0.2946829176684724,43df95e878410b4b2653866136d4a556f466fe7d0f8be975c807add1b661dabe,True
MNIST,SimpleMLP,SGD,456,91.63,0.2946829176684724,43df95e878410b4b2653866136d4a556f466fe7d0f8be975c807add1b661dabe,True
BatchAblation,MNIST,AdamW,123,,0.10080207803479906,0fb42295a20351395d705478a8582f63e36e28c3abc8c606c3d5d1531c81d6ce,True
BatchAblation,MNIST,SGD,456,,0.340499968956538,7ba62caaa4e9f6d68e8a5dbcdca162ff0dec29d356c67c34fe1aa4e7c4349df3,True
