iteration,x,y,loss,grad_norm,update_norm,grad_x,grad_y
0,-1.5,2.5,12.5,153.37861650177967,0.15337861650177964,145.0,50.0
1,-1.645,2.45,13.550905062499986,181.1423774819201,0.18114237748192016,-173.75444999999982,-51.20499999999994
2,-1.4712455500000001,2.501205,17.439806648544113,204.5676513584621,0.204567651358462,193.1704510277324,67.32830632103948
3,-1.6644160010277325,2.4338766936789606,18.415873092179826,238.96238875447125,0.2389623887544712,-229.29526609370757,-67.28078615963761
4,-1.435120734934025,2.5011574798385983,25.4296286474393,263.8418813286798,0.2638418813286799,248.62142321522433,88.31719120020445
5,-1.6837421581492493,2.4128402886383937,25.023311874930762,301.73537327088775,0.3017353732708877,-289.6824114811265,-84.42947329813961
6,-1.3940597466681228,2.497269761936533,36.40840789450878,323.6110711900359,0.32361107119003596,304.06145935847513,110.7734369312285
7,-1.698121206026598,2.3864963250053046,31.992618417768263,357.1804287135757,0.35718042871357564,-343.06377614937804,-99.42386107038459
8,-1.35505742987722,2.485920186075689,47.76244349688439,370.96825252148,0.37096825252148014,347.4636458383737,129.94790956204642
9,-1.7025210757155937,2.3559722765136426,36.74571871923499,390.3138962104555,0.3903138962104553,-374.9241231945032,-108.52114734842795
10,-1.3275969525210907,2.4644934238620704,54.69526528920654,393.98702032719444,0.39398702032719435,368.1232797582526,140.39595110375666
11,-1.6957202322793432,2.324097472758314,37.667754834637655,395.0806080358882,0.39508060803588824,-379.3788975950562,-110.27392668063918
12,-1.316341334684287,2.434371399438953,54.59206321778336,390.8522610106586,0.39085226101065856,364.79424271983436,140.32337800810865
13,-1.6811355774041212,2.2940480214308443,35.50885202471823,378.49433086378593,0.3784943308637859,-363.22143780331385,-106.43376163660872
14,-1.3179141396008074,2.400481783067453,49.40711222791874,369.8175272052576,0.3698175272052577,345.1829209570898,132.71682074154336
15,-1.6630970605578972,2.2677649623259097,31.905123866401414,351.1293026334099,0.3511293026334099,-336.6995277734215,-99.62537410208165
16,-1.3263975327844757,2.3673903364279916,42.38581228807539,340.42227019126597,0.34042227019126603,317.95887677365357,121.61198429024944
17,-1.6443564095581293,2.245778352137742,27.980898397442754,320.0174782163081,0.32001747821630816,-306.6200830559809,-91.62592990343201
18,-1.3377363265021485,2.3374042820411742,35.48070491976585,308.59293074636383,0.3085929307463638,288.4845219273001,109.57316055954229
19,-1.6262208484294485,2.227831121481632,24.266186296142386,288.64872364629684,0.28864872364629685,-276.35199569040475,-83.35262527699268
20,-1.3498688527390437,2.3111837467586245,29.43768326476286,277.1846926056482,0.2771846926056482,259.3550345742526,97.8075654327205
21,-1.6092238873132962,2.213376181325904,20.962599802526253,258.58076576059335,0.25858076576059347,-247.39076825535525,-75.24506763476246
22,-1.361833119057941,2.2886212489606663,24.41661643986398,247.43461728658298,0.24743461728658298,231.7078883610219,86.80636095951728
23,-1.5935410074189629,2.201814888001149,18.120998961111052,230.46230846266164,0.23046230846266155,-220.35212279522085,-67.51161086493873
24,-1.3731888846237421,2.269326498866088,20.352966565657532,219.82712389632445,0.21982712389632442,205.9989999177366,76.73575720237822
25,-1.5791878845414786,2.1925907416637096,15.72698278720696,204.52198187812903,0.20452198187812912,-195.44649399255331,-60.24872660377616
26,-1.3837413905489253,2.252839468267486,17.1133321085288,194.5019207855169,0.19450192078551679,182.36927798467156,67.61984646984249
27,-1.5661106685335968,2.1852196217976436,13.739639721942513,180.7915734048774,0.18079157340487745,-172.69541600951354,-53.49660085942123
28,-1.3934152525240833,2.238716222657065,14.555881091868995,171.43970762370765,0.17143970762370767,160.8122990997913,59.422031338062055
29,-1.5542275516238746,2.179294191319003,12.109222306402419,159.2100052372568,0.15921000523725687,-152.03212883886147,-47.265818181548184
30,-1.402195422785013,2.226560009500551,12.551775798832391,150.54846241403362,0.1505484624140335,141.25277468211533,52.081601164261926
31,-1.5434481974671284,2.1744784083362894,10.78529827326152,139.67338713761902,0.13967338713761898,-133.34986786071482,-41.55078598564765
32,-1.4100983296064136,2.216029194321937,10.991112495508519,131.70469167579205,0.131704691675792,123.58442618129797,45.53037903262784
33,-1.5336827557877115,2.170498815289309,9.7204551698836,122.05973251265135,0.12205973251265144,-116.52560043139432,-36.336796022255946
34,-1.4171571553563171,2.2068356113115652,9.782921684694326,114.77349112653837,0.11477349112653829,107.688648784224,39.700241666791314
35,-1.524845804140541,2.167135369644774,8.87185804577808,106.24125927647731,0.1062412592764774,-101.43175285981644,-31.603871352047896
36,-1.4234140512807245,2.198739240996822,8.853105344559788,99.6182503243745,0.09961825032437448,93.44371528061032,34.52633592268333
37,-1.5168577665613348,2.1642129050741383,8.201747111466188,92.09040373743917,0.09209040373743924,-87.94187184031348,-27.328915780660434
38,-1.4289158947210212,2.1915418208547988,8.141874722115144,86.10516538375306,0.08610516538375299,80.72919290051632,29.948237333684435
39,-1.5096450876215375,2.1615935835211144,7.677409508019774,79.4826049444875,0.0794826049444875,-75.93318162623456,-23.486941411745033
40,-1.433711905995303,2.1850805249328595,7.60129191287761,74.10514302387006,0.07410514302386997,69.42792603837816,25.910139108035057
41,-1.503139832033681,2.1591703858248246,7.270895101627019,68.29745579644793,0.068297455796448,-65.28757948570612,-20.051793764283676
42,-1.4378522525479749,2.1792221795891082,7.193116462297088,63.49444069535703,0.06349444069535698,59.4268193360428,22.3606158863646
43,-1.4972790718840177,2.1568615637027437,6.958614733366916,58.41908147468723,0.058419081474687246,-55.89189826931394,-16.99661107982431
44,-1.4413871736147037,2.173858174782568,6.886993011553661,54.1547582682243,0.05415475826822433,50.61708378664757,19.2522381043168
45,-1.4920042574013512,2.154605936678251,6.720892278545544,49.73621253582178,0.04973621253582179,-47.637884226241646,-14.29415348510128
46,-1.4443663731751095,2.168900090163352,6.658953062934827,45.97315815976656,0.045973158159766485,42.89429836857896,16.54117404086648
47,-1.4872606715436885,2.152358916122486,6.541507506413419,42.14219761763016,0.042142197617630245,-40.42212360528834,-11.917077799619502
48,-1.4468385479384,2.1642759939221055,6.490185096234934,38.84199935400985,0.038841999354009754,36.158462732724786,14.1868420243215
49,-1.4829970106711248,2.150089151897784,6.407249423669811,35.53506958758238,0.03553506958758241,-34.14602558317869,-9.838196352341644
50,-1.448850985087946,2.159927348250126,6.366026684649896,32.658959478809365,0.03265895947880929,30.314112542593687,12.15163425196284
51,-1.4791650976305397,2.147775713998163,6.3074913192209525,29.817700784497315,0.02981770078449733,-28.71589429060513,-8.030734410040186
52,-1.4504492033399345,2.155806448408203,6.275138291577528,27.327155114278302,0.02732715511427836,25.27050868638271,10.400711387750494
53,-1.4757197120263172,2.1454057370204525,6.2337946139456415,24.898038178242615,0.024898038178242585,-24.04308001386758,-6.468586288516853
54,-1.4516766320124497,2.151874323308969,6.208825903030437,22.755336431297323,0.022755336431297245,20.94187904825437,8.901855875592002
55,-1.472618511060704,2.142972467433377,6.179546404729289,20.689386690939322,0.020689386690939244,-20.044178213424516,-5.126562337053464
56,-1.4525743328472795,2.1480990297704308,6.1604864305721545,18.858117784902294,0.018858117784902265,17.247677449932155,7.625367464742272
57,-1.4698220102972117,2.1404736623056886,6.139634020497807,17.110701327345804,0.017110701327345882,-16.641237836589404,-3.9806159296896126
58,-1.4531807724606223,2.1444542782353784,6.125155223995542,15.556204023505899,0.015556204023505887,14.112822360212812,6.543984157225502
59,-1.467293594820835,2.1379102940781527,6.110158442614772,14.08685073496728,0.014086850734967293,-13.76194244287146,-3.0080398648191675
60,-1.4535316523779636,2.140918333942972,6.099139050178723,12.776577756441622,0.012776577756441566,11.4678832738708,5.632813895671784
61,-1.4649995356518344,2.1352855200473004,6.088186956392605,11.548821951812231,0.011548821951812178,-11.339735015560201,-2.187623882557954
62,-1.4536598006362742,2.137473143929858,6.0797207856939535,10.45262140665605,0.01045262140665603,9.24919168882769,4.869265588793148
63,-1.462908992325102,2.1326038783410652,6.071543966836933,9.433844613620995,0.009433844613620861,-9.313867040575126,-1.4997682969159598
64,-1.453595125284527,2.134103646637981,6.0649241618743455,8.524155904167328,0.008524155904167415,7.398863740927364,4.232971677408326
65,-1.4609939890254544,2.1298706749605727,6.058637661475086,7.685419259056571,0.0076854192590565884,-7.629362372125941,-0.9265522015874161
66,-1.4533646266533284,2.13079722716216,6.053328482350487,6.937381821620087,0.006937381821620256,5.864731035970872,3.7056978309982114
67,-1.4592293576892994,2.1270915293311616,6.048319246500618,6.2532349211586915,0.006253234921158765,-6.2368952105450965,-0.4517578022327662
68,-1.4529924624787542,2.1275432871333946,6.043924519751128,5.6447048350590405,0.005644704835059,4.600184036049054,3.2712382226640635
69,-1.4575926465148032,2.1242720489107305,6.039770874486367,5.092952049840526,0.0050929520498404456,-5.092588464512188,-0.06085485265954205
70,-1.4525000580502911,2.1243329037633902,6.036003926603296,4.6044121659720805,0.004604412165972091,3.5639380813232577,2.91529702545823
71,-1.4560639961316144,2.121417606737932,6.032418119289998,4.16580586262103,0.004165805862621036,-4.157743619638726,0.2590491814332019
72,-1.4519062525119757,2.1211585575564986,6.029075536545225,3.7801413566777775,0.0037801413566778317,2.7197357410793206,2.625358294625979
73,-1.454625988253055,2.1185331992618726,6.0258628889307975,3.4379601880678066,0.00343796018806772,-3.398516082841881,0.5192867121391664
74,-1.4512274721702132,2.1180139125497335,6.022802911468821,3.1400662777432893,0.003140066277743208,2.0360009258058245,2.3905473136372812
75,-1.453263473096019,2.1156233652360963,6.019832928002011,2.8795483666369996,0.002879548366637126,-2.7855511063080742,0.7297286001985093
76,-1.4504779219897108,2.1148936366358977,6.0169584074900015,2.6557743104096803,0.00265577431040954,1.4854604186700238,2.201486891261606
77,-1.4519633824083809,2.1126921497446363,6.014144469012953,2.463451853850989,0.0024634518538508643,-2.2935951908912173,0.8988971779700705
78,-1.4496697872174897,2.1117932525666663,6.011389875684733,2.3010044013602102,0.0023010044013603097,1.0447475980627896,2.050152119092896
79,-1.4507145348155526,2.1097431004475733,6.008675075021307,2.1641409961431237,0.002164140996143127,-1.9010967111507924,1.0340877844936536
80,-1.4488134381044018,2.1087090126630796,6.005996868893416,2.0507276218905277,0.0020507276218905816,0.6940014971877675,1.9297268462365125
81,-1.4495074396015895,2.106779285816843,6.003344216167565,1.9571654137678591,0.0019571654137679516,-1.5898077415954641,1.1414936712975
82,-1.447917631859994,2.1056377921455454,6.0007138841998025,1.8811459032561553,0.0018811459032563342,0.41647230139949176,1.8344646988984081
83,-1.4483341041613935,2.1038033274466468,5.998099598980082,1.8196946470254265,0.0018196946470254542,-1.3443969861201737,1.2263300339321326
84,-1.4469897071752733,2.1025769974127146,5.995498728657562,1.7706781115793435,0.001770678111579531,0.19814217242521348,1.7595569483062512
85,-1.4471878493476986,2.100817440464408,5.992907694030416,1.7317683160854194,0.0017317683160855302,-1.1520815450462458,1.2929538329581547
86,-1.4460357678026523,2.09952448663145,5.990324556188614,1.701229126330109,0.0017012291263301975,0.027368098083805137,1.7010089733688005
87,-1.446063135900736,2.097823477658081,5.987747272164103,1.6773593747500617,0.0016773593747502296,-1.0022831593107924,1.3449769294020975
88,-1.4450608527414253,2.096478500728679,5.985174493759491,1.6588813888215432,0.001658881388821724,-0.1054485743500777,1.6555265205806968
89,-1.4449554041670751,2.094822974208098,5.982605059243983,1.6446283710255676,0.001644628371025747,-0.8863126578714802,1.3853708352924876
90,-1.4440690915092036,2.0934376033728053,5.980038065455295,1.633728379779204,0.0016337283797793762,-0.2081630731609927,1.6204124641177486
91,-1.4438609284360426,2.0918171909086873,5.977472857632231,1.6254205622516498,0.0016254205622516261,-0.7970846666501199,1.4165620488992836
92,-1.4430638437693926,2.090400628859788,5.974908845858573,1.6191416746180711,0.0016191416746179905,-0.2871572955151658,1.5934743330588752
93,-1.4427766864738774,2.0888071545267293,5.972345666641439,1.6144139168542901,0.00161441391685434,-0.7288632453864583,1.4405174988376679
94,-1.4420478232284908,2.0873666370278916,5.969782941284208,1.6108877371921642,0.0016108877371921874,-0.34757900131776953,1.5729425099726413
95,-1.441700244227173,2.085793694517919,5.9672204725969795,1.6082712577314247,0.0016082712577313826,-0.677038007254593,1.4588200626457493
96,-1.4410232062199184,2.084334874455273,5.9646580202227035,1.6063540007930532,0.001606354000792954,-0.3935510239479445,1.557398718187919
97,-1.4406296551959705,2.0827774757370854,5.962095480806527,1.604961293515224,0.0016049612935150645,-0.6379294317340101,1.472734461404901
98,-1.4399917257642365,2.0813047412756807,5.959532702777749,1.6039694324364338,0.0016039694324362361,-0.4283521311550951,1.5457142012433422
99,-1.4395633736330815,2.0797590270744375,5.956969634752961,1.6032755276399173,0.0016032755276399113,-0.608621479372367,1.4832640737156844
100,-1.4389547521537092,2.078275763000722,5.954406181353088,1.6028083830879607,0.0016028083830879052,-0.4545716587359756,1.5369968509958198
101,-1.438500180494973,2.076738766149726,5.951842319200084,1.6025081511947101,0.0016025081511945583,-0.5868192261834961,1.4911993731312023
102,-1.4379133612687895,2.075247566776595,5.949277988159181,1.6023346522829254,0.0016023346522831248,-0.47424033505095586,1.5305464522572976
103,-1.4374391209337385,2.0737170203243376,5.946713179339836,1.6022534282735617,0.0016022534282736063,-0.5707290213176028,1.4971587867157687
104,-1.436868391912421,2.0722198615376217,5.944147854608724,1.6022422477727327,0.0016022422477725725,-0.4889398508917937,1.5258171721270308
105,-1.4363794520615292,2.070694044365495,5.94158201210281,1.6022814316928171,0.0016022814316930117,-0.5589585997895243,1.5016228121831787
