phase,epoch,batch,global_step,train_loss,grad_norm,update_norm,lr,layer,layer_grad_norm,test_loss,test_accuracy
train,1,50.0,50,0.3493538796901703,1.1173393726348877,0.1105262606376766,0.05,,,,
train,1,51.0,51,0.3047630786895752,1.1574302911758423,0.11776242756190015,0.05,,,,
train,1,52.0,52,0.39331722259521484,0.9887089729309082,0.12495728151965813,0.05,,,,
train,1,53.0,53,0.4010704457759857,1.0058513879776,0.1219601772955964,0.05,,,,
train,1,54.0,54,0.3476172983646393,1.1919087171554565,0.10470723614094662,0.05,,,,
train,1,55.0,55,0.41131019592285156,1.0589876174926758,0.1024514994483249,0.05,,,,
train,1,56.0,56,0.279918909072876,0.7557708024978638,0.09869146909078363,0.05,,,,
train,1,57.0,57,0.26837462186813354,0.9621728658676147,0.1066526937218806,0.05,,,,
train,1,58.0,58,0.2312297821044922,0.8133469223976135,0.10036238857024857,0.05,,,,
train,1,59.0,59,0.33949515223503113,0.8674195408821106,0.09778751212030592,0.05,,,,
train,1,60.0,60,0.36610016226768494,0.9188298583030701,0.09913127547311847,0.05,,,,
train,1,61.0,61,0.260969340801239,0.8939589858055115,0.09463619112096537,0.05,,,,
train,1,62.0,62,0.3473789393901825,0.9800260663032532,0.10176878084364138,0.05,,,,
train,1,63.0,63,0.2733074724674225,0.8658802509307861,0.10269622674302274,0.05,,,,
train,1,64.0,64,0.288210928440094,0.8383870720863342,0.09724560967800461,0.05,,,,
train,1,65.0,65,0.2370077520608902,0.8681966066360474,0.08976145204611764,0.05,,,,
train,1,66.0,66,0.23768138885498047,0.844441831111908,0.09001889300694953,0.05,,,,
train,1,67.0,67,0.3763177692890167,1.1654289960861206,0.10195220957288316,0.05,,,,
train,1,68.0,68,0.21164777874946594,0.7407981157302856,0.10714120550576516,0.05,,,,
train,1,69.0,69,0.2163473665714264,0.7920509576797485,0.09922910701055387,0.05,,,,
train,1,70.0,70,0.17452304065227509,0.5998369455337524,0.09263308209031637,0.05,,,,
train,1,71.0,71,0.3122837245464325,1.1163386106491089,0.08730452280284375,0.05,,,,
train,1,72.0,72,0.18923313915729523,0.7593567967414856,0.08537199274328594,0.05,,,,
train,1,73.0,73,0.19306282699108124,0.6887463927268982,0.08761965498760876,0.05,,,,
train,1,74.0,74,0.249441996216774,0.66262286901474,0.08410109776402323,0.05,,,,
train,1,75.0,75,0.258605420589447,0.8802433609962463,0.0820821188493361,0.05,,,,
train,1,76.0,76,0.24576064944267273,1.051729679107666,0.09022608594280623,0.05,,,,
train,1,77.0,77,0.3324163556098938,0.9867232441902161,0.08585182313324112,0.05,,,,
train,1,78.0,78,0.29990947246551514,0.9185787439346313,0.08482016792690895,0.05,,,,
train,1,79.0,79,0.17631515860557556,0.7443890571594238,0.0903289422468787,0.05,,,,
train,1,80.0,80,0.19791200757026672,0.8643782734870911,0.0992462933898963,0.05,,,,
train,1,81.0,81,0.20825077593326569,0.6376209855079651,0.09201891140642988,0.05,,,,
train,1,82.0,82,0.22201929986476898,1.0186737775802612,0.0815875608466795,0.05,,,,
train,1,83.0,83,0.18098033964633942,0.8684678673744202,0.08065432292324135,0.05,,,,
train,1,84.0,84,0.24972094595432281,1.1229480504989624,0.0903888337133096,0.05,,,,
train,1,85.0,85,0.21288125216960907,0.7421352863311768,0.09187564621201971,0.05,,,,
train,1,86.0,86,0.2838379740715027,0.773639440536499,0.09048675571324649,0.05,,,,
train,1,87.0,87,0.3040415644645691,0.9778591394424438,0.089886230628255,0.05,,,,
train,1,88.0,88,0.2087818831205368,0.8833798766136169,0.08444980094884301,0.05,,,,
train,1,89.0,89,0.11726420372724533,0.8406556844711304,0.07952082545347164,0.05,,,,
train,1,90.0,90,0.147974893450737,0.5994477272033691,0.07880732521243194,0.05,,,,
train,1,91.0,91,0.24220934510231018,0.7981579303741455,0.08229696393189297,0.05,,,,
train,1,92.0,92,0.18115389347076416,0.6920791268348694,0.0812963677488791,0.05,,,,
train,1,93.0,93,0.1936005800962448,0.7527187466621399,0.08062442410153473,0.05,,,,
train,1,94.0,94,0.2131429761648178,0.8511613011360168,0.07996200935652593,0.05,,,,
train,1,95.0,95,0.19386842846870422,0.7066875100135803,0.07685737967005375,0.05,,,,
train,1,96.0,96,0.2393934428691864,0.9703275561332703,0.08610557789163527,0.05,,,,
train,1,97.0,97,0.14311808347702026,0.6133126020431519,0.08060842509590603,0.05,,,,
train,1,98.0,98,0.24806895852088928,0.680925190448761,0.07773676139316839,0.05,,,,
train,1,99.0,99,0.15379776060581207,0.645976722240448,0.07848269031896946,0.05,,,,
train,1,100.0,100,0.33145368099212646,0.8235825300216675,0.07932406563730014,0.05,,,,
train,1,101.0,101,0.20241250097751617,0.7474053502082825,0.07350290291888815,0.05,,,,
train,1,102.0,102,0.29314765334129333,1.0084294080734253,0.07717304344647284,0.05,,,,
train,1,103.0,103,0.1463668942451477,0.6214491128921509,0.07451369075557569,0.05,,,,
train,1,104.0,104,0.17502714693546295,0.6964983344078064,0.0747219577640338,0.05,,,,
train,1,105.0,105,0.2005353569984436,0.7634865045547485,0.07764739502593003,0.05,,,,
train,1,106.0,106,0.26959896087646484,0.8217052221298218,0.0849785623111427,0.05,,,,
train,1,107.0,107,0.20524106919765472,0.7645168900489807,0.08769010274124209,0.05,,,,
train,1,108.0,108,0.3277263343334198,1.1531699895858765,0.09455489086951804,0.05,,,,
train,1,109.0,109,0.17089173197746277,0.8153272271156311,0.0972704286349933,0.05,,,,
train,1,110.0,110,0.23579953610897064,0.8237873911857605,0.09004423875804146,0.05,,,,
train,1,111.0,111,0.22989170253276825,0.8910790085792542,0.08572164964619373,0.05,,,,
train,1,112.0,112,0.16862885653972626,0.8143272995948792,0.08445980663877992,0.05,,,,
train,1,113.0,113,0.22218091785907745,0.8480004668235779,0.08690308060265063,0.05,,,,
train,1,114.0,114,0.12799130380153656,0.6070494651794434,0.07873319159367442,0.05,,,,
train,1,115.0,115,0.11543483287096024,0.6266311407089233,0.07773635160372312,0.05,,,,
train,1,116.0,116,0.2476636916399002,0.7618851065635681,0.08110382947202632,0.05,,,,
train,1,117.0,117,0.20735593140125275,0.7843315601348877,0.08161864807929706,0.05,,,,
train,1,118.0,118,0.20526079833507538,0.8755385875701904,0.08724507272454995,0.05,,,,
train,1,119.0,119,0.25759249925613403,0.7234845757484436,0.08582747840441604,0.05,,,,
train,1,120.0,120,0.15007968246936798,0.6804484724998474,0.08071349061615488,0.05,,,,
train,1,121.0,121,0.21103474497795105,0.9385298490524292,0.08396375432412422,0.05,,,,
train,1,122.0,122,0.17548803985118866,1.0109984874725342,0.09372754813982734,0.05,,,,
train,1,123.0,123,0.20679278671741486,1.0347298383712769,0.09908646101626092,0.05,,,,
train,1,124.0,124,0.1117667630314827,0.543958842754364,0.09079406961627673,0.05,,,,
train,1,125.0,125,0.2161351442337036,0.8542433977127075,0.08562154996422554,0.05,,,,
train,1,126.0,126,0.17796504497528076,1.1627352237701416,0.08090175110778722,0.05,,,,
train,1,127.0,127,0.21166880428791046,0.8504006266593933,0.08799656739412615,0.05,,,,
train,1,128.0,128,0.15838763117790222,0.7147651314735413,0.08385523424124094,0.05,,,,
train,1,129.0,129,0.21202529966831207,0.8173043727874756,0.08295964269005604,0.05,,,,
train,1,130.0,130,0.17750254273414612,0.6518486738204956,0.08397676134733176,0.05,,,,
train,1,131.0,131,0.27074211835861206,1.0006247758865356,0.0927907160225654,0.05,,,,
train,1,132.0,132,0.11196514964103699,0.654927670955658,0.08539191116993601,0.05,,,,
train,1,133.0,133,0.2320588380098343,0.7240282893180847,0.08302527908542154,0.05,,,,
train,1,134.0,134,0.22696900367736816,0.915543794631958,0.09022545423369153,0.05,,,,
train,1,135.0,135,0.15028837323188782,0.7534112334251404,0.08595382574579082,0.05,,,,
train,1,136.0,136,0.2091105729341507,0.9584220051765442,0.08039518734899552,0.05,,,,
train,1,137.0,137,0.0929189920425415,0.570131778717041,0.07671448749495434,0.05,,,,
train,1,138.0,138,0.37270909547805786,1.0792888402938843,0.08417244279680074,0.05,,,,
train,1,139.0,139,0.14937570691108704,0.6255903840065002,0.07986611655761978,0.05,,,,
train,1,140.0,140,0.1611892282962799,0.8458256721496582,0.08455062946501027,0.05,,,,
train,1,141.0,141,0.16432036459445953,0.8075417280197144,0.08647718708843448,0.05,,,,
train,1,142.0,142,0.20655928552150726,0.8276174068450928,0.08064092213165727,0.05,,,,
train,1,143.0,143,0.33466506004333496,0.9860507249832153,0.090022282853018,0.05,,,,
train,1,144.0,144,0.17454123497009277,1.1644461154937744,0.08651613368882874,0.05,,,,
train,1,145.0,145,0.2730163633823395,0.8730077147483826,0.09136645554584269,0.05,,,,
train,1,146.0,146,0.18979203701019287,0.8646221160888672,0.09757899855892564,0.05,,,,
train,1,147.0,147,0.1536521166563034,0.7341058254241943,0.0984487420077365,0.05,,,,
train,1,148.0,148,0.23273634910583496,0.9681195616722107,0.09285432986162266,0.05,,,,
train,1,149.0,149,0.2040543109178543,0.8418537378311157,0.09453106008052667,0.05,,,,
train,1,150.0,150,0.24755939841270447,1.3598476648330688,0.1032541629138806,0.05,,,,
train,1,151.0,151,0.23611560463905334,0.8993616700172424,0.11010559860288531,0.05,,,,
train,1,152.0,152,0.29193758964538574,1.0497359037399292,0.10925457874660549,0.05,,,,
train,1,153.0,153,0.20382964611053467,1.200663447380066,0.10176743148523884,0.05,,,,
train,1,154.0,154,0.2076541781425476,0.7691071629524231,0.09518152853449235,0.05,,,,
train,1,155.0,155,0.13442553579807281,0.6760790348052979,0.09366030014284316,0.05,,,,
train,1,156.0,156,0.14364193379878998,0.897721529006958,0.08589039399632838,0.05,,,,
train,1,157.0,157,0.17538122832775116,0.7850786447525024,0.09400688657210175,0.05,,,,
train,1,158.0,158,0.21108493208885193,0.6640010476112366,0.09729878391700161,0.05,,,,
train,1,159.0,159,0.3129149079322815,1.1771249771118164,0.09341910660679498,0.05,,,,
train,1,160.0,160,0.2165188491344452,1.03428053855896,0.09085074702300887,0.05,,,,
train,1,161.0,161,0.3106237053871155,1.115443468093872,0.09284035917775965,0.05,,,,
train,1,162.0,162,0.24261854588985443,1.170646071434021,0.1026503880035844,0.05,,,,
train,1,163.0,163,0.09874771535396576,0.5225141644477844,0.09861046735127045,0.05,,,,
train,1,164.0,164,0.17971362173557281,0.9061172604560852,0.09544254724581724,0.05,,,,
train,1,165.0,165,0.17909930646419525,0.6687474846839905,0.09247332181792567,0.05,,,,
train,1,166.0,166,0.19520652294158936,0.8641307950019836,0.09206163744090122,0.05,,,,
train,1,167.0,167,0.2658716142177582,0.9255093932151794,0.0922348013091352,0.05,,,,
train,1,168.0,168,0.0970836654305458,0.5097466707229614,0.08706607260702028,0.05,,,,
train,1,169.0,169,0.21950069069862366,0.7197904586791992,0.08740498098161273,0.05,,,,
train,1,170.0,170,0.20289373397827148,0.7940251231193542,0.09435457381698499,0.05,,,,
train,1,171.0,171,0.1430799812078476,0.654312252998352,0.08806719988051354,0.05,,,,
train,1,172.0,172,0.1976301521062851,1.161922812461853,0.08728746283444633,0.05,,,,
train,1,173.0,173,0.19985298812389374,0.7735928893089294,0.08743239759131641,0.05,,,,
train,1,174.0,174,0.09600485116243362,0.618794322013855,0.08541272454038454,0.05,,,,
train,1,175.0,175,0.23375816643238068,1.1462103128433228,0.09081942130754803,0.05,,,,
train,1,176.0,176,0.12540486454963684,0.5849112272262573,0.08903387047822106,0.05,,,,
train,1,177.0,177,0.23756787180900574,0.9037699699401855,0.09255151844572704,0.05,,,,
train,1,178.0,178,0.0521811880171299,0.4025852680206299,0.08284083450761837,0.05,,,,
train,1,179.0,179,0.2532617747783661,1.0074657201766968,0.0843198019582271,0.05,,,,
train,1,180.0,180,0.2474033534526825,0.8910455107688904,0.08260932050367734,0.05,,,,
train,1,181.0,181,0.16290920972824097,0.7184197902679443,0.07925090590190376,0.05,,,,
train,1,182.0,182,0.19388698041439056,0.943008303642273,0.0889792024124838,0.05,,,,
train,1,183.0,183,0.12993426620960236,0.808303952217102,0.095196893513801,0.05,,,,
train,1,184.0,184,0.08546118438243866,0.4880053400993347,0.09217765318280881,0.05,,,,
train,1,185.0,185,0.13271908462047577,0.5825058817863464,0.08532210913807031,0.05,,,,
train,1,186.0,186,0.17744238674640656,0.9467139840126038,0.08939586775484017,0.05,,,,
train,1,187.0,187,0.19018970429897308,0.905004620552063,0.08916790355612268,0.05,,,,
train,1,188.0,188,0.20128747820854187,0.7585787177085876,0.08247653557732791,0.05,,,,
train,1,189.0,189,0.3720166087150574,1.201766848564148,0.09317740935300542,0.05,,,,
train,1,190.0,190,0.30408239364624023,1.036786675453186,0.10588569835817821,0.05,,,,
train,1,191.0,191,0.18001453578472137,0.7966852188110352,0.10495920451936927,0.05,,,,
train,1,192.0,192,0.1598386913537979,0.810165524482727,0.09697929601856717,0.05,,,,
train,1,193.0,193,0.076807402074337,0.5365684628486633,0.0821085984982319,0.05,,,,
train,1,194.0,194,0.1698226034641266,0.8177006244659424,0.07575962649386325,0.05,,,,
train,1,195.0,195,0.2508830726146698,1.0090866088867188,0.08606394070418048,0.05,,,,
train,1,196.0,196,0.13384173810482025,0.6861550211906433,0.08846397894190391,0.05,,,,
train,1,197.0,197,0.29472270607948303,0.9568256735801697,0.09642489083841833,0.05,,,,
train,1,198.0,198,0.1468173861503601,0.6904289126396179,0.09572871017145577,0.05,,,,
train,1,199.0,199,0.15452219545841217,0.7010946273803711,0.08824860073467702,0.05,,,,
train,1,200.0,200,0.2251024842262268,1.0135012865066528,0.09538435037265754,0.05,,,,
train,1,201.0,201,0.27857735753059387,1.2136342525482178,0.10340453589510255,0.05,,,,
train,1,202.0,202,0.1429772675037384,0.7010520696640015,0.10852241623386347,0.05,,,,
train,1,203.0,203,0.23512615263462067,0.8752546906471252,0.10095167570741484,0.05,,,,
train,1,204.0,204,0.1590878665447235,0.8556544184684753,0.09630455617077892,0.05,,,,
train,1,205.0,205,0.21389172971248627,0.9563135504722595,0.08939235880462479,0.05,,,,
train,1,206.0,206,0.20891045033931732,0.7436264157295227,0.08685402794101237,0.05,,,,
train,1,207.0,207,0.18919195234775543,0.8886067271232605,0.09325975204904347,0.05,,,,
train,1,208.0,208,0.18719063699245453,0.9564874172210693,0.09562923044204087,0.05,,,,
train,1,209.0,209,0.19219474494457245,0.8728325963020325,0.10400373960871175,0.05,,,,
train,1,210.0,210,0.215621680021286,1.0147196054458618,0.10110652736616901,0.05,,,,
train,1,211.0,211,0.2000579535961151,0.8975882530212402,0.09830230638433346,0.05,,,,
train,1,212.0,212,0.13182218372821808,0.6681427359580994,0.0952318881737606,0.05,,,,
train,1,213.0,213,0.10230767726898193,0.6071780920028687,0.09153911165373645,0.05,,,,
train,1,214.0,214,0.13474777340888977,0.5654500722885132,0.09085792743370291,0.05,,,,
train,1,215.0,215,0.14874900877475739,0.7246804237365723,0.09064436080144171,0.05,,,,
train,1,216.0,216,0.1626654714345932,0.8314583897590637,0.0842219589803554,0.05,,,,
train,1,217.0,217,0.26637041568756104,1.0264458656311035,0.08516901879505846,0.05,,,,
train,1,218.0,218,0.2958129942417145,1.3387621641159058,0.10340355785714941,0.05,,,,
train,1,219.0,219,0.17845913767814636,0.8101994395256042,0.1055123411253645,0.05,,,,
train,1,220.0,220,0.1595514565706253,0.8782373666763306,0.11468868950674131,0.05,,,,
train,1,221.0,221,0.2516838014125824,0.8641769289970398,0.1096389509243783,0.05,,,,
train,1,222.0,222,0.17792071402072906,0.658052921295166,0.09715647987923513,0.05,,,,
train,1,223.0,223,0.1373431533575058,0.921517014503479,0.08256049720267013,0.05,,,,
train,1,224.0,224,0.23457174003124237,1.2002400159835815,0.08576631739682165,0.05,,,,
train,1,225.0,225,0.2232370525598526,1.1529048681259155,0.10343200221098585,0.05,,,,
train,1,226.0,226,0.23787619173526764,0.8644800782203674,0.10915478558352402,0.05,,,,
train,1,227.0,227,0.07500708103179932,0.5025091767311096,0.10342934702346114,0.05,,,,
train,1,228.0,228,0.16863210499286652,0.6350640058517456,0.0951823767895544,0.05,,,,
train,1,229.0,229,0.16266445815563202,0.7430055737495422,0.08795537780364752,0.05,,,,
train,1,230.0,230,0.1272357702255249,0.7481431365013123,0.0830998631713552,0.05,,,,
train,1,231.0,231,0.15351472795009613,0.9117268919944763,0.09022493751380295,0.05,,,,
train,1,232.0,232,0.14186109602451324,0.7225962281227112,0.09127320939064032,0.05,,,,
train,1,233.0,233,0.18821488320827484,0.7099811434745789,0.087917008331934,0.05,,,,
train,1,234.0,234,0.12627799808979034,0.624599277973175,0.08644190797934,0.05,,,,
train,1,235.0,235,0.24122567474842072,0.9261553287506104,0.08807753900135294,0.05,,,,
train,1,236.0,236,0.10502954572439194,0.5379090309143066,0.08058952505352619,0.05,,,,
train,1,237.0,237,0.12124655395746231,0.7840824127197266,0.0773533994131062,0.05,,,,
train,1,238.0,238,0.09991907328367233,0.5220100283622742,0.07316811727447599,0.05,,,,
train,1,239.0,239,0.21818673610687256,0.8432002067565918,0.08007676920432698,0.05,,,,
train,1,240.0,240,0.12304159998893738,0.7356064915657043,0.08547194670639012,0.05,,,,
train,1,241.0,241,0.15038488805294037,0.8015448451042175,0.09052433354362614,0.05,,,,
train,1,242.0,242,0.06331531703472137,0.5107192993164062,0.08558250017115296,0.05,,,,
train,1,243.0,243,0.0988515093922615,0.5777689218521118,0.0829923249631406,0.05,,,,
train,1,244.0,244,0.10460333526134491,0.649613618850708,0.08024404904701178,0.05,,,,
train,1,245.0,245,0.33864086866378784,1.1532527208328247,0.08153179037852824,0.05,,,,
train,1,246.0,246,0.1641823649406433,0.7600256204605103,0.08091111773524802,0.05,,,,
train,1,247.0,247,0.19270887970924377,0.850407600402832,0.08539064480086145,0.05,,,,
train,1,248.0,248,0.2138037532567978,0.8804100751876831,0.09257049612206134,0.05,,,,
train,1,249.0,249,0.10497178882360458,0.5980843901634216,0.08926608918470896,0.05,,,,
train,1,250.0,250,0.15099340677261353,0.8198211789131165,0.08889600277424695,0.05,,,,
train,1,251.0,251,0.13493245840072632,0.5424104928970337,0.08409807796997179,0.05,,,,
train,1,252.0,252,0.17671965062618256,0.7999988198280334,0.07977886671554486,0.05,,,,
train,1,253.0,253,0.126285582780838,0.7318690419197083,0.08123521988034725,0.05,,,,
train,1,254.0,254,0.14361372590065002,0.8341687917709351,0.08053169094094166,0.05,,,,
train,1,255.0,255,0.1767124980688095,0.8238541483879089,0.08370068941156286,0.05,,,,
train,1,256.0,256,0.1712966412305832,0.7983814477920532,0.09055023061560821,0.05,,,,
train,1,257.0,257,0.14981412887573242,0.7797317504882812,0.09031395147777922,0.05,,,,
train,1,258.0,258,0.25852322578430176,1.0650752782821655,0.09544301689789728,0.05,,,,
train,1,259.0,259,0.14469073712825775,0.7366974949836731,0.0904310391257939,0.05,,,,
train,1,260.0,260,0.11608506739139557,0.6682581901550293,0.08370174084063044,0.05,,,,
train,1,261.0,261,0.19259831309318542,0.8523975610733032,0.09046883858573534,0.05,,,,
train,1,262.0,262,0.2716280519962311,0.9433376789093018,0.08919962157992681,0.05,,,,
train,1,263.0,263,0.15460367500782013,0.6311516761779785,0.08301471942130247,0.05,,,,
train,1,264.0,264,0.20466645061969757,1.0238137245178223,0.09325483592467257,0.05,,,,
train,1,265.0,265,0.1340046375989914,0.76850426197052,0.09100039775507968,0.05,,,,
train,1,266.0,266,0.1038585752248764,0.587358832359314,0.08399593768922879,0.05,,,,
train,1,267.0,267,0.07264593988656998,0.5663154721260071,0.077184240419748,0.05,,,,
train,1,268.0,268,0.2523224949836731,1.1710336208343506,0.08288764574783558,0.05,,,,
train,1,269.0,269,0.1526017040014267,0.6991723775863647,0.08189062560984249,0.05,,,,
train,1,270.0,270,0.2549694776535034,1.0270986557006836,0.09501525457390408,0.05,,,,
train,1,271.0,271,0.07131318747997284,0.5233141779899597,0.08782372946370506,0.05,,,,
train,1,272.0,272,0.1262585073709488,0.642747163772583,0.08360863194792509,0.05,,,,
train,1,273.0,273,0.17816510796546936,0.916782557964325,0.08522072549330506,0.05,,,,
train,1,274.0,274,0.14505483210086823,0.6824454069137573,0.0788965881779072,0.05,,,,
train,1,275.0,275,0.17869946360588074,0.9037293791770935,0.08158940206429632,0.05,,,,
train,1,276.0,276,0.1543845534324646,0.7451764345169067,0.08663939873059041,0.05,,,,
train,1,277.0,277,0.12758931517601013,0.7929608821868896,0.08960755212854067,0.05,,,,
train,1,278.0,278,0.2654869556427002,0.8409929871559143,0.08603395545465406,0.05,,,,
train,1,279.0,279,0.10091013461351395,0.5931276679039001,0.07809518413297854,0.05,,,,
train,1,280.0,280,0.10434303432703018,0.5866674780845642,0.07647281174126457,0.05,,,,
train,1,281.0,281,0.2602410316467285,1.0339922904968262,0.08544199089684372,0.05,,,,
train,1,282.0,282,0.14244408905506134,0.7111906409263611,0.08804947372791286,0.05,,,,
train,1,283.0,283,0.1618715524673462,0.7354925870895386,0.08767570547768291,0.05,,,,
train,1,284.0,284,0.3740118145942688,1.0762540102005005,0.09897961346587501,0.05,,,,
train,1,285.0,285,0.15323790907859802,0.7908022999763489,0.09579740956389808,0.05,,,,
train,1,286.0,286,0.09293405711650848,0.6165429949760437,0.0925365362708354,0.05,,,,
train,1,287.0,287,0.1898501217365265,0.7336555123329163,0.08661029295060298,0.05,,,,
train,1,288.0,288,0.1699942797422409,1.0167696475982666,0.09267165069934834,0.05,,,,
train,1,289.0,289,0.1412712037563324,0.7347102761268616,0.09184951318594711,0.05,,,,
train,1,290.0,290,0.231986865401268,1.121543288230896,0.08901578351655652,0.05,,,,
train,1,291.0,291,0.14192607998847961,0.807019054889679,0.09483588634751507,0.05,,,,
train,1,292.0,292,0.14745411276817322,0.7304111123085022,0.09483262796024114,0.05,,,,
train,1,293.0,293,0.06712689995765686,0.43623724579811096,0.08637128666603469,0.05,,,,
train,1,294.0,294,0.15632975101470947,0.8307684063911438,0.07777353552707932,0.05,,,,
train,1,295.0,295,0.10480700433254242,0.6347047090530396,0.07227661841422087,0.05,,,,
train,1,296.0,296,0.11473903805017471,0.6705892086029053,0.06959058684919305,0.05,,,,
train,1,297.0,297,0.08879426121711731,0.584762692451477,0.0645280522188146,0.05,,,,
train,1,298.0,298,0.28343522548675537,1.0989375114440918,0.07924206092018732,0.05,,,,
train,1,299.0,299,0.09469578415155411,0.589259147644043,0.08205381537295908,0.05,,,,
train,1,300.0,300,0.09197353571653366,0.5612400770187378,0.08092281715903554,0.05,,,,
train,1,301.0,301,0.13010190427303314,0.5981836915016174,0.07360444515582955,0.05,,,,
train,1,302.0,302,0.13637922704219818,0.6503278017044067,0.07354341492402564,0.05,,,,
train,1,303.0,303,0.15872588753700256,0.7300326228141785,0.07230185140964403,0.05,,,,
train,1,304.0,304,0.23323701322078705,0.9710699915885925,0.07429327812601488,0.05,,,,
train,1,305.0,305,0.17155969142913818,0.7149508595466614,0.07603721394296518,0.05,,,,
train,1,306.0,306,0.20546427369117737,0.8511485457420349,0.08558783756404578,0.05,,,,
train,1,307.0,307,0.09169003367424011,0.5192407369613647,0.08175437209444321,0.05,,,,
train,1,308.0,308,0.06814966350793839,0.4652042090892792,0.07601548343150494,0.05,,,,
train,1,309.0,309,0.10670560598373413,0.5281556844711304,0.071928049432437,0.05,,,,
train,1,310.0,310,0.11769154667854309,0.607541024684906,0.06876338377273199,0.05,,,,
