phase,epoch,batch,global_step,train_loss,grad_norm,update_norm,lr,layer,layer_grad_norm,test_loss,test_accuracy
train,1,56.0,56,0.3418491780757904,1.3676326274871826,0.07172442941924792,0.001,,,,
train,1,57.0,57,0.33625489473342896,1.622761607170105,0.08502411938476245,0.001,,,,
train,1,58.0,58,0.2632881999015808,1.1535040140151978,0.08132790586270885,0.001,,,,
train,1,59.0,59,0.3393177390098572,1.044177770614624,0.07960276711749602,0.001,,,,
train,1,60.0,60,0.41348928213119507,1.5424288511276245,0.07816550170309344,0.001,,,,
train,1,61.0,61,0.2817779779434204,1.4979445934295654,0.06532784127094239,0.001,,,,
train,1,62.0,62,0.39719048142433167,1.489967703819275,0.06645253893313154,0.001,,,,
train,1,63.0,63,0.315693199634552,1.618556022644043,0.07454531562418816,0.001,,,,
train,1,64.0,64,0.354992151260376,1.1963826417922974,0.07971516117107467,0.001,,,,
train,1,65.0,65,0.273421049118042,1.125200629234314,0.07379636916583833,0.001,,,,
train,1,66.0,66,0.2882649600505829,1.1255273818969727,0.07009772620153677,0.001,,,,
train,1,67.0,67,0.4123377203941345,1.5271505117416382,0.07140854308362356,0.001,,,,
train,1,68.0,68,0.29281139373779297,1.1191006898880005,0.07656833225649447,0.001,,,,
train,1,69.0,69,0.31898096203804016,1.0804219245910645,0.07292965445087696,0.001,,,,
train,1,70.0,70,0.21854574978351593,0.8824629783630371,0.07021972247291916,0.001,,,,
train,1,71.0,71,0.35266438126564026,1.4805002212524414,0.06561533969205419,0.001,,,,
train,1,72.0,72,0.21879830956459045,0.8668211698532104,0.0641333768494736,0.001,,,,
train,1,73.0,73,0.254552960395813,1.0437904596328735,0.06458321635781954,0.001,,,,
train,1,74.0,74,0.3165518641471863,0.7308470010757446,0.06290378778789721,0.001,,,,
train,1,75.0,75,0.3291875720024109,1.2358052730560303,0.06403585435280137,0.001,,,,
train,1,76.0,76,0.29829272627830505,1.6854089498519897,0.06946908033413239,0.001,,,,
train,1,77.0,77,0.35443615913391113,1.3551697731018066,0.06573471922904857,0.001,,,,
train,1,78.0,78,0.3241826891899109,0.9943581223487854,0.06485508430071316,0.001,,,,
train,1,79.0,79,0.21778152883052826,0.7659960389137268,0.06670638583509557,0.001,,,,
train,1,80.0,80,0.22515541315078735,1.2947121858596802,0.07271446171639506,0.001,,,,
train,1,81.0,81,0.2686174213886261,1.3383073806762695,0.06941968427502491,0.001,,,,
train,1,82.0,82,0.26193130016326904,1.1762621402740479,0.06132339988003334,0.001,,,,
train,1,83.0,83,0.23383265733718872,1.0319870710372925,0.061929142426854655,0.001,,,,
train,1,84.0,84,0.31329935789108276,1.2836017608642578,0.06542313661661422,0.001,,,,
train,1,85.0,85,0.2924649119377136,0.8404157757759094,0.06554936917959561,0.001,,,,
train,1,86.0,86,0.30836787819862366,0.9250848293304443,0.06444397139238266,0.001,,,,
train,1,87.0,87,0.3473816514015198,1.3401743173599243,0.06978407274875449,0.001,,,,
train,1,88.0,88,0.25591301918029785,1.0911108255386353,0.06583136020263317,0.001,,,,
train,1,89.0,89,0.14555077254772186,1.0399385690689087,0.06524192719382323,0.001,,,,
train,1,90.0,90,0.18671400845050812,0.552864134311676,0.062661547141622,0.001,,,,
train,1,91.0,91,0.2804208993911743,0.851916491985321,0.06470603813275472,0.001,,,,
train,1,92.0,92,0.2108483910560608,0.7056953310966492,0.06555474399714965,0.001,,,,
train,1,93.0,93,0.27666717767715454,1.352054238319397,0.06757593128872753,0.001,,,,
train,1,94.0,94,0.2718737721443176,1.0106428861618042,0.06483340512164154,0.001,,,,
train,1,95.0,95,0.2680765390396118,0.9591876864433289,0.06358547625104137,0.001,,,,
train,1,96.0,96,0.30562371015548706,1.1235442161560059,0.07384798511280301,0.001,,,,
train,1,97.0,97,0.22955583035945892,0.906502366065979,0.06985399550306476,0.001,,,,
train,1,98.0,98,0.36244267225265503,1.1640056371688843,0.07428058271611211,0.001,,,,
train,1,99.0,99,0.23702819645404816,1.1551786661148071,0.07473805769540014,0.001,,,,
train,1,100.0,100,0.3709334433078766,0.907042920589447,0.07556276215558053,0.001,,,,
train,1,101.0,101,0.2276442050933838,1.0800974369049072,0.06806560245202539,0.001,,,,
train,1,102.0,102,0.3301827013492584,1.1627885103225708,0.07256524464428721,0.001,,,,
train,1,103.0,103,0.1913938820362091,0.9062413573265076,0.06729184855151632,0.001,,,,
train,1,104.0,104,0.25378984212875366,1.1111047267913818,0.06880868113726007,0.001,,,,
train,1,105.0,105,0.2845986485481262,1.1445159912109375,0.07223238396318443,0.001,,,,
train,1,106.0,106,0.31371766328811646,0.9448316097259521,0.07514593925663691,0.001,,,,
train,1,107.0,107,0.2637849748134613,1.072427749633789,0.07440127043695993,0.001,,,,
train,1,108.0,108,0.36326342821121216,1.6939852237701416,0.07652016894236034,0.001,,,,
train,1,109.0,109,0.2522398829460144,1.3203977346420288,0.08885854738115681,0.001,,,,
train,1,110.0,110,0.3164993226528168,1.083285927772522,0.08458336376198222,0.001,,,,
train,1,111.0,111,0.2686852216720581,0.9464048743247986,0.07670284113557409,0.001,,,,
train,1,112.0,112,0.21419939398765564,1.196649193763733,0.06921792616729461,0.001,,,,
train,1,113.0,113,0.3446752727031708,1.3977210521697998,0.06950140313085384,0.001,,,,
train,1,114.0,114,0.20883376896381378,0.9695827960968018,0.06893865011737073,0.001,,,,
train,1,115.0,115,0.1988462209701538,1.1827456951141357,0.07805162927384217,0.001,,,,
train,1,116.0,116,0.3242207467556,0.944681704044342,0.08400744200139765,0.001,,,,
train,1,117.0,117,0.29020002484321594,1.0132269859313965,0.08931977954699967,0.001,,,,
train,1,118.0,118,0.2535902261734009,1.1047329902648926,0.08960665677104097,0.001,,,,
train,1,119.0,119,0.3243206739425659,0.8224596381187439,0.08644310603850751,0.001,,,,
train,1,120.0,120,0.2393120527267456,1.019080400466919,0.07708426204422837,0.001,,,,
train,1,121.0,121,0.26590707898139954,1.5611077547073364,0.07536673397311792,0.001,,,,
train,1,122.0,122,0.2554919421672821,1.7540377378463745,0.08635569338304781,0.001,,,,
train,1,123.0,123,0.32339605689048767,1.575868010520935,0.09394527717997196,0.001,,,,
train,1,124.0,124,0.24442851543426514,1.045973300933838,0.09341395064136006,0.001,,,,
train,1,125.0,125,0.3446691930294037,1.4187432527542114,0.09735405299266692,0.001,,,,
train,1,126.0,126,0.23735922574996948,1.4128574132919312,0.0832677480610211,0.001,,,,
train,1,127.0,127,0.27425700426101685,1.2770265340805054,0.08275164075278481,0.001,,,,
train,1,128.0,128,0.238307386636734,0.9455146193504333,0.07848643666983865,0.001,,,,
train,1,129.0,129,0.3020954132080078,1.0952880382537842,0.0819313731089656,0.001,,,,
train,1,130.0,130,0.24737662076950073,0.8837681412696838,0.0844706593758317,0.001,,,,
train,1,131.0,131,0.4041798710823059,1.587300419807434,0.10004346826147659,0.001,,,,
train,1,132.0,132,0.13881583511829376,0.6342593431472778,0.09605546357933745,0.001,,,,
train,1,133.0,133,0.31801533699035645,1.2133574485778809,0.08831326231601386,0.001,,,,
train,1,134.0,134,0.3254449665546417,1.3639659881591797,0.08992079237533385,0.001,,,,
train,1,135.0,135,0.16572704911231995,0.6901551485061646,0.0796099765318836,0.001,,,,
train,1,136.0,136,0.3255474865436554,1.559303641319275,0.07574300206664478,0.001,,,,
train,1,137.0,137,0.1677708774805069,0.6764515042304993,0.07322414460472956,0.001,,,,
train,1,138.0,138,0.39983469247817993,1.3199354410171509,0.07616466743623962,0.001,,,,
train,1,139.0,139,0.22911709547042847,0.878392219543457,0.07552405516657791,0.001,,,,
train,1,140.0,140,0.21171657741069794,1.268911600112915,0.07717331621827041,0.001,,,,
train,1,141.0,141,0.21040078997612,1.04667067527771,0.08029484569945514,0.001,,,,
train,1,142.0,142,0.26989221572875977,0.7941383123397827,0.07665995505426088,0.001,,,,
train,1,143.0,143,0.3678850531578064,1.2273870706558228,0.08732163733729749,0.001,,,,
train,1,144.0,144,0.21326328814029694,1.5302796363830566,0.08233023396787098,0.001,,,,
train,1,145.0,145,0.36487504839897156,1.3178024291992188,0.08950571587313974,0.001,,,,
train,1,146.0,146,0.24963927268981934,0.9490726590156555,0.08942649248796612,0.001,,,,
train,1,147.0,147,0.2073521465063095,1.1926536560058594,0.09074797009116314,0.001,,,,
train,1,148.0,148,0.24931935966014862,1.0409083366394043,0.08392248348742684,0.001,,,,
train,1,149.0,149,0.2522639334201813,0.8515332341194153,0.0841046434578212,0.001,,,,
train,1,150.0,150,0.30493173003196716,1.5830291509628296,0.08767293619965597,0.001,,,,
train,1,151.0,151,0.3469196856021881,1.4637731313705444,0.09660129183171962,0.001,,,,
train,1,152.0,152,0.35951438546180725,1.2292492389678955,0.09535938915062203,0.001,,,,
train,1,153.0,153,0.21487732231616974,1.2722071409225464,0.0886069227856904,0.001,,,,
train,1,154.0,154,0.2783852815628052,0.9095711708068848,0.08389840551332704,0.001,,,,
train,1,155.0,155,0.15327604115009308,0.8059409260749817,0.08687954605121424,0.001,,,,
train,1,156.0,156,0.20435990393161774,1.1006715297698975,0.0762805634297181,0.001,,,,
train,1,157.0,157,0.2816888391971588,1.0317034721374512,0.084243503932317,0.001,,,,
train,1,158.0,158,0.3092212975025177,1.447314739227295,0.09759692040897748,0.001,,,,
train,1,159.0,159,0.3194211423397064,1.13548743724823,0.0899309963388467,0.001,,,,
train,1,160.0,160,0.24965356290340424,1.2865465879440308,0.08574291029557493,0.001,,,,
train,1,161.0,161,0.4076535999774933,1.6206729412078857,0.0805814483699073,0.001,,,,
train,1,162.0,162,0.2973179817199707,1.6500439643859863,0.08641180968888644,0.001,,,,
train,1,163.0,163,0.1473546028137207,0.9422400593757629,0.08695979412545246,0.001,,,,
train,1,164.0,164,0.2307010143995285,0.8603617548942566,0.08235911501443116,0.001,,,,
train,1,165.0,165,0.2103487104177475,0.869053840637207,0.0868865819692841,0.001,,,,
train,1,166.0,166,0.2657265365123749,0.97944575548172,0.07870091680598762,0.001,,,,
train,1,167.0,167,0.26904672384262085,1.2954381704330444,0.08042767894855839,0.001,,,,
train,1,168.0,168,0.12486366927623749,0.5071312189102173,0.0770001093825902,0.001,,,,
train,1,169.0,169,0.2543408274650574,0.7948915362358093,0.07665447349793707,0.001,,,,
train,1,170.0,170,0.24086599051952362,0.9816903471946716,0.07750339054251854,0.001,,,,
train,1,171.0,171,0.22393955290317535,0.8970606923103333,0.07801006267094629,0.001,,,,
train,1,172.0,172,0.2516043484210968,1.3718184232711792,0.07135339755109357,0.001,,,,
train,1,173.0,173,0.26472219824790955,1.0999099016189575,0.0762817086740689,0.001,,,,
train,1,174.0,174,0.21386058628559113,1.193609595298767,0.08721002696195107,0.001,,,,
train,1,175.0,175,0.27558058500289917,1.1730222702026367,0.08401492722345295,0.001,,,,
train,1,176.0,176,0.20873895287513733,0.9013129472732544,0.08930122837963603,0.001,,,,
train,1,177.0,177,0.2809392809867859,1.1828429698944092,0.08890713847309435,0.001,,,,
train,1,178.0,178,0.09906421601772308,0.8407851457595825,0.08176406920015078,0.001,,,,
train,1,179.0,179,0.3258449137210846,1.3569368124008179,0.07384313893777225,0.001,,,,
train,1,180.0,180,0.24983857572078705,0.9642748832702637,0.07251189207067948,0.001,,,,
train,1,181.0,181,0.15598686039447784,0.6547602415084839,0.06805019999333646,0.001,,,,
train,1,182.0,182,0.24419638514518738,0.9441150426864624,0.07189982046219989,0.001,,,,
train,1,183.0,183,0.19831502437591553,1.3116623163223267,0.07761620966692741,0.001,,,,
train,1,184.0,184,0.12669196724891663,0.6669349074363708,0.0811419357392053,0.001,,,,
train,1,185.0,185,0.1699715256690979,0.7055988907814026,0.08012000376935491,0.001,,,,
train,1,186.0,186,0.25181567668914795,0.8983389139175415,0.08008549681533045,0.001,,,,
train,1,187.0,187,0.22808031737804413,1.0538948774337769,0.07311132295153777,0.001,,,,
train,1,188.0,188,0.2576177418231964,1.0967018604278564,0.07888535358965257,0.001,,,,
train,1,189.0,189,0.3992220163345337,1.2148387432098389,0.08091971234637117,0.001,,,,
train,1,190.0,190,0.3971964716911316,1.318766713142395,0.09778484701779215,0.001,,,,
train,1,191.0,191,0.2314060777425766,0.8849400281906128,0.09140210678791516,0.001,,,,
train,1,192.0,192,0.1867237091064453,1.097428560256958,0.08836087646216598,0.001,,,,
train,1,193.0,193,0.12494632601737976,0.8397889733314514,0.0774451409480877,0.001,,,,
train,1,194.0,194,0.2328699678182602,1.0366826057434082,0.06960146428281483,0.001,,,,
train,1,195.0,195,0.32387879490852356,1.19149649143219,0.07845053201474846,0.001,,,,
train,1,196.0,196,0.16387991607189178,0.7460213899612427,0.07981886658263837,0.001,,,,
train,1,197.0,197,0.3226683437824249,0.9912816286087036,0.0801469392002161,0.001,,,,
train,1,198.0,198,0.15022562444210052,0.6689810156822205,0.07811924745468543,0.001,,,,
train,1,199.0,199,0.2131873369216919,0.714810311794281,0.07684816684263489,0.001,,,,
train,1,200.0,200,0.20565101504325867,0.972364068031311,0.07241515502207392,0.001,,,,
train,1,201.0,201,0.29303890466690063,1.347888708114624,0.08293107488205026,0.001,,,,
train,1,202.0,202,0.16452108323574066,0.8263302445411682,0.08576875968720805,0.001,,,,
train,1,203.0,203,0.24657177925109863,1.226488471031189,0.07854401947691643,0.001,,,,
train,1,204.0,204,0.19015391170978546,1.0156885385513306,0.07734106855046616,0.001,,,,
train,1,205.0,205,0.3243241608142853,1.1821411848068237,0.06996179524721709,0.001,,,,
train,1,206.0,206,0.26615917682647705,0.8340886235237122,0.06929106645340077,0.001,,,,
train,1,207.0,207,0.195321187376976,1.1356825828552246,0.07482603455612954,0.001,,,,
train,1,208.0,208,0.2223927229642868,1.0467476844787598,0.07763295043387525,0.001,,,,
train,1,209.0,209,0.23438332974910736,1.0238761901855469,0.08621965929837831,0.001,,,,
train,1,210.0,210,0.22267086803913116,1.1163852214813232,0.08546910982813946,0.001,,,,
train,1,211.0,211,0.21828599274158478,0.950400173664093,0.08204963046422999,0.001,,,,
train,1,212.0,212,0.19473527371883392,0.9539214372634888,0.08220071893563037,0.001,,,,
train,1,213.0,213,0.11301521211862564,0.5205732583999634,0.08024983951221536,0.001,,,,
train,1,214.0,214,0.1996171921491623,0.9166640043258667,0.08331729169172677,0.001,,,,
train,1,215.0,215,0.2074158638715744,0.8346226215362549,0.08163159485847889,0.001,,,,
train,1,216.0,216,0.2107170671224594,0.9299885034561157,0.07722678701838313,0.001,,,,
train,1,217.0,217,0.28965529799461365,1.2720690965652466,0.07806865776712008,0.001,,,,
train,1,218.0,218,0.35584235191345215,1.7673102617263794,0.0946275501593891,0.001,,,,
train,1,219.0,219,0.20520783960819244,0.8649904131889343,0.09705453458336473,0.001,,,,
train,1,220.0,220,0.19798541069030762,1.0768905878067017,0.09923151834698367,0.001,,,,
train,1,221.0,221,0.2934097349643707,0.9330437779426575,0.09652827886059999,0.001,,,,
train,1,222.0,222,0.18656665086746216,0.7304348945617676,0.08897281672992398,0.001,,,,
train,1,223.0,223,0.13479243218898773,1.0793284177780151,0.07611316202503543,0.001,,,,
train,1,224.0,224,0.2529257833957672,1.518438696861267,0.07702876867066834,0.001,,,,
train,1,225.0,225,0.27508726716041565,1.2778817415237427,0.08510825381980341,0.001,,,,
train,1,226.0,226,0.2532244920730591,1.23635733127594,0.09993558309808141,0.001,,,,
train,1,227.0,227,0.14336729049682617,0.7388670444488525,0.09881412110557755,0.001,,,,
train,1,228.0,228,0.2036031186580658,0.6863820552825928,0.09325754664208753,0.001,,,,
train,1,229.0,229,0.2260909527540207,0.8337284922599792,0.08157925937985204,0.001,,,,
train,1,230.0,230,0.1564803272485733,0.9455357193946838,0.07311435866619671,0.001,,,,
train,1,231.0,231,0.2026100754737854,1.0906482934951782,0.08027774090399453,0.001,,,,
train,1,232.0,232,0.2202947586774826,0.893450140953064,0.08366428043273633,0.001,,,,
train,1,233.0,233,0.1821567863225937,0.6318410634994507,0.07701262688822481,0.001,,,,
train,1,234.0,234,0.16168494522571564,0.8055193424224854,0.07674392929891648,0.001,,,,
train,1,235.0,235,0.24273720383644104,1.1359719038009644,0.08350460846894733,0.001,,,,
train,1,236.0,236,0.13896337151527405,0.5926845669746399,0.07910855264983643,0.001,,,,
train,1,237.0,237,0.16658151149749756,0.873763918876648,0.07407258023455776,0.001,,,,
train,1,238.0,238,0.14909136295318604,0.6156579256057739,0.06702450715928046,0.001,,,,
train,1,239.0,239,0.3032623529434204,1.18017578125,0.07206801047583412,0.001,,,,
train,1,240.0,240,0.1503034383058548,0.8595045804977417,0.07592508914521971,0.001,,,,
train,1,241.0,241,0.22767506539821625,0.9870550632476807,0.079396925702891,0.001,,,,
train,1,242.0,242,0.09972822666168213,0.7870832681655884,0.07745915036664497,0.001,,,,
train,1,243.0,243,0.12383827567100525,0.5903295278549194,0.07659057526731308,0.001,,,,
train,1,244.0,244,0.12671032547950745,0.8453803658485413,0.07454377263276477,0.001,,,,
train,1,245.0,245,0.38055211305618286,1.1386903524398804,0.08131916144801794,0.001,,,,
train,1,246.0,246,0.16645757853984833,0.6941024661064148,0.07532002112776721,0.001,,,,
train,1,247.0,247,0.2675158381462097,0.9186534881591797,0.07700696454522585,0.001,,,,
train,1,248.0,248,0.2667514681816101,0.9475612640380859,0.08275280464625048,0.001,,,,
train,1,249.0,249,0.14473176002502441,0.5600481629371643,0.08054989114038659,0.001,,,,
train,1,250.0,250,0.19701197743415833,1.1140164136886597,0.0790873956230558,0.001,,,,
train,1,251.0,251,0.16453775763511658,0.738888144493103,0.07890277800107284,0.001,,,,
train,1,252.0,252,0.18815316259860992,0.9059619307518005,0.07407356955038254,0.001,,,,
train,1,253.0,253,0.16973136365413666,0.8768258690834045,0.07598958573151902,0.001,,,,
train,1,254.0,254,0.15312616527080536,0.8176240921020508,0.07458755235070381,0.001,,,,
train,1,255.0,255,0.19918233156204224,0.7616917490959167,0.07526433404754379,0.001,,,,
train,1,256.0,256,0.22871804237365723,0.8533902764320374,0.07784513000271716,0.001,,,,
train,1,257.0,257,0.18945932388305664,1.0555108785629272,0.07666180917477673,0.001,,,,
train,1,258.0,258,0.3036094307899475,1.209177851676941,0.08418049795706938,0.001,,,,
train,1,259.0,259,0.1713428795337677,0.78997403383255,0.07913374651111595,0.001,,,,
train,1,260.0,260,0.1321287304162979,0.760003387928009,0.07552931793763272,0.001,,,,
train,1,261.0,261,0.20251327753067017,0.8549230694770813,0.08266886376447045,0.001,,,,
train,1,262.0,262,0.30177390575408936,1.1870988607406616,0.07202804653855824,0.001,,,,
train,1,263.0,263,0.23428761959075928,0.9353200793266296,0.07256503203711642,0.001,,,,
train,1,264.0,264,0.23433493077754974,1.2087202072143555,0.08504972614953872,0.001,,,,
train,1,265.0,265,0.2193688601255417,0.7840381264686584,0.07866091487685953,0.001,,,,
train,1,266.0,266,0.14294597506523132,0.8241018652915955,0.07507882640538595,0.001,,,,
train,1,267.0,267,0.11355280876159668,0.6449277997016907,0.0761784289823745,0.001,,,,
train,1,268.0,268,0.25973591208457947,1.6592326164245605,0.08485103178503135,0.001,,,,
train,1,269.0,269,0.16866765916347504,0.6540869474411011,0.07879606589460308,0.001,,,,
train,1,270.0,270,0.32170790433883667,1.2575985193252563,0.08658933239653245,0.001,,,,
train,1,271.0,271,0.13444697856903076,0.6183009147644043,0.08392620497216773,0.001,,,,
train,1,272.0,272,0.18143600225448608,0.772217333316803,0.07707601257110996,0.001,,,,
train,1,273.0,273,0.204466313123703,1.000648021697998,0.0748549971295096,0.001,,,,
train,1,274.0,274,0.23274630308151245,0.9990518689155579,0.07300371704634642,0.001,,,,
train,1,275.0,275,0.18496213853359222,0.8979114890098572,0.07310042386412607,0.001,,,,
train,1,276.0,276,0.18111096322536469,1.0088536739349365,0.07835331864320214,0.001,,,,
train,1,277.0,277,0.1625855565071106,0.807807445526123,0.07678921635996097,0.001,,,,
train,1,278.0,278,0.3100595772266388,1.3820414543151855,0.0806695138549937,0.001,,,,
train,1,279.0,279,0.15131303668022156,0.8328593373298645,0.08242229738420226,0.001,,,,
train,1,280.0,280,0.11184216290712357,0.7682313323020935,0.07698829889093375,0.001,,,,
train,1,281.0,281,0.2971566915512085,1.166753888130188,0.08853392455949792,0.001,,,,
train,1,282.0,282,0.20876522362232208,0.7654563784599304,0.08905897016035721,0.001,,,,
train,1,283.0,283,0.18757528066635132,0.7129859924316406,0.08492899204838335,0.001,,,,
train,1,284.0,284,0.34371158480644226,1.1736125946044922,0.08782600379572883,0.001,,,,
train,1,285.0,285,0.1844373643398285,1.0371350049972534,0.08316104710739215,0.001,,,,
train,1,286.0,286,0.20352254807949066,1.160686731338501,0.09250993655577477,0.001,,,,
train,1,287.0,287,0.2560592293739319,1.104917049407959,0.0942293244652546,0.001,,,,
train,1,288.0,288,0.1948855221271515,1.2448995113372803,0.1032639809824531,0.001,,,,
train,1,289.0,289,0.19982680678367615,0.8180912137031555,0.10719290835892217,0.001,,,,
train,1,290.0,290,0.251787006855011,1.09334397315979,0.09535283165396943,0.001,,,,
train,1,291.0,291,0.19771544635295868,0.9856128692626953,0.09126364059102181,0.001,,,,
train,1,292.0,292,0.20345209538936615,0.6601777672767639,0.09012794924385789,0.001,,,,
train,1,293.0,293,0.11770007014274597,0.5994819402694702,0.08367686696686458,0.001,,,,
train,1,294.0,294,0.19530004262924194,1.0764472484588623,0.07038309625376901,0.001,,,,
train,1,295.0,295,0.1600721925497055,0.8035747408866882,0.06440049081637267,0.001,,,,
train,1,296.0,296,0.19676202535629272,1.0038886070251465,0.07038995967710272,0.001,,,,
train,1,297.0,297,0.14932668209075928,0.6649657487869263,0.07208132226365203,0.001,,,,
train,1,298.0,298,0.302567720413208,1.1220118999481201,0.07610228090957352,0.001,,,,
train,1,299.0,299,0.17101603746414185,0.68412184715271,0.07964417043685791,0.001,,,,
train,1,300.0,300,0.1343764215707779,0.6394314765930176,0.08198274299843017,0.001,,,,
train,1,301.0,301,0.18322409689426422,0.7437130212783813,0.07491568940194669,0.001,,,,
train,1,302.0,302,0.15559227764606476,0.7435556650161743,0.07203273175470767,0.001,,,,
train,1,303.0,303,0.2154424637556076,0.8721160292625427,0.0741296684420131,0.001,,,,
train,1,304.0,304,0.30273744463920593,1.087912678718567,0.07144228585577653,0.001,,,,
train,1,305.0,305,0.22574500739574432,0.815119206905365,0.07841423206967436,0.001,,,,
train,1,306.0,306,0.24534974992275238,0.9897403717041016,0.08792878865532887,0.001,,,,
train,1,307.0,307,0.1952281892299652,0.7998458743095398,0.08712514097970134,0.001,,,,
train,1,308.0,308,0.10953857749700546,0.6193841695785522,0.08159422955089055,0.001,,,,
train,1,309.0,309,0.13518251478672028,0.6056532859802246,0.0751943892459916,0.001,,,,
train,1,310.0,310,0.15222568809986115,0.8905267119407654,0.07315787880196614,0.001,,,,
