epoch,optimizer,seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,final_test_acc
1,SGD_Momentum,1415,1.6496540355411442,38.87111111111111,1.4257874310016632,48.82,0.40328832268714904,87.03,87.03
2,SGD_Momentum,1415,1.1682829445397311,58.03777777777778,1.2440244019031526,56.76,0.40328832268714904,87.03,87.03
3,SGD_Momentum,1415,0.9027728279205885,67.99333333333334,0.8979921460151672,67.92,0.40328832268714904,87.03,87.03
4,SGD_Momentum,1415,0.7475633462890983,73.95555555555555,0.7212638914585113,74.66,0.40328832268714904,87.03,87.03
5,SGD_Momentum,1415,0.6378862991590392,77.77333333333333,0.7297448217868805,75.16,0.40328832268714904,87.03,87.03
6,SGD_Momentum,1415,0.5690647179091518,80.37777777777778,0.6763383179903031,76.74,0.40328832268714904,87.03,87.03
7,SGD_Momentum,1415,0.5157716265794906,81.97555555555556,0.6094889149069787,79.3,0.40328832268714904,87.03,87.03
8,SGD_Momentum,1415,0.47851196591827,83.36222222222223,0.5332307383418083,80.98,0.40328832268714904,87.03,87.03
9,SGD_Momentum,1415,0.4310833885419098,85.08444444444444,0.5097898513078689,82.5,0.40328832268714904,87.03,87.03
10,SGD_Momentum,1415,0.4013443849980831,86.07777777777778,0.5274742975831032,81.88,0.40328832268714904,87.03,87.03
11,SGD_Momentum,1415,0.37092397844588215,87.1288888888889,0.49023554772138594,82.92,0.40328832268714904,87.03,87.03
12,SGD_Momentum,1415,0.34944029999050225,87.7688888888889,0.5221115171909332,81.9,0.40328832268714904,87.03,87.03
13,SGD_Momentum,1415,0.3299824584021487,88.49555555555555,0.48765105605125425,83.24,0.40328832268714904,87.03,87.03
14,SGD_Momentum,1415,0.3063344854268838,89.37555555555555,0.40802282094955444,86.02,0.40328832268714904,87.03,87.03
15,SGD_Momentum,1415,0.28471278928389604,90.02444444444444,0.47572652995586395,83.74,0.40328832268714904,87.03,87.03
16,SGD_Momentum,1415,0.27433725162832573,90.2911111111111,0.48349191546440123,83.86,0.40328832268714904,87.03,87.03
17,SGD_Momentum,1415,0.2571491096592085,91.08444444444444,0.4262330368161201,85.36,0.40328832268714904,87.03,87.03
18,SGD_Momentum,1415,0.246446658116342,91.44222222222223,0.38655844777822496,87.16,0.40328832268714904,87.03,87.03
19,SGD_Momentum,1415,0.23066359358331698,91.99111111111111,0.3989062011241913,86.56,0.40328832268714904,87.03,87.03
20,SGD_Momentum,1415,0.2252697921358049,92.06444444444445,0.3888427600264549,87.16,0.40328832268714904,87.03,87.03
