epoch,optimizer,seed,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc,final_test_acc
1,SGD_Momentum,42,1.6272261301902207,39.66,1.4688479363918305,48.84,0.5462660253047943,83.03,83.03
2,SGD_Momentum,42,1.1235427448356694,59.62,1.112845116853714,61.06,0.5462660253047943,83.03,83.03
3,SGD_Momentum,42,0.8667156777598641,69.18444444444444,0.9403231412172317,66.84,0.5462660253047943,83.03,83.03
4,SGD_Momentum,42,0.7195263921537183,74.84444444444445,0.85113685131073,70.38,0.5462660253047943,83.03,83.03
5,SGD_Momentum,42,0.6145168736746366,78.58888888888889,0.6345741897821426,78.34,0.5462660253047943,83.03,83.03
6,SGD_Momentum,42,0.5575026034970175,80.62444444444445,0.6072242930531502,79.34,0.5462660253047943,83.03,83.03
7,SGD_Momentum,42,0.5025140903043476,82.36444444444444,0.5325645923614502,81.52,0.5462660253047943,83.03,83.03
8,SGD_Momentum,42,0.4556625894355503,84.38444444444444,0.537795090675354,81.32,0.5462660253047943,83.03,83.03
9,SGD_Momentum,42,0.42119537420909514,85.48666666666666,0.5187584862112999,82.24,0.5462660253047943,83.03,83.03
10,SGD_Momentum,42,0.39232678956944833,86.43777777777778,0.483380500972271,83.4,0.5462660253047943,83.03,83.03
11,SGD_Momentum,42,0.3574927159246396,87.5,0.5622499316930771,81.12,0.5462660253047943,83.03,83.03
12,SGD_Momentum,42,0.3381425745531239,88.38444444444444,0.41461787968873975,85.9,0.5462660253047943,83.03,83.03
13,SGD_Momentum,42,0.31388956833292136,89.12666666666667,0.4004488378763199,86.04,0.5462660253047943,83.03,83.03
14,SGD_Momentum,42,0.2974660315508531,89.50666666666666,0.4078334242105484,86.2,0.5462660253047943,83.03,83.03
15,SGD_Momentum,42,0.2843420256183229,90.06888888888889,0.47731623649597166,83.72,0.5462660253047943,83.03,83.03
16,SGD_Momentum,42,0.2630058297760446,91.02222222222223,0.5442888885736465,82.92,0.5462660253047943,83.03,83.03
17,SGD_Momentum,42,0.25556325914592226,91.00888888888889,0.4206162229180336,85.64,0.5462660253047943,83.03,83.03
18,SGD_Momentum,42,0.23897337841547348,91.57555555555555,0.4732111930847168,84.96,0.5462660253047943,83.03,83.03
19,SGD_Momentum,42,0.2281473105646331,91.98444444444445,0.39463192895054816,86.62,0.5462660253047943,83.03,83.03
20,SGD_Momentum,42,0.21593642941760746,92.44444444444444,0.5355977699160576,83.48,0.5462660253047943,83.03,83.03
