epoch,train_loss,train_acc,val_loss,val_acc
1,1.4159124551171607,47.88444444444445,1.2068569242954255,56.92
2,0.9550930356437509,66.04666666666667,0.9557174950838089,66.46
3,0.7607292539694093,73.54888888888888,0.7824362844228745,72.38
4,0.6429731125350703,77.79555555555555,0.7076501548290253,75.24
5,0.5667289991609075,80.34,0.6407774716615677,78.34
6,0.5132552346383984,82.15555555555555,0.634253641963005,77.56
7,0.468221560543911,83.81111111111112,0.6074956089258194,78.92
8,0.43286081962287426,85.08,0.5137340039014816,82.4
9,0.3996240154586055,86.33333333333333,0.5406662613153458,81.66
10,0.3768014940856533,87.06888888888889,0.5456390038132668,82.02
11,0.3457646182399582,88.01333333333334,0.4545315757393837,84.04
12,0.3313799489882182,88.58666666666667,0.44255390018224716,85.08
13,0.3055859305895865,89.30222222222223,0.43163700252771375,85.56
14,0.29317904814061796,89.84,0.4158508896827698,86.08
15,0.27389864454215224,90.57111111111111,0.42836030274629594,85.54
16,0.25826775282621384,90.98666666666666,0.42122492492198943,85.6
17,0.24611426995728503,91.38888888888889,0.43354405760765075,85.44
18,0.23260124459524045,91.93333333333334,0.4363412007689476,85.62
19,0.22042693015695972,92.42,0.3484115436673164,88.68
20,0.21036729525605385,92.78888888888889,0.334871207177639,88.94
