optimizer,seed,start_point,initial_x,initial_y,final_x,final_y,final_loss,final_grad_norm,iterations,converged,converged_iteration,run_status,error,converged_epoch
SAM_Adam,42,8,-1.0,-1.0,0.9316646456718444,0.8796384930610657,0.0051475116051733,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,42,9,0.5,-0.5,0.9319387674331664,0.8793529868125916,0.0182060748338699,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,0,-1.5,2.0,0.0770962685346603,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,1,1.5,-2.0,0.0130393505096435,0.1657359600067138,12.151025772094728,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,2,0.5,0.5,0.0101829431951045,0.0861372053623199,18.10161018371582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,3,-0.5,-0.5,0.0236906707286834,0.3193807601928711,4.228602886199951,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,4,2.0,-1.0,0.0555751584470272,-0.219097226858139,8.757699966430664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,5,-2.0,1.0,0.052636906504631,-0.2567512989044189,6.807610034942627,10.000000953674316,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,6,0.0,0.0,0.0104909166693687,0.0960344970226287,17.29350471496582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SAM_SGD,42,8,-1.0,-1.0,0.0523436591029167,-0.2632246017456054,6.4999542236328125,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,42,9,0.5,-0.5,0.0260517261922359,0.3376563787460327,3.5983190536499023,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,1,1.5,-2.0,0.0144002772867679,0.1705028712749481,11.840588569641112,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,2,0.5,0.5,0.0117197781801223,0.0862122476100921,18.110727310180664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,3,-0.5,-0.5,0.0259035415947437,0.3217029571533203,4.150002479553223,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,4,2.0,-1.0,0.0605431050062179,-0.2136876583099365,9.041449546813965,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,5,-2.0,1.0,0.0188106782734394,0.2496675848960876,7.245743274688721,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,6,0.0,0.0,0.0119276568293571,0.0968497395515441,17.240400314331055,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SGD,42,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,42,9,0.5,-0.5,0.028667114675045,0.3404275178909302,3.51401686668396,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,0,-1.5,2.0,-1.102385640144348,2.618011713027954,337.47479248046875,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,1,1.5,-2.0,-0.5217446088790894,0.3064464926719665,95.8613052368164,10.000000953674316,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,2,0.5,0.5,0.1153036206960678,0.2011867761611938,1.4176344871520996,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,4,2.0,-1.0,0.4081801772117615,-3.440402269363404,1103.9395751953125,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,5,-2.0,1.0,-0.9602896571159364,-0.106225848197937,36.43944549560547,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SGD_Momentum,42,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842772,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,42,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.8355102539063,10.0,20000,False,-1.0,error_exception,0.0,-1.0
Adam,123,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.0100344447419047,423,True,422.0,error_exception,0.0,422.0
Adam,123,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.008995140902698,558,True,557.0,error_exception,0.0,557.0
Adam,123,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427948e-05,0.0089766010642051,359,True,358.0,error_exception,0.0,358.0
Adam,123,3,-0.5,-0.5,0.9902086853981018,0.9804705381393432,9.836264507612212e-05,0.0090024033561348,450,True,449.0,error_exception,0.0,449.0
Adam,123,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.0090818684548139,498,True,497.0,error_exception,0.0,497.0
Adam,123,5,-2.0,1.0,0.9901706576347352,0.9804073572158812,9.952658729162069e-05,0.0099049247801303,491,True,490.0,error_exception,0.0,490.0
Adam,123,6,0.0,0.0,0.9904043674468994,0.9808672070503236,9.722967661218718e-05,0.057090051472187,244,True,243.0,error_exception,0.0,243.0
Adam,123,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
Adam,123,8,-1.0,-1.0,0.9901873469352722,0.980429708957672,9.85797742032446e-05,0.0090006459504365,503,True,502.0,error_exception,0.0,502.0
Adam,123,9,0.5,-0.5,0.9901801943778992,0.9805968403816224,9.898183634504676e-05,0.0574239380657672,451,True,450.0,error_exception,0.0,450.0
SAM_Adam,123,0,-1.5,2.0,0.9477522373199464,0.9040745496749878,0.0027809687890112,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039,9.999998092651367,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,2,0.5,0.5,0.9147531986236572,0.82177734375,0.0160732809454202,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,3,-0.5,-0.5,0.9127023220062256,0.8238489627838135,0.0256984215229749,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,4,2.0,-1.0,0.93165922164917,0.8796141147613525,0.0051579102873802,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,5,-2.0,1.0,0.9503835439682008,0.9014415740966796,0.0061399433761835,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,6,0.0,0.0,0.9316747784614564,0.8796874284744263,0.0051258336752653,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SAM_Adam,123,8,-1.0,-1.0,0.9316646456718444,0.8796384930610657,0.0051475116051733,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,123,9,0.5,-0.5,0.9319387674331664,0.8793529868125916,0.0182060748338699,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,0,-1.5,2.0,0.0770962685346603,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,1,1.5,-2.0,0.0130393505096435,0.1657359600067138,12.151025772094728,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,2,0.5,0.5,0.0101829431951045,0.0861372053623199,18.10161018371582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,3,-0.5,-0.5,0.0236906707286834,0.3193807601928711,4.228602886199951,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,4,2.0,-1.0,0.0555751584470272,-0.219097226858139,8.757699966430664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,5,-2.0,1.0,0.052636906504631,-0.2567512989044189,6.807610034942627,10.000000953674316,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,6,0.0,0.0,0.0104909166693687,0.0960344970226287,17.29350471496582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SAM_SGD,123,8,-1.0,-1.0,0.0523436591029167,-0.2632246017456054,6.4999542236328125,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,123,9,0.5,-0.5,0.0260517261922359,0.3376563787460327,3.5983190536499023,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,1,1.5,-2.0,0.0144002772867679,0.1705028712749481,11.840588569641112,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,2,0.5,0.5,0.0117197781801223,0.0862122476100921,18.110727310180664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,3,-0.5,-0.5,0.0259035415947437,0.3217029571533203,4.150002479553223,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,4,2.0,-1.0,0.0605431050062179,-0.2136876583099365,9.041449546813965,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,5,-2.0,1.0,0.0188106782734394,0.2496675848960876,7.245743274688721,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,6,0.0,0.0,0.0119276568293571,0.0968497395515441,17.240400314331055,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SGD,123,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,123,9,0.5,-0.5,0.028667114675045,0.3404275178909302,3.51401686668396,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,0,-1.5,2.0,-1.102385640144348,2.618011713027954,337.47479248046875,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,1,1.5,-2.0,-0.5217446088790894,0.3064464926719665,95.8613052368164,10.000000953674316,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,2,0.5,0.5,0.1153036206960678,0.2011867761611938,1.4176344871520996,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,4,2.0,-1.0,0.4081801772117615,-3.440402269363404,1103.9395751953125,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,5,-2.0,1.0,-0.9602896571159364,-0.106225848197937,36.43944549560547,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SGD_Momentum,123,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842772,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,123,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.8355102539063,10.0,20000,False,-1.0,error_exception,0.0,-1.0
Adam,456,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.0100344447419047,423,True,422.0,error_exception,0.0,422.0
Adam,456,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.008995140902698,558,True,557.0,error_exception,0.0,557.0
Adam,456,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427948e-05,0.0089766010642051,359,True,358.0,error_exception,0.0,358.0
Adam,456,3,-0.5,-0.5,0.9902086853981018,0.9804705381393432,9.836264507612212e-05,0.0090024033561348,450,True,449.0,error_exception,0.0,449.0
Adam,456,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.0090818684548139,498,True,497.0,error_exception,0.0,497.0
Adam,456,5,-2.0,1.0,0.9901706576347352,0.9804073572158812,9.952658729162069e-05,0.0099049247801303,491,True,490.0,error_exception,0.0,490.0
Adam,456,6,0.0,0.0,0.9904043674468994,0.9808672070503236,9.722967661218718e-05,0.057090051472187,244,True,243.0,error_exception,0.0,243.0
Adam,456,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
Adam,456,8,-1.0,-1.0,0.9901873469352722,0.980429708957672,9.85797742032446e-05,0.0090006459504365,503,True,502.0,error_exception,0.0,502.0
Adam,456,9,0.5,-0.5,0.9901801943778992,0.9805968403816224,9.898183634504676e-05,0.0574239380657672,451,True,450.0,error_exception,0.0,450.0
SAM_Adam,456,0,-1.5,2.0,0.9477522373199464,0.9040745496749878,0.0027809687890112,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039,9.999998092651367,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,2,0.5,0.5,0.9147531986236572,0.82177734375,0.0160732809454202,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,3,-0.5,-0.5,0.9127023220062256,0.8238489627838135,0.0256984215229749,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,4,2.0,-1.0,0.93165922164917,0.8796141147613525,0.0051579102873802,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,5,-2.0,1.0,0.9503835439682008,0.9014415740966796,0.0061399433761835,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,6,0.0,0.0,0.9316747784614564,0.8796874284744263,0.0051258336752653,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SAM_Adam,456,8,-1.0,-1.0,0.9316646456718444,0.8796384930610657,0.0051475116051733,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,456,9,0.5,-0.5,0.9319387674331664,0.8793529868125916,0.0182060748338699,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,0,-1.5,2.0,0.0770962685346603,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,1,1.5,-2.0,0.0130393505096435,0.1657359600067138,12.151025772094728,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,2,0.5,0.5,0.0101829431951045,0.0861372053623199,18.10161018371582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,3,-0.5,-0.5,0.0236906707286834,0.3193807601928711,4.228602886199951,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,4,2.0,-1.0,0.0555751584470272,-0.219097226858139,8.757699966430664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,5,-2.0,1.0,0.052636906504631,-0.2567512989044189,6.807610034942627,10.000000953674316,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,6,0.0,0.0,0.0104909166693687,0.0960344970226287,17.29350471496582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SAM_SGD,456,8,-1.0,-1.0,0.0523436591029167,-0.2632246017456054,6.4999542236328125,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,456,9,0.5,-0.5,0.0260517261922359,0.3376563787460327,3.5983190536499023,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,1,1.5,-2.0,0.0144002772867679,0.1705028712749481,11.840588569641112,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,2,0.5,0.5,0.0117197781801223,0.0862122476100921,18.110727310180664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,3,-0.5,-0.5,0.0259035415947437,0.3217029571533203,4.150002479553223,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,4,2.0,-1.0,0.0605431050062179,-0.2136876583099365,9.041449546813965,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,5,-2.0,1.0,0.0188106782734394,0.2496675848960876,7.245743274688721,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,6,0.0,0.0,0.0119276568293571,0.0968497395515441,17.240400314331055,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SGD,456,8,-1.0,-1.0,0.0612124502658844,-0.2086735963821411,9.32607650756836,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,456,9,0.5,-0.5,0.028667114675045,0.3404275178909302,3.51401686668396,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,0,-1.5,2.0,-1.102385640144348,2.618011713027954,337.47479248046875,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,1,1.5,-2.0,-0.5217446088790894,0.3064464926719665,95.8613052368164,10.000000953674316,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,2,0.5,0.5,0.1153036206960678,0.2011867761611938,1.4176344871520996,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,3,-0.5,-0.5,1.1554648876190186,1.4206485748291016,217.53765869140625,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,4,2.0,-1.0,0.4081801772117615,-3.440402269363404,1103.9395751953125,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,5,-2.0,1.0,-0.9602896571159364,-0.106225848197937,36.43944549560547,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,6,0.0,0.0,1.0363948345184326,-0.9195483922958374,209.0802459716797,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SGD_Momentum,456,8,-1.0,-1.0,-1.1613508462905884,1.0097047090530396,15.128637313842772,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD_Momentum,456,9,0.5,-0.5,-0.8469990491867065,-0.9469745755195618,413.8355102539063,10.0,20000,False,-1.0,error_exception,0.0,-1.0
Adam,789,0,-1.5,2.0,0.990199089050293,0.9804644584655762,9.942597534973174e-05,0.0100344447419047,423,True,422.0,error_exception,0.0,422.0
Adam,789,1,1.5,-2.0,0.990180253982544,0.980415403842926,9.858705016085878e-05,0.008995140902698,558,True,557.0,error_exception,0.0,557.0
Adam,789,2,0.5,0.5,0.9902381896972656,0.9805340766906738,9.824554581427948e-05,0.0089766010642051,359,True,358.0,error_exception,0.0,358.0
Adam,789,3,-0.5,-0.5,0.9902086853981018,0.9804705381393432,9.836264507612212e-05,0.0090024033561348,450,True,449.0,error_exception,0.0,449.0
Adam,789,4,2.0,-1.0,0.9901791214942932,0.9804185032844543,9.876355034066364e-05,0.0090818684548139,498,True,497.0,error_exception,0.0,497.0
Adam,789,5,-2.0,1.0,0.9901706576347352,0.9804073572158812,9.952658729162069e-05,0.0099049247801303,491,True,490.0,error_exception,0.0,490.0
Adam,789,6,0.0,0.0,0.9904043674468994,0.9808672070503236,9.722967661218718e-05,0.057090051472187,244,True,243.0,error_exception,0.0,243.0
Adam,789,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
Adam,789,8,-1.0,-1.0,0.9901873469352722,0.980429708957672,9.85797742032446e-05,0.0090006459504365,503,True,502.0,error_exception,0.0,502.0
Adam,789,9,0.5,-0.5,0.9901801943778992,0.9805968403816224,9.898183634504676e-05,0.0574239380657672,451,True,450.0,error_exception,0.0,450.0
SAM_Adam,789,0,-1.5,2.0,0.9477522373199464,0.9040745496749878,0.0027809687890112,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,1,1.5,-2.0,0.9477514624595642,0.9040735363960266,0.0027808540035039,9.999998092651367,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,2,0.5,0.5,0.9147531986236572,0.82177734375,0.0160732809454202,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,3,-0.5,-0.5,0.9127023220062256,0.8238489627838135,0.0256984215229749,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,4,2.0,-1.0,0.93165922164917,0.8796141147613525,0.0051579102873802,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,5,-2.0,1.0,0.9503835439682008,0.9014415740966796,0.0061399433761835,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,6,0.0,0.0,0.9316747784614564,0.8796874284744263,0.0051258336752653,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SAM_Adam,789,8,-1.0,-1.0,0.9316646456718444,0.8796384930610657,0.0051475116051733,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_Adam,789,9,0.5,-0.5,0.9319387674331664,0.8793529868125916,0.0182060748338699,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,0,-1.5,2.0,0.0770962685346603,-0.4220746159553528,1.517484188079834,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,1,1.5,-2.0,0.0130393505096435,0.1657359600067138,12.151025772094728,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,2,0.5,0.5,0.0101829431951045,0.0861372053623199,18.10161018371582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,3,-0.5,-0.5,0.0236906707286834,0.3193807601928711,4.228602886199951,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,4,2.0,-1.0,0.0555751584470272,-0.219097226858139,8.757699966430664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,5,-2.0,1.0,0.052636906504631,-0.2567512989044189,6.807610034942627,10.000000953674316,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,6,0.0,0.0,0.0104909166693687,0.0960344970226287,17.29350471496582,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,7,1.0,1.0,1.0,1.0,0.0,0.0,1,True,0.0,error_exception,0.0,0.0
SAM_SGD,789,8,-1.0,-1.0,0.0523436591029167,-0.2632246017456054,6.4999542236328125,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SAM_SGD,789,9,0.5,-0.5,0.0260517261922359,0.3376563787460327,3.5983190536499023,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,789,0,-1.5,2.0,0.0625152587890625,-0.36297607421875,2.780428171157837,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,789,1,1.5,-2.0,0.0144002772867679,0.1705028712749481,11.840588569641112,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,789,2,0.5,0.5,0.0117197781801223,0.0862122476100921,18.110727310180664,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,789,3,-0.5,-0.5,0.0259035415947437,0.3217029571533203,4.150002479553223,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,789,4,2.0,-1.0,0.0605431050062179,-0.2136876583099365,9.041449546813965,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,789,5,-2.0,1.0,0.0188106782734394,0.2496675848960876,7.245743274688721,10.0,20000,False,-1.0,error_exception,0.0,-1.0
SGD,789,6,0.0,0.0,0.0119276568293571,0.0968497395515441,17.240400314331055,9.999999046325684,20000,False,-1.0,error_exception,0.0,-1.0
