epoch,train_loss,train_acc,test_loss,test_acc
1,2.3014773064931235,11.161666666666669,2.3010517337799072,11.35
2,2.301382991154989,11.236666666666666,2.301270141601562,11.35
3,2.3013785930633546,11.151666666666667,2.3011536502838137,11.35
4,2.301407296880086,11.236666666666666,2.3013196594238283,11.35
5,2.3013621186574302,11.236666666666666,2.3013343185424806,11.35
6,2.301402577972412,11.236666666666666,2.300996555328369,11.35
7,2.3013760794321696,11.236666666666666,2.301061907958984,11.35
8,2.3013543407440187,11.206666666666669,2.301008132171631,11.35
9,2.3011829508463544,11.236666666666666,2.300823886871338,11.35
10,2.300184399286906,11.236666666666666,2.296616910934448,11.35
