epoch,train_loss,train_acc,test_loss,test_acc
1,2.149143288230896,22.586666666666662,1.7073039279937745,35.37
2,1.4317730878194173,46.24333333333333,1.042457395362854,62.81
3,0.9012161199092864,68.95666666666666,0.5887416462421418,80.42
4,0.5035067118167877,84.07833333333333,0.3574355944156647,89.8
5,0.350704727935791,89.2,0.3039845967769622,90.33
6,0.2893920660177866,91.13166666666666,0.2495042397379875,91.97
7,0.2461190612077713,92.46833333333332,0.184137869977951,94.38
8,0.2174133233825365,93.41666666666669,0.1634681423783302,95.1
9,0.2002822388410568,93.88333333333334,0.1751346767663955,94.3
10,0.182137684237957,94.47666666666667,0.1473422999352216,95.54
