epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1553174423853556,61.071666666666665,0.5437862313270568,83.93,SGD,1
2,0.4419326970259348,86.275,0.2971477965354919,91.36,SGD,2
3,0.2963038255055745,90.82333333333334,0.210269970858097,93.76,SGD,3
4,0.2372775612751642,92.68166666666669,0.2474800773620605,92.65,SGD,4
5,0.2045516191879908,93.845,0.1815484905153513,94.57,SGD,5
6,0.1831904841224352,94.44333333333331,0.1446838276207447,95.61,SGD,6
7,0.1634846338748931,94.91333333333333,0.1417849529802799,95.59,SGD,7
8,0.1545438317338625,95.23666666666666,0.1285527777940034,96.02,SGD,8
9,0.14316605057319,95.575,0.1275824976623058,96.29,SGD,9
10,0.1321811560710271,95.965,0.1813940423011779,94.86,SGD,10
