epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3467333196322122,53.18333333333333,0.7702079399108887,76.22,Adam,1
2,0.5999504883448283,81.43,0.399465825510025,88.33,Adam,2
3,0.3785105558872222,88.52666666666667,0.2919813548803329,91.58,Adam,3
4,0.2923088247776031,91.155,0.2473216689825058,92.52,Adam,4
5,0.2468231876532236,92.48166666666668,0.2160776767224073,93.64,Adam,5
6,0.214439942797025,93.455,0.1912331676959991,94.18,Adam,6
7,0.1939901529153188,94.02333333333333,0.1502199977457523,95.65,Adam,7
8,0.1783540443738301,94.47166666666666,0.1654338032871484,94.9,Adam,8
9,0.1615934706250826,94.99,0.1452082517459988,95.51,Adam,9
10,0.1519906959513823,95.295,0.1369779199019074,95.82,Adam,10
