epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1218062599182128,63.155,0.5326456263065338,85.61,Adam,1
2,0.4361550373713175,87.13333333333334,0.3067029341697693,91.46,Adam,2
3,0.2978919870694478,91.15666666666668,0.2365610461473465,93.08,Adam,3
4,0.2377320558706919,92.825,0.1921644006311893,94.25,Adam,4
5,0.2042479521989822,93.73166666666668,0.2160582921266556,93.35,Adam,5
6,0.1852340296268463,94.25,0.1637657000303268,95.13,Adam,6
7,0.1650272062738736,94.96166666666667,0.1535213215827942,95.42,Adam,7
8,0.1532390315771103,95.32166666666669,0.1304367421507835,96.09,Adam,8
9,0.1419649564743042,95.625,0.1309925001889467,96.0,Adam,9
10,0.1382324060122172,95.71166666666667,0.1518208144336938,95.13,Adam,10
