epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.839498476409912,28.188333333333333,1.5729326789855955,35.86,Adam,1
2,1.4765608604431153,42.46833333333333,1.335271069908142,48.19,Adam,2
3,1.2703112197875976,51.79333333333334,1.1116039364814758,60.9,Adam,3
4,0.9726565269788108,65.96,0.8379313003540039,70.99,Adam,4
5,0.7483281924883525,74.82666666666667,0.6274686469078063,79.12,Adam,5
6,0.6368287021636962,78.81,0.5553634562969207,80.97,Adam,6
7,0.5557955764770508,81.725,0.4909513101577759,83.84,Adam,7
8,0.5032012431462606,83.60666666666667,0.444467155456543,85.58,Adam,8
9,0.4537627896944682,85.21833333333333,0.3928395007371902,87.59,Adam,9
10,0.4177368761380513,86.59166666666667,0.3517621356487274,89.37,Adam,10
