epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.799961264737447,34.125,1.199887092781067,56.45,SGD,1
2,0.9130349967002868,69.02,0.6005773189544678,81.1,SGD,2
3,0.4819866677125295,85.02,0.3146152400016784,90.57,SGD,3
4,0.3145263831933339,90.42333333333332,0.2294558885812759,93.48,SGD,4
5,0.2481993487596512,92.455,0.186871474468708,94.43,SGD,5
6,0.2086709497133891,93.60333333333334,0.2013620907187462,93.65,SGD,6
7,0.1788369864463806,94.51,0.2039638056755066,93.54,SGD,7
8,0.1676060418923695,94.85833333333332,0.1335403281927109,95.85,SGD,8
9,0.1488760400414467,95.41666666666669,0.142920366474986,95.48,SGD,9
10,0.1361522844791412,95.87833333333332,0.1097080456018447,96.55,SGD,10
