epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.30950774752299,55.531666666666666,0.688256083393097,81.12,Adam,1
2,0.5538168155670166,83.83166666666666,0.355959118938446,89.57,Adam,2
3,0.3416424108107885,89.80666666666667,0.2520825442552566,92.71,Adam,3
4,0.2718492256641387,91.77166666666666,0.2412960052013397,92.5,Adam,4
5,0.2327737989385922,92.96333333333334,0.2070905292749404,93.58,Adam,5
6,0.2016836994568507,93.98666666666666,0.1723145472347736,94.66,Adam,6
7,0.1846914239724477,94.37666666666668,0.1842625573158264,94.25,Adam,7
8,0.1708457452058792,94.71666666666668,0.1693771342694759,94.38,Adam,8
9,0.1593308153390884,95.17833333333331,0.1631035241246223,94.91,Adam,9
10,0.1459969479958216,95.49666666666668,0.139590457957983,95.83,Adam,10
