epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.816353710746765,33.92,1.224717816734314,55.99,SGD,1
2,0.9439293419837952,68.40666666666667,0.5886443332195282,80.4,SGD,2
3,0.4948156235694885,84.40333333333334,0.4404184240341186,85.42,SGD,3
4,0.3410655946890513,89.35666666666667,0.2449508553266525,92.81,SGD,4
5,0.2636699745019277,91.73666666666666,0.2159890249967575,93.44,SGD,5
6,0.2226097758611043,93.12333333333332,0.2492456319570541,92.31,SGD,6
7,0.1926059605956077,94.09333333333332,0.1731826323390007,94.87,SGD,7
8,0.1732540193080902,94.79333333333334,0.2245262541532516,92.76,SGD,8
9,0.1576697241067886,95.19166666666666,0.1466284906983375,95.36,SGD,9
10,0.1480913497169812,95.45166666666668,0.1626766076564788,94.86,SGD,10
