epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.856734036827088,35.225,1.5330145107269286,47.61,SGD,1
2,1.394205847676595,52.303333333333335,1.2040138038635253,60.19,SGD,2
3,1.1611123787562052,60.615,1.1181670761108398,60.18,SGD,3
4,0.9977174084027608,67.63666666666667,0.8723803888320922,71.96,SGD,4
5,0.8604265266100566,73.25,0.7207726335048675,79.37,SGD,5
6,0.7331983013788859,77.86666666666666,0.8228843283653259,70.0,SGD,6
7,0.6285515606562296,81.2,0.5008095140457154,86.19,SGD,7
8,0.5410448706467946,84.31166666666667,0.4336167757034301,88.25,SGD,8
9,0.483623130496343,85.93333333333334,0.5200040319442749,83.05,SGD,9
10,0.4410604550520579,87.15833333333333,0.3871029118061065,88.43,SGD,10
