epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8204394249598184,33.29666666666667,1.230540940284729,54.9,SGD,1
2,0.9888761378288268,66.56333333333333,0.7030374992370605,78.46,SGD,2
3,0.5160974477291107,83.76333333333334,0.3619857602357864,88.49,SGD,3
4,0.3404874552329381,89.41833333333334,0.2825342818260193,91.64,SGD,4
5,0.2692469523827235,91.745,0.2964568842887878,90.9,SGD,5
6,0.2314174431800842,92.90833333333332,0.187152481842041,94.18,SGD,6
7,0.1971599969863891,93.90666666666668,0.1599668512821197,95.19,SGD,7
8,0.1751942026297251,94.60666666666668,0.1442120059639215,95.75,SGD,8
9,0.1610866329669952,95.045,0.1474777134656906,95.46,SGD,9
10,0.1495654473344485,95.37,0.1236596012681722,96.14,SGD,10
