epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3150386867523194,55.315,0.7693168796539307,75.59,Adam,1
2,0.5797006579399109,82.36833333333334,0.4053566486597061,88.11,Adam,2
3,0.392544526052475,88.10166666666667,0.3155759672045707,90.95,Adam,3
4,0.3175758296648661,90.285,0.2421392287969589,92.68,Adam,4
5,0.2718404434521993,91.64333333333332,0.240432249289751,92.71,Adam,5
6,0.2369664434512456,92.72666666666667,0.2141277899324894,93.44,Adam,6
7,0.213481602025032,93.46666666666668,0.1695725044906139,94.78,Adam,7
8,0.1916492196162541,94.10333333333334,0.1767320761084556,94.44,Adam,8
9,0.1747735573371251,94.59333333333332,0.1480968196958303,95.34,Adam,9
10,0.1643088564197222,94.94333333333331,0.1470225213527679,95.51,Adam,10
