epoch,train_loss,train_acc,test_loss,test_acc
1,1.497975651804606,45.04,1.0613907079696656,59.47
2,0.8984637732187907,70.065,0.7088819190979004,77.02
3,0.6641106254736583,78.54333333333334,0.5507331209659576,82.72
4,0.5098992092291514,84.15333333333334,0.4041544570922851,88.07
5,0.4018135853767395,87.58333333333333,0.3363141786336899,89.53
6,0.3323038959264755,89.91333333333333,0.2761801099061965,91.84
7,0.2858662777264913,91.265,0.2322431405186653,93.11
8,0.2578040241479873,92.12333333333332,0.2257727588295936,93.17
9,0.2387272491772969,92.725,0.2286332818269729,93.06
10,0.219565365521113,93.32166666666669,0.1944022371232509,94.02
