epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2495292394955952,56.58,0.6399904984474182,79.36,SGD,1
2,0.4624245947519938,85.91333333333333,0.2972855561256409,91.32,SGD,2
3,0.2840890133698781,91.38666666666668,0.2177117395758628,93.35,SGD,3
4,0.2221719701528549,93.21166666666667,0.1615562640547752,95.2,SGD,4
5,0.1947983933846155,94.10333333333334,0.1526536170452833,95.47,SGD,5
6,0.1725466899315516,94.68166666666669,0.1393409395635128,95.65,SGD,6
7,0.158168945646286,95.15833333333332,0.1299741760492324,95.9,SGD,7
8,0.1438392366568247,95.56666666666666,0.1185336134299635,96.42,SGD,8
9,0.1360358805100123,95.79,0.1105724268764257,96.72,SGD,9
10,0.1229913435101509,96.23166666666668,0.1085234008163213,96.7,SGD,10
