epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3305878287951152,54.29333333333334,0.7232725849151611,77.8,Adam,1
2,0.562645529460907,83.125,0.4004548284053802,87.7,Adam,2
3,0.3700672513802846,88.90833333333333,0.3031376737117767,91.08,Adam,3
4,0.3000137441476186,90.80166666666666,0.2437045443058013,92.57,Adam,4
5,0.2603830571651458,92.05333333333331,0.2132820830106735,93.52,Adam,5
6,0.2276467315753301,92.93166666666669,0.2038465901613235,93.97,Adam,6
7,0.2054634678204854,93.71166666666667,0.1725483366727829,94.8,Adam,7
8,0.1892937275250752,94.17833333333331,0.1657169381737709,95.12,Adam,8
9,0.1759534027258555,94.49666666666668,0.1599373036056757,95.12,Adam,9
10,0.1583065688371658,95.17166666666668,0.1315152729153633,95.98,Adam,10
