epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3045222175916036,55.345,0.6867621150970459,79.88,Adam,1
2,0.5708375702222188,82.61833333333334,0.393498806476593,88.74,Adam,2
3,0.3825038980642954,88.41,0.293954186463356,91.42,Adam,3
4,0.2886084310690562,91.25666666666666,0.2359528233528137,93.17,Adam,4
5,0.243173030034701,92.56666666666666,0.1910506592154502,94.24,Adam,5
6,0.2174752701918284,93.27,0.1703984949827194,94.99,Adam,6
7,0.1920710590759913,94.13833333333334,0.1731920449614525,94.71,Adam,7
8,0.1727535863081614,94.71833333333332,0.1462277444213628,95.67,Adam,8
9,0.1605042508443196,95.14,0.1509522873401642,95.4,Adam,9
10,0.1511101255377133,95.29,0.126419705337286,96.19,Adam,10
