epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2323547368367511,57.45333333333333,0.5923161344528198,83.08,SGD,1
2,0.4877016153971354,84.70333333333333,0.3349025161743164,89.89,SGD,2
3,0.3122511011282603,90.30666666666669,0.2879976991891861,90.67,SGD,3
4,0.2435999030431111,92.53166666666668,0.2382007559776306,92.18,SGD,4
5,0.2101710180123647,93.67166666666668,0.2064957879900932,93.12,SGD,5
6,0.1789025662104288,94.52666666666669,0.161024852669239,95.2,SGD,6
7,0.1644654427409172,94.965,0.130465177321434,96.02,SGD,7
8,0.1480945045471191,95.475,0.1548348173320293,95.02,SGD,8
9,0.1388470477422078,95.7,0.1298209298849106,95.94,SGD,9
10,0.1296017541368802,96.025,0.1599795779198408,94.95,SGD,10
