epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.39890558163325,50.906666666666666,0.8167794081687927,73.46,Adam,1
2,0.6531512207825979,79.87833333333333,0.463392853975296,86.18,Adam,2
3,0.4242061750411987,87.08,0.3388333758354187,89.45,Adam,3
4,0.3301825117588043,89.88666666666667,0.2909181833028793,91.26,Adam,4
5,0.2787052961031596,91.525,0.2372041363000869,92.86,Adam,5
6,0.2455963406483332,92.375,0.2189464072704315,93.17,Adam,6
7,0.2187467605829239,93.35166666666667,0.1750419913172722,94.53,Adam,7
8,0.2008462836186091,93.84333333333332,0.1836523007631302,94.34,Adam,8
9,0.185821720512708,94.305,0.1756995022416115,94.78,Adam,9
10,0.1694623466491699,94.75166666666668,0.1499596526801586,95.45,Adam,10
