epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3349866316159569,53.73,0.6844300051689148,81.21,Adam,1
2,0.5436331129868825,83.565,0.3955141391992569,88.61,Adam,2
3,0.3696679197152455,88.75166666666667,0.2846971181631088,91.74,Adam,3
4,0.2866079541285832,91.31666666666666,0.2356179825782776,92.9,Adam,4
5,0.2469592817385991,92.48166666666668,0.2313285651683807,92.83,Adam,5
6,0.2228129990816116,93.21833333333332,0.1851708343625068,94.46,Adam,6
7,0.19611860815684,94.05,0.1819655381917953,94.51,Adam,7
8,0.1807595513025919,94.455,0.1729458363652229,94.59,Adam,8
9,0.1689625605583191,94.81333333333332,0.1545748716443777,95.23,Adam,9
10,0.1585867922703425,95.13666666666668,0.1520331662923097,95.23,Adam,10
