epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1423546728452048,60.17333333333333,0.5550377921104431,83.09,SGD,1
2,0.4356374006907145,86.44,0.3050889289140701,90.83,SGD,2
3,0.2856750867366791,91.1,0.3209077457904816,89.91,SGD,3
4,0.2406475101073583,92.64333333333332,0.2151444878339767,93.62,SGD,4
5,0.1983027993440628,93.83833333333334,0.2511794706940651,91.54,SGD,5
6,0.1724390725374222,94.745,0.2197407306015491,92.89,SGD,6
7,0.1679586405674616,94.875,0.1338475458860397,95.88,SGD,7
8,0.1514013943552971,95.38333333333334,0.1140951048791408,96.37,SGD,8
9,0.1389436465024948,95.795,0.1390659132659435,95.4,SGD,9
10,0.1300205929597218,95.97166666666666,0.1365729258745908,95.69,SGD,10
