epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2184809407869974,59.63166666666667,0.6025828552246094,83.74,Adam,1
2,0.497198397509257,85.425,0.3267153034448624,90.85,Adam,2
3,0.3236908797740936,90.33333333333331,0.27303624573946,91.43,Adam,3
4,0.2544894441366195,92.28833333333333,0.2149717821121216,93.68,Adam,4
5,0.2173851529002189,93.4,0.196030811715126,94.06,Adam,5
6,0.196081960662206,94.01166666666668,0.1611745389819145,94.99,Adam,6
7,0.1726321136951446,94.75333333333332,0.1476523577332496,95.31,Adam,7
8,0.1609686239957809,95.07333333333334,0.1407528550446033,95.81,Adam,8
9,0.1503836157162984,95.42166666666668,0.136803455376625,95.86,Adam,9
10,0.1376245947122573,95.785,0.1197963975206017,96.14,Adam,10
