path,status,width,height,size_kb,gray_std,gray_range,flag_small,flag_blank_like,flag_aspect
results_longrun_20260314\experiments\visualizations\experiments_training_results.png,"read_error: Unable to allocate 258. MiB for an array with shape (4719, 7171) and data type float64",,,,,,True,True,True
