epoch,loss,val_acc,lr
1,0.3511181108265127,94.55,0.0009755282581475768
2,0.14787259657306695,96.23333333333333,0.0009045084971874736
3,0.10134720728154431,97.06666666666666,0.0007938926261462366
4,0.07303040890217322,97.43333333333334,0.0006545084971874737
5,0.05514903270123059,97.91666666666667,0.0005
6,0.041171141524944825,98.0,0.00034549150281252633
7,0.032255433397191044,97.96666666666667,0.0002061073738537635
8,0.025494776055397756,98.1,9.549150281252634e-05
9,0.021178233353376954,98.16666666666667,2.4471741852423235e-05
10,0.018874647745187285,98.21666666666667,0.0
