epoch,loss,val_acc,lr
1,0.3491007196606618,94.8,0.0009755282581475768
2,0.1460906392696062,95.91666666666667,0.0009045084971874736
3,0.10013047050049095,96.96666666666667,0.0007938926261462366
4,0.07432024159481952,97.43333333333334,0.0006545084971874737
5,0.057516174521120664,97.53333333333333,0.0005
6,0.043390146368381816,97.73333333333333,0.00034549150281252633
7,0.032842994292412324,97.78333333333333,0.0002061073738537635
8,0.026273843304858813,97.83333333333333,9.549150281252634e-05
9,0.021779581703581092,97.83333333333333,2.4471741852423235e-05
10,0.01958357286308473,97.96666666666667,0.0
