epoch,loss,val_acc,lr
1,0.3377097725373874,94.93333333333334,0.001
2,0.13737828470766544,96.38333333333334,0.001
3,0.09287027320802495,96.96666666666667,0.0001
4,0.05694554900635758,97.65,0.0001
5,0.0509366852074632,97.61666666666666,0.0001
6,0.04772659174886078,97.78333333333333,1e-05
7,0.043434231663431744,97.68333333333334,1e-05
8,0.042929168426436126,97.71666666666667,1e-05
9,0.04259660828006741,97.73333333333333,1.0000000000000002e-06
10,0.0420360541858344,97.71666666666667,1.0000000000000002e-06
