epoch,loss,val_acc,lr
1,1.3066420810058783,86.91666666666667,0.0009755282581475768
2,0.4322146653987785,89.95,0.0009045084971874736
3,0.3442214204095551,91.0,0.0007938926261462366
4,0.30856277366385076,91.5,0.0006545084971874737
5,0.28724598584440647,91.88333333333334,0.0005
6,0.2726866404097792,92.3,0.00034549150281252633
7,0.2628557145842726,92.45,0.0002061073738537635
8,0.2566663572714792,92.48333333333333,9.549150281252634e-05
9,0.2532973173140632,92.61666666666666,2.4471741852423235e-05
10,0.2517520581235253,92.63333333333334,0.0
